tweet_text,choose_one_category
Thousands wait for relief in Vanuatu as death toll inches up: Thousands of people left homeless by a fierce cy... http://t.co/sslKmkGUxG,injured_or_dead_people
State of emergency likely to be declared on Vanuatu capital Port Vila - http://t.co/E6RwHyq8VM,caution_and_advice
Christian Worship Rises amid Vanuatu Destruction http://t.co/joZ7QFF3Uf,infrastructure_and_utilities_damage
@LMBR_50 Cricket communities rally behind Vanuatu: ICC Cricket Australia and New Zealand Cricket pitch in to held the people of Vanu...,donation_needs_or_offers_or_volunteering_services
Vanuatu cyclone: First aid reaches islands ravaged by Pam - BBC News:      15 March 2015 Last upd... http://t.co/GaYxoSYBkt #worldnews,donation_needs_or_offers_or_volunteering_services
#Entertainment #Buzz Custom Pam Anderson neck plate Strat/Telecaster http://t.co/RLl2OHD5GU #Buy #Discount,not_related_or_irrelevant
Tropical Cyclone Pam Kills at Least Six People in Vanuatu - Wall Street Journal http://t.co/KnrgDHbEfW,injured_or_dead_people
Aid worker in cyclone-hit Vanuatu: 'Holding on for dear life':  Early reports from Vanuatu said at least six p... http://t.co/4fEC4KN5V9,donation_needs_or_offers_or_volunteering_services
Vanuatu cyclone: grave concern for outlying villages - The Australian: The AustralianVanuatu cyclone: grave co... http://t.co/j8nIv63Mnm,other_useful_information
Cyclone Pam Delays Volvo Ocean Race Start Leg 5 Auckland-Itajai #VOR #BWR2015  #sailing Videos http://t.co/3mme83KJ32,other_useful_information
Cyclone Hits Island Nation of Vanuatu and Kills 6 http://t.co/jMbVQ7K9gR,injured_or_dead_people
Come out and let's show Pam some love and wish her a Happy Birthday! Outside Oyster Roast at noon then... http://t.co/3nc7kyuRLU,not_related_or_irrelevant
Uff!! it caught ;-) 'Unbelievable destruction' reported in Tropical Cyclone Pam's wake - CNN: CNN'Unbe... http://t.co/q1a04GR7IS #gossip,infrastructure_and_utilities_damage
A week after Vanuatu cyclone some homeless still await help http://t.co/jGwZWXmp34,infrastructure_and_utilities_damage
#QLD #Weather #Warning #CTCorp Issued by The B.O.M. 14/07:29 EST Tropical Cyclone Advice for TC Nathan http://t.co/YajKq2DOm7,caution_and_advice
MY VERY RUDE FURTHER ADVENTURES $2.99 Amazon US http://t.co/HGWiDqsxvK UK http://t.co/M6tnL8K2OE More of Pamå«s story.,not_related_or_irrelevant
Cyclone Pam May Be 'One of The Worst in Pacific History': UNICEF: Super Tropical Cyclone Pam could be one of t... http://t.co/yaciAQ8sC0,other_useful_information
#News #TV #Media Cyclone Pam: Vanuatu Grapples With Devastation After Deadly Storm‰Û_ http://t.co/dw2aEP7CXN,infrastructure_and_utilities_damage
NASA captures birth of Tropical Cyclone Olwyn headed for northwestern Australia,caution_and_advice
Its not over yet - Tropical Cyclone Pam -  Met Service have just released another weather warning. http://t.co/roH1GFtomk,caution_and_advice
Aquamarine - Spring Color by Pam http://t.co/Xd88Z2PTJd  #artisanbot #udobiz #decor #jewelry #art #gifts,not_related_or_irrelevant
We are tipping Hidden Cyclone to blow his Ryanair Chase rivals this afternoon at 2:40pm. Race preview here. http://t.co/DOJT0oPu4N,not_related_or_irrelevant
#thetwittazine @writerswebla #SueMee@TheSueMee Those runnin Vanuatu should b#Ashamed THE BOLT REPORT SUPPORTERS GROUP http://t.co/ajLfNUhpzR,sympathy_and_emotional_support
While waiting for cyclone Pam to pass  LMAO @NataliaKills ‡_Ê2‡_Ê2‡_Ê2 http://t.co/NgsvfMKOmD,other_useful_information
BREAKING: Cyclone devastates Vanuatu - Financial Times: New York TimesCyclone devastates Va... http://t.co/qrhw1DF85E #Khaatumo #Khatumo,infrastructure_and_utilities_damage
Cyclone-hit Vanuatu appeals for help http://t.co/IrwrW2KtYh,donation_needs_or_offers_or_volunteering_services
Food running critically short in Vanuatu as entire islands described as http://t.co/B9hbucSXwP,other_useful_information
#xfactornz "I was worried about Cyclone Pam..." But why?,not_related_or_irrelevant
Vanuatu‰Ûªs cyclone plight could soon become the norm: the struggle for climate justice for small island states  http://t.co/2qSqk4ANf8,other_useful_information
PM shares sorrow and pain of those affected by cyclone in Vanuatu http://t.co/F2m06gvvXK via @narendramodi,sympathy_and_emotional_support
'Cyclone college' brings hope to India's vulnerable coastal community http://t.co/3WX3a5EXRA,donation_needs_or_offers_or_volunteering_services
Dozens feared dead after Super Cyclone Pam slams into Vanuatu in pictures: Terrifying tropical cyclone crosse... http://t.co/jcPSjCrqmN,injured_or_dead_people
Australian cyclone makes landfall losses strength - SYDNEY (Reuters) - A åÊpowerful tropical cyclone was losing st... http://t.co/T6G2Dm5aqX,other_useful_information
Cyclone Pam Leaves Trail of Destruction in Pacific's Vanuatu http://t.co/onIpscUcbH #international,infrastructure_and_utilities_damage
As U.N. Backs Fossil Fuel Divestment Bill McKibben on Vanuatu Oxford Vote California Water Crisis http://t.co/cp9riZIYX4,not_related_or_irrelevant
Pam Courson (wife of Jim Morrison 1960s70s) via /r/OldSchoolCool http://t.co/PAOoz0CE2m http://t.co/TFknibzoYg,not_related_or_irrelevant
Death toll rises in Vanuatu cyclone to 24 dead  http://t.co/18285KPGfJ,injured_or_dead_people
Pam Grier is vintage fine.,not_related_or_irrelevant
Tropical cyclone Pam one of the strongest tropical cyclones in recorded history has caused devastation in Vanuatu now  headed for for NZ,other_useful_information
President: Cyclone devastation forcing Vanuatu to start anew: WELLINGTON New Zealand (AP) ‰ÛÓ Vanuatu's preside... http://t.co/uGWGzKqBhy,other_useful_information
Huge Pacific cyclone devastates Vanuatu at least eight dead http://t.co/PbkvfyabIB #EMM,injured_or_dead_people
Cyclone Pam: scale of destruction emerges as Vanuatu picks up the pieces ‰ÛÒ in pictures: Relief efforts continu... http://t.co/9cxcFsEuOk,infrastructure_and_utilities_damage
Pam 'wiped out' Vanuatu development: Cyclone Pam has "wiped out" development in Vanuatu its president says a... http://t.co/iL13P7FWE7,infrastructure_and_utilities_damage
#News: At least 8 dead after Cyclone Pam rips through Vanuatu - VIDEO: Dozens feared dead aft... http://t.co/kfMfxL7X2k via @TheNewsHype,injured_or_dead_people
Cyclone over in the something islands killed 6 people. Damn. #scary,injured_or_dead_people
10:11AM 13 March Vanuatu is there under #TCPam somewhere. Gud luck lo evriwan wea i stap lo #Vanuatu naoia! http://t.co/9aGI3i0bgc,other_useful_information
Cyclone Pam: Vanuatu 'needs food' http://t.co/ZlyEafDHzv,donation_needs_or_offers_or_volunteering_services
'Unbelievable Destruction' Reported After Cyclone Slams Vanuatu http://t.co/mpT7ekXNDm,infrastructure_and_utilities_damage
VIDEO: Australia and NZ fly aid to Vanuatu http://t.co/iogxWN1FRY,donation_needs_or_offers_or_volunteering_services
In a country ripe for natural disasters this Vanuatu man has survived them all @nickgbperry reports: http://t.co/n6ms4TYLRu Via @ap,missing_trapped_or_found_people
Seriously Jim makes me weak in the knees with the way he talks about Pam‰_•ü‡_¢D,not_related_or_irrelevant
‰ÛÏ@yeyii7_4mnky: Pam‡_ä7 http://t.co/y7SCxqfLLc by jayvelisse #phhhoto‰Û ‰_•ü‰_•ü‰_•ü‰_•ü,not_related_or_irrelevant
Cyclone Pam: destructive storm slams into Vanuatu,caution_and_advice
First time we've been back to Iririki post-#TCPam. Yachts impaled into the jetty no power. We can't return just yet. http://t.co/f1Fgs53HPb,not_related_or_irrelevant
VIDEO: Cyclone Pam: 'My hotel is shaking' http://t.co/9O5bHE18ii,infrastructure_and_utilities_damage
Fears Dozens Killed By Powerful Cyclone Pam via /r/worldnews http://t.co/rESXToWKL6,injured_or_dead_people
Aid Heads for Vanuatu After Devastating Pacific Cyclone: The first shipments of aid headed for Vanuatu on Sunday as authorities decla...,donation_needs_or_offers_or_volunteering_services
Cyclone Pam: Australia sends more personnel to Vanuatu (What about helping out with #climatechange as well? #Auspol) http://t.co/7Rmy24fpdu,donation_needs_or_offers_or_volunteering_services
|Vanuatu Blames Global Warming as Cyclone Causes Nation‰Ûªs Worst Climate Disaster in Recent Memory || Democracy Now! http://t.co/tFCrHlUfFP|,other_useful_information
Weather Gang: Formidable Tropical Cyclone Pam bears down on South Pacific http://t.co/aod6SqHhxG,caution_and_advice
Devastated Vanuatu starts to get aid: The first planeloads of international aid arrive on the Pacific archipel... http://t.co/eiPIHFauGY,donation_needs_or_offers_or_volunteering_services
One report: Cyclone Pam leaves 'most' of #Vanuatu population homeless. ABC: http://t.co/PChdgmBx3z #auspol Australia sends aid.,other_useful_information
Cyclone Pam 'roared squealed hissed' as it hit  http://t.co/6X2YsiPv8H,other_useful_information
#NRLTigersDragons #news Two more planes headed to cyclone zone - Sky News Australia  http://t.co/3vuDOud9xf,other_useful_information
[RSMC-JMA] Tropical Cyclone Advisory for Analysis and Forecast 2015-03-16T09:00:00Z http://t.co/zvpzB1upQo,other_useful_information
Just in: Bishop announces $5 million aid package for cyclone-hit Vanuatu http://t.co/uiqd9gHWNu #news,donation_needs_or_offers_or_volunteering_services
Race to aid Vanuatu cyclone victims http://t.co/hBSbFB6GLr,donation_needs_or_offers_or_volunteering_services
Cyclone Pam: 'Like a bomb': The fury of Tropical Cyclone Pam one of the most powerful storms to make landfall... http://t.co/zoJIox9qbA,other_useful_information
#Indonesia #Bahrain Cyclone PAM leaves death and destruction on its path in the Pacific http://t.co/bGgWkgbCuF #Brazil #Argentina,injured_or_dead_people
@FijiGov_RMDNDM 40 Fijian soldiers &amp; medical personnel arrived today in Port Vila to assist #Vanuatu http://t.co/IndQU4gw8i #TCPam #hmrd,donation_needs_or_offers_or_volunteering_services
Stories of despair and destruction from Cyclone Pam survivors:  Cyclone Pam has caused widespread devastation ... http://t.co/yKAVJG8jOa,infrastructure_and_utilities_damage
Around 82000 children in Vanuatu in need of humanitarian assistance following Cyclone Pam aid agency says - @UNICEF http://t.co/nNb6O6z7LZ,donation_needs_or_offers_or_volunteering_services
Next - relief for loved ones after contact is made from #Vanuatu #7newsQ continues http://t.co/5fyPdSAUys,missing_trapped_or_found_people
#tropicalstorm #Guam: 0700 ChST 15 Mar 15 NWS Guam forecast track Tropical Storm Bavi (03W). http://t.co/D79laflys9 #Bavi #BettyPH #03W,other_useful_information
Nouveau favori : Her Crazy Life - [The Dave Cash Collection] de Pam Tillis http://t.co/uCGozrkkyC @Deezer,not_related_or_irrelevant
@UN_Spokesperson: yes sir i know ur dealing w the cyclone,not_related_or_irrelevant
|Sonando en http://t.co/CqdhknPfNi: #DJOmarCedeÌ±o Ft. @DjEdu593 - Pum Pam Riddim - Intro || @officialecua|,not_related_or_irrelevant
BBCWorld: Aerial photos show devastation caused by Cyclone Pam to Vanuatu capital Port Vila http://t.co/y4mSj12SF1 http://t.co/wnr6e9rNhY,infrastructure_and_utilities_damage
MT @kenny_ang #Vanuatu-Unelco trying to fix power in &amp; around Port Vila many power lines need to be cleaned up or replaced #TCPam #hmrd via,infrastructure_and_utilities_damage
Tropical Cyclone Pam: Julie Bishop visits Vanuatu to assess damage after storm - ABC Online http://t.co/7FZ0k7cnhe,other_useful_information
Vanuatu President Baldwin Lonsdale Says Climate Change 'Contributed' to Disaster: Vanuatu's President Baldwin ... http://t.co/fmkGFBLI6G,other_useful_information
The destruction of cyclone Pam - in pictures: Storm has torn through the south Pacific leaving homes oblitera... http://t.co/pLBHJvGQhj,infrastructure_and_utilities_damage
Tropical Cyclone Olwyn to Hit Western Australia on Friday March 13 2015 http://t.co/S3oibYBcTh,other_useful_information
#Cyclone Pam: Dozens feared dead in Vanuatu - Sydney Morning Herald http://t.co/OQ9IOT0XOY,injured_or_dead_people
So here is next video from Pam and Mike where they wanted to show you what really works with some proven strategies. http://t.co/7KnJIDA8Ez,not_related_or_irrelevant
VIDEO: Vanuatu cyclone clean up begins http://t.co/mO9fK3Ol0g,other_useful_information
President of cyclone-hit Vanuatu urges global action on disasters http://t.co/yqMuHTMgDC,other_useful_information
Why Pam was so bad for Vanuatu (3): surprisingly few people are familiar with Vanuatu. Hard to get media traction. A 1/4 mill people. Help.,donation_needs_or_offers_or_volunteering_services
Aid effort kicks in after 'monster' cyclone ravages Vanuatu http://t.co/ucfxCRuWEZ,donation_needs_or_offers_or_volunteering_services
Massive cyclone pummels Vanuatu: The South Pacific country of Vanuatu has taken a direct hit from a powerful c... http://t.co/8GyCdcsYPo,other_useful_information
TTW Today's News: Australia steps up aid to Vanuatu as 'widespread devastation' becomes clear http://t.co/MTh1XDfr6w,donation_needs_or_offers_or_volunteering_services
@richardosman How to help #Vanuatu http://t.co/mv11DQ0bHE,donation_needs_or_offers_or_volunteering_services
Cyclone Pam's aftermath in Vanuatu ‰ÛÒ in pictures: Vanuatu is recovering from a category five cyclone which has... http://t.co/KJMzXgP7MX,other_useful_information
So proud to be a cyclone! ‰_•ü‡_äB,not_related_or_irrelevant
@helenclarkundp @carlvmercer @undplive  Real-time #disastermanagement with world "synergy"must2mitigate #Vanuatu type natural disasters!,other_useful_information
They should give Pamela Wallin a talk show. Just call it 'Pam'. I'd watch.,not_related_or_irrelevant
Mean Tweets - President Obama Edition... =&gt;&gt; http://t.co/ECemZsd9S3  Timeline #Vanuatu ##INDvsZIM #Zimbabwe ##xfa‰Û_ http://t.co/cuPyLnchZj,not_related_or_irrelevant
Aid Agencies to Begin Helicopter Flights to Cyclone-Stricken Vanuatu: International aid agencies are preparing... http://t.co/Qh9Hn0B4Zb,donation_needs_or_offers_or_volunteering_services
Thank you Cyclone Nathan; beauty without destruction.  We need a waterfall tour bus. http://t.co/Lu2FdQQWUx,other_useful_information
"@AlertNet: Relief teams report devastation death after #Vanuatu cyclone http://t.co/ppHcQdwQ4S‰Û_ #CyclonePam" @UNFPAAsia,injured_or_dead_people
New: Cyclone Pam: aid agencies head to Vanuatu as death toll rises ‰ÛÒ rolling report http://t.co/iJc2QkQXCu #follow Go to ‰Û_ world_latest G‰Û_,injured_or_dead_people
NDTV News - World: Aid Agencies to Begin Helicopter Flights to Cyclone-Stricken Vanuatu - NDTV News - World... http://t.co/7QSRf5Y1K9,donation_needs_or_offers_or_volunteering_services
DOZENS FEARED DEAD  Cyclone Pam causes mass destruction in Vanuatu http://t.co/zlll1s1ahP,injured_or_dead_people
|After devastating #Vanuatu #TCPam closes on #NewZealand. Our thoughts to those across the Tasman || via @mark_tarello http://t.co/gDVryUUwSK|,sympathy_and_emotional_support
&gt;&gt; http://t.co/nxARWJn9fx Track it live: Ferocious Cyclone Pam bears down on Vanuatu -‰Û_ http://t.co/Y1AzvRCmQ2 &gt;&gt; http://t.co/nxARWJn9fx,other_useful_information
How to help the cyclone-devestated country of Vanuatu (vis @Scott_Heim): http://t.co/mEttMCK2KO,donation_needs_or_offers_or_volunteering_services
Martin Be Comin At Pam Shit So Harddd ‡_Ê2,not_related_or_irrelevant
Cyclone Pam: 'The water was up to my waist': Tropical Cyclone Pam had already been battering Vanuatu's capital... http://t.co/PkBQ8gF2dq,other_useful_information
UN stands ready to assist as Tropical Cyclone Pam threatens VanuatuPacific region http://t.co/wPwNwD4vng nvt,donation_needs_or_offers_or_volunteering_services
#Vanuatu president speaks of devastation from Cyclone Pam  http://t.co/LSb3MdzYon #Pacificislandnation #PortVila #PortVilaFollowing,sympathy_and_emotional_support
|Massive Cyclone Ravages South Pacific Island Nation (TIME Blogs): Share With Friends:  ||  || World News - Middl... http://t.co/SQ40vfx8b2|,other_useful_information
Cyclone Pam cleanup gets underway in Vanuatu ‰ÛÒ in pictures via Digg http://t.co/EH2L660r6p,other_useful_information
Just seen a pic from Vanuatu with a body bag on the back of a ute. So there are casualties. Let's hope they stay low.,injured_or_dead_people
Aerial footage shows the extent of damage to Vanuatu after it was hit by a cyclone on Friday. https://t.co/8ofHIgbyIP,infrastructure_and_utilities_damage
Thank you so much for making the past two days SO FUN Pam Valles Arnold Donna Trottier and Pete 'Cheroo'... http://t.co/Z8erlEs2eV,not_related_or_irrelevant
"All development has been wiped out...we'll have to start all over again" -Vanuatu President  http://t.co/5ZY2hwL6sQ,infrastructure_and_utilities_damage
Vanuatu cyclone leaves many homeless http://t.co/xA5V2UoAxK,infrastructure_and_utilities_damage
Cyclone Pam: 'Like a bomb' http://t.co/ntFe0naegk,other_useful_information
‰ÏÁ #Israel #JPOST: IsraAID to send more officials supplies to alleviate devastated Vanuatu islands http://t.co/lfslwfqvvI,donation_needs_or_offers_or_volunteering_services
Officials blame climate change as Vanuatu picks up the pieces after 'monster' storm http://t.co/e0lHmCJqQB #climate,other_useful_information
"Memories Become Weaker Without Reinforcement Study Finds" by PAM BELLUCK via NYT http://t.co/9eJzKjT6YzåÊ http://t.co/QHd6CANIWT,not_related_or_irrelevant
Ms.trudy and ms.pam is funny.. The things that come out they mouth  ‡_Ê2‡_Ê2,not_related_or_irrelevant
"@JonatusJr: At least 8 killed and dozens more feared dead as Cyclone Pam hits Vanuatu via @YahooNewsDigest.",injured_or_dead_people
Premier League Live Stream  Link http://t.co/DRNwPsthKJ  #marian Wales Welsh Ireland Vanuatu Ryan Terry Pratchett,not_related_or_irrelevant
Oh and then tomorrow a cat 5 cyclone comes our way. Woohoo.,other_useful_information
Cyclone Pam: Vanatu islanders face starvation 'within days' following destruction of all their crops... http://t.co/iexO9yL7aE  #ItsParto,infrastructure_and_utilities_damage
Relief teams reach Vanuatu‰Ûªs cyclone-hit outer islands http://t.co/g5EguN5cN3,donation_needs_or_offers_or_volunteering_services
Vanuatu. Extreme weather events become more and more likely with increasing atmospheric CO2.,caution_and_advice
Vanuatu President Speaks of Devastation From Cyclone Pam: Vanuatu president heading home from Japan disaster ... http://t.co/9t245G4hPt,other_useful_information
Cricket makes contribution for Vanuatu cyclone victims http://t.co/csjrwiZeFK,donation_needs_or_offers_or_volunteering_services
Cyclone Pam turns pastor's trip to Vanuatu into rebuilding mission http://t.co/W9spiTfGyg,other_useful_information
Category 5 storm barrels toward islands: Tropical Cyclone Pam one of the strongest storms seen in the South P... http://t.co/XEYlNrn4Ia,other_useful_information
http://t.co/19R1GaITje Vanuatu's President Makes a Leap in Tying Cyclone Pam to Climate‰Û_ http://t.co/F36wjvFCOa #Top_Stories @Verity_News,other_useful_information
@BirchBayHostel thanks for your support now to the cyclone taylor cup - provincials next weekend in mission,donation_needs_or_offers_or_volunteering_services
'Monster' Cyclone Strikes a Heavy Toll in Vanuatu: More than 100000 people are likely homeless schools have ... http://t.co/fIPrhyONuG,displaced_people_and_evacuations
Can corporate employees help entrepreneurs? http://t.co/PsLDgZrheZ #entrepreneur #business #career #succes,not_related_or_irrelevant
Japan to send emergency relief supplies to cyclone-hit Vanuatu:  http://t.co/URECWNOX4W,donation_needs_or_offers_or_volunteering_services
Is this the nastiest X Factor judge response ever?... =&gt;&gt; http://t.co/M0D7lqe1lg  Timeline #Vanuatu #Sri Lanka #P‰Û_ http://t.co/0fvMD098Bk,not_related_or_irrelevant
Margaret River company hopes to sell Vanuatu chocolate within a year despite cyclone damage http://t.co/9fvNAf2sYG http://t.co/3XE1eeojzl,not_related_or_irrelevant
. &amp; if pam fxck around &amp; have her on my birthday (( May 11th )) ima really spoil her ‡_É1‡_ü0‡_ 3,not_related_or_irrelevant
Predicted track of Ex Tropical Cyclone if/after it crosses the Qld Coast. http://t.co/cM8rG7KXWy,other_useful_information
TROPICAL CYCLONE ADVICE NUMBER 25 Issued at 7:30 pm EST on Friday 13 March 2015 Headline: Cyclone Nathan is... http://t.co/gGT9rqi2TV,other_useful_information
Vanuatu president in cyclone appeal http://t.co/QP1YG1Uhds,other_useful_information
State of emergency declared in #Vanuatu as country begins to recover from strong deadly #CyclonePam - @UNICEF @AFP @CNN,caution_and_advice
Cyclone Pam: agencies investigate reports of dozens of deaths in Vanuatu: The United Nations is checking reports more than 44 people ...,injured_or_dead_people
@DailyMailUK @Telegraph @guardian - make #Vanuatu devastation caused by #CyclonePam HEADLINE NEWS please,other_useful_information
Donate to Red Cross to help Vanuatu.... http://t.co/jyIbhWBodM,donation_needs_or_offers_or_volunteering_services
dronemaniac: RT  ABC EmergencyåÊåÊåÊåÊåÊåÊåÊåÊ‰ÏÓ ABCemergency : Drone footage taken by the ABC's Brant Cumming shows #TCPam‰Û_ http://t.co/MmtM0D9KiP,other_useful_information
Uff!! it caught ;-) Vanuatu President Says Nation Must Start Anew After Cyclone - New York Times: NBCN... http://t.co/PHXsLj3Jpv #gossip,other_useful_information
live map of the cyclone http://t.co/DERhPtDPrE... http://t.co/lqSxtRYvuj,other_useful_information
Vanuatu #CNN Qld offers cyclone assistance to Vanuatu - 9news #com #au  http://t.co/aV0ROC8H9H,donation_needs_or_offers_or_volunteering_services
Cyclone Nathan smashes Queensland http://t.co/UbQTZBsbZV #australia,other_useful_information
Cyclone flattened the landscape in Vanuatu's outer islands: Relief workers saw a flattened landscape and wides... http://t.co/cIhyly4UJN,other_useful_information
My prayers for those in Vanuatu affected by Cyclone Pam. A beautiful nation suffering.,sympathy_and_emotional_support
Bola hung around for 3 days and we had a metre of rain up the coast this thing will be all over in 24 hours #CyclonePam,other_useful_information
Vanuatu's people rebuild (World) http://t.co/lUdXAxQJKu,not_related_or_irrelevant
Available as Meal Exchange at Cyclone Salad http://t.co/zNmUURmiAy,not_related_or_irrelevant
Enable local women's groups step up gender based violence prevention efforts post-Cyclone Pam: http://t.co/Y9ktMG9ELz,sympathy_and_emotional_support
"OxfamInVanuatu: some estimates suggest up to 96% of crops destroyed by #CyclonePam in Vanuatu." @amitangshu,infrastructure_and_utilities_damage
Category 5 Cyclone Pam hits South Pacifics Vanuatu islands - New York Daily News,other_useful_information
Cyclone Pam: Vanuatu's president blames climate change for extreme weather http://t.co/ik3Xige7Ol,other_useful_information
Kicking bitches out the condo like Pam ‡_ÉF,not_related_or_irrelevant
Foreign Minister Julie Bishop vows continuing support in Vanuatu after Cyclone Pam: Foreign Minister Julie Bishop‰Û_ http://t.co/VZHetvxJ2c,sympathy_and_emotional_support
@pameladevera idk Pam you tell me‡_ÁA,not_related_or_irrelevant
Cyclone Pam ploughs through Pacific http://t.co/2Bf6X2JU2F,other_useful_information
Category 5 Cyclone Heads for Vanuatu - Voice of America http://t.co/6EuJcyT9bL,other_useful_information
'Cyclone Pam leaves a trail of devastation and death http://t.co/5ZzDx25dzq,injured_or_dead_people
Vanuatu won't be the last poor country devastated by climate change inaction  http://t.co/qm3BlTgnHJ,other_useful_information
Steve McQueen's 1915 Cyclone motorcycle sells for $775000 http://t.co/PHpy9rOUj5 http://t.co/uqFYECirXH #love #life,not_related_or_irrelevant
Latest BBC news on #Vanuatu: First aid reaches islands ravaged by the cyclone.  http://t.co/TItBQrpYfM,donation_needs_or_offers_or_volunteering_services
New Caledonia 10th Anniversary of Tjibaou Cultural Centre Sheetlet of 10v http://t.co/B2iXhLqvXS http://t.co/aB3HGsx8hB,not_related_or_irrelevant
Pam Russell &amp; Susan Hamilton talk about our nation in #crisis http://t.co/uXwM6Jiklt #offbeatbusiness,not_related_or_irrelevant
Court orders PAM Transport to pay 12 former drivers $447k after violating the Americans with Disabilities Act. http://t.co/WXSVN5TPfX,not_related_or_irrelevant
South Pacific cyclone 'kills dozens' http://t.co/GlOvNL2Re8,injured_or_dead_people
In Vanuatu's hard-hit Tanna residents cowered from Cyclone Pam http://t.co/MkVpbkdiS4,other_useful_information
Aid effort stepped up after monster Vanuatu cyclone: Suva (Fiji) (AFP) ‰ÛÒ Cyclone-devastated Vanuatu declared a... http://t.co/w5avNmr7yL,donation_needs_or_offers_or_volunteering_services
A series of screenshots I captured of Cyclone Pam forming and heading south from Vanuatu to NZ (7/3 - 17/3) http://t.co/Nnpjib6u3A,other_useful_information
NRL combines with UNICEF on Vanuatu Appeal,donation_needs_or_offers_or_volunteering_services
Vanuatu struggles to account for cyclone damage deaths http://t.co/NgqIEqierK via AP #news,other_useful_information
Scottish World Bank worker Peter Wallace helps ravaged islands clean up after Cyclone Pam http://t.co/2Waac37F0Q via @Instapaper,donation_needs_or_offers_or_volunteering_services
Is there any point in drying my hair before I cycle to work this morning? #CyclonePam,not_related_or_irrelevant
Aid arrives in cyclone-hit Vanuatu http://t.co/8CCnoibKdY,donation_needs_or_offers_or_volunteering_services
Aid heads for Vanuatu after devastating Pacific cyclone: SYDNEY (Reuters) - The first shipments of aid ... http://t.co/2jYMQlbONW #JDT01,donation_needs_or_offers_or_volunteering_services
Aus Med Assistance Team AUSMAT @NatTraumaCentre leading #TCPam #PortVila Hospital help @janogibson reports #RAonair http://t.co/E2zwzgnHSY,donation_needs_or_offers_or_volunteering_services
Cyclone Pam 'One Of The Worst In Pacific History' Causes Widespread Destruction In Vanuatu http://t.co/m7A4eNRODN #latestnews,other_useful_information
