tweet_text,choose_one_category
[EMSC] M5.1 Apr-08 05:43:55 UTC OFFSHORE TARAPACA CHILE Depth:10.0km http://t.co/rjsSISudKU #quake http://t.co/li8EFXiXps,other_useful_information
@_DanialMalik plz  #PrayForChile we're so scared:(,sympathy_and_emotional_support
#TalkLikeAPirateDay: Massive 8.0 Earthquake Strikes Off The Coast Of Chile -  USGSA massive 8.0... http://t.co/EMY9rfvVC8  #CostaRica,other_useful_information
Another big aftershock off Chile's northern coast: Tsunami alert issued after 2nd big quake in two days http://t.co/eC2bSkWJif,caution_and_advice
Was there an Earthquake in Chile or something recently?,not_related_or_irrelevant
A massive earthquake hits Chile the NSA admits to warrantless searches and more http://t.co/5miYLwysEz #10Things @TheWeek,other_useful_information
6 Dead Following Massive Earthquake in Chile http://t.co/eHd0QLORqa,injured_or_dead_people
4/2 #Chile can't seem to shake it off. http://t.co/JhUmQftgEg,other_useful_information
No US tsunami threat from Chile aftershock #KTVZ http://t.co/3TefVdemdT,caution_and_advice
If chile has a 3rd earthquake tomorrow...the world is gonna end..,other_useful_information
Thanks for all the prayers we really appreciate it wholeheartedly #PrayForChile,sympathy_and_emotional_support
Magnitude 8.0 quake off #Chile sparks #tsunamiwarning along #Latin America's Pacific coast http://t.co/bqN823kB6e 'A massive magnitude 8...',caution_and_advice
Massive Chile earthquake was deadly without a tsunami: Magnitude-8.2 quake hit overnight and killed several; Chile?s president sends ...,injured_or_dead_people
Ewu :( RT @eNCAnews: eNCA at 6am: An 8.2 earthquake in Chile prompts large-scale evacuations of coastal ... http://t.co/hjNsYf7p0k,displaced_people_and_evacuations
We are living in a world of fools breaking us down...,not_related_or_irrelevant
Commodities tomorrow: Chile earthquake threatens copper supply: CNBC's Jackie DeAngelis discusses the day's ac... http://t.co/ydSrAnxNwT,other_useful_information
Massive Quake Off Chile Triggers Tsunami Warning!!! Not fake #tsunami #chile #earthquake,caution_and_advice
They need us! Let us #PrayForChile God give them strenghtfaith and the power to face this calamity à__F,sympathy_and_emotional_support
USGS reports a M1.8 #earthquake 3km N of Carson California on 4/2/14 @ 3:46:16 UTC http://t.co/6SrrblKgLe #quake,other_useful_information
5 dead as magnitude-8.2 quake hits northern Chile: A powerful magnitude-8.2 earthquake struck off nor... http://t.co/Zqbkv4fefs #phoenix,injured_or_dead_people
@therealchunk @_LePakeh fuck Hawaii looks like #chile holly lost episode 56 batman,not_related_or_irrelevant
If I thought experiencing a 5.4 earthquake was bad I can't imagine an 8.2 #PrayForChile _ôë_ä_¥Ÿ,sympathy_and_emotional_support
*** Yup greatest country on earth :)   http://t.co/FVCtQCKsXO http://t.co/TJR5DevRRI,not_related_or_irrelevant
From NOAATsunami warning and watch cancellation for #Chile #Peru #Ecuador and ETC -&gt; http://t.co/O030rLN7bL,caution_and_advice
GET MORE FOLLOWERS? Click to http://t.co/B7EipwGngW  äìî#KitaIndonesiaBisa#RemajaKereen#TwittLand1stIndonesia#46RibuPemenang#PrayForChile,not_related_or_irrelevant
Science Before 1400 Years Ago http://t.co/jdGjrO3tVV #FinalBBB14 #PrayForChile #thehashtagslingingslasher #MarceloCampeaodoPovo #Share,not_related_or_irrelevant
Was there ANOTHER major earthquake in Chile? Holy shit.,not_related_or_irrelevant
Confronto delle energie dei #terremoti http://t.co/zLpBtDFzoa #earthquake #ChileEarthquake,not_related_or_irrelevant
@louis_tomlinson hello boo! #prayforchile baby!  I know u have a big heart.  maybe u can help too. xoxo! #directioner,sympathy_and_emotional_support
what the fuck my dad was in Chile when the tsunami happened à_£1à_£1 thank God he's okay though,not_related_or_irrelevant
Gloria Vanderbilt Kaley Cuoco Chile Earthquake ...: Gloria Vanderbilt   Kaley Cuoco   Chile Earthquake   Apr...,other_useful_information
Must rd-&gt; RT @PatrickMeier: Using AIDR to Collect and Analyze Tweets from #ChileEarthquake http://t.co/PjOTpLbfpP #smem,other_useful_information
Chile Earthquake 8 0 Tsunami Terremoto 2014 Raw Video YouTube http://t.co/GvBdUwLHIX http://t.co/qeZtS1pnfv #chile,other_useful_information
The most beautiful geysers in the world:  http://t.co/w35C27ltX3 #chile #yellowstone #nz #iceland,not_related_or_irrelevant
@AustinMahone follow me please  make my day austin,not_related_or_irrelevant
[#BrandySolamente] Full Episode:  GMA 4/2: Earthquake Off Chile's Coast Tsunami Warnings Issued: 'GMA' Invest... http://t.co/pVud8yKZ5t,caution_and_advice
M8.0 Earthquake Has Struck Chile - April 1 2014 (Spaceweather Effect?) http://t.co/T7cu0NUb6s,other_useful_information
disconnected me encanta :( :( :(,not_related_or_irrelevant
I stole this image from IG I don't know the artist but is crazy awesome #Chileanflag #Chile #earthquake #fuerzachile http://t.co/LyeaANoMOU,not_related_or_irrelevant
"@fadjroeL: INDONESIA: Let's Pray for Chile http://t.co/eJUGn75BsY #PrayForChile",sympathy_and_emotional_support
Omg earthquake  Let's all #PrayForChile RIP those who lost their lives! May Allah forgive the mankind and show mercy upon us all! Ameen!,sympathy_and_emotional_support
#PrayForMH370 #PrayForChile #PrayForSouthKorea #PrayForSinabung #PrayForIndonesia #PrayForNigeria  Oh God... Please save us...,sympathy_and_emotional_support
#PrayForChile  #Chile STAY STRONG ä_ä_à_ÊBà_ÊCà_ÊBà_ÊC,sympathy_and_emotional_support
We neednäó»t worry the huge Chile earthquake is related to recent Calif. temblors geologists say: http://t.co/BUEehA2DP3 via @Gcgoodale,other_useful_information
Indonesia says it could be hit by tsunami from ChileŒæearthquake http://t.co/nkpUNqNcTQ,other_useful_information
Only 5 dead in Chile earthquake. Too bad.,injured_or_dead_people
People in high places waiting for the tsunami after 8.2 earthquake.  #PrayForChile   #ChileEarthquake http://t.co/i1cOziQEia,sympathy_and_emotional_support
Terrifying Animation Shows How Chileäó»s Tsunami Took Over the Entire Pacific Ocean: [HTML1... http://t.co/pxxnwG0sOY #technews #agyatlabs,other_useful_information
A powerful 8.2-magnitude earthquake has hit near Chile's Pacific coast sparking tsunami warnings for Chile Peru and Ecuador,caution_and_advice
I liked a @YouTube video from @oneminutenews http://t.co/CXKp3IQJy0 8.2 Magnitude Earthquake Hits Coast of Chile 300 Female,other_useful_information
http://t.co/PeP4nHkYBo  BREAKING NEWS 77 Chile Chile cancels tsunami warnings nicoleewayne  #master #ios #android hd,caution_and_advice
NOW: Large fire burning in #Arica #Chile Tuesday night just south of #Peru border #TerremotoChile #EarthquakChile http://t.co/9lluO7GP3u,caution_and_advice
#TeamPAPii -Chile Assesses Damage After Huge Earthquake Kills 6 http://t.co/ORif0LI1bo (Unete äÊÍ @TeamPAPii),infrastructure_and_utilities_damage
@YvettieN I'm gonna pray for my professor. I know it took strength not to laugh at her. she said she felt the earthquake from chile _ôÖ‰,sympathy_and_emotional_support
Preview: @MACKWILDS gives 'This Is Hot 97äó» bedroom advice on threesomes http://t.co/rijM68Ufqe,not_related_or_irrelevant
#ChicserLivestream  #TeamChicser #PrayForChile @ranzkyle @ranzkyle @owyposadas PLEASE GREET ME  PRETTY PLEASE :(( 8,sympathy_and_emotional_support
A 7.8 magnitude quake has hit off northern Chile triggering tsunami waves along the Chilean coast.,other_useful_information
WHO RUN THE WORLD?! à_é6,not_related_or_irrelevant
@NiallOfficial Hi baby how are you? I've just arrived from school and i wanted to say that i love u so much à_Š5äÖ_¥Ÿà_Š9,not_related_or_irrelevant
2 Confirmed Dead In Chile After Massive Earthquake Struck: Two people were confirmed dead and three were serio... http://t.co/fH6DufML5q,injured_or_dead_people
Chile earthquake: The death toll from a powerful 8.2-magnitude earthquake that struck off the c... http://t.co/XG4aGpx8wI ff: @gospelgee,injured_or_dead_people
Another earthquake registered in Chile magnitude 7.8: http://t.co/7qs2k28mTY,other_useful_information
Classic shit (@ Starbucks Coffee w/ 2 others) http://t.co/4foPc1w2Cm,not_related_or_irrelevant
For #german people from #Aracaju #Brazil : #Adidas Originals #Nastase #Player #Track top http://t.co/zKIGkSy1LX http://t.co/nQKbupTJoR,not_related_or_irrelevant
If you didn't ask me about the earthquake in Chile then you not my homie,not_related_or_irrelevant
#FuerzaValpo @ladygaga our country needs your help #PRAYFORCHILE,not_related_or_irrelevant
8.2 Earthquake Rocks Chile: Snooki &amp; More Stars Tweet Prayers: The northern coast of Chile was hit hard on April... http://t.co/DgXRwxgnbV,other_useful_information
@kellanlutz kellan Follow me please ä»«I Love Youä»«,not_related_or_irrelevant
Chinese eyes #girls #unab #university #universidadandresbello #Chile #santiago http://t.co/ZwHzN94YmD,not_related_or_irrelevant
@tennewsqld Another powerful earthquake in Chile sends ppl reeling. man wins lotto. but says he wans to give to charity and travel,other_useful_information
@ddlovato  Thanks Demi TE AMO from CHILE,not_related_or_irrelevant
DTN Latin America: Six Dead as Magnitude 8.2 Earthquake Hits Northern Chile: Chilean President Michelle Bachel... http://t.co/yCrkPspjaG,injured_or_dead_people
Kentucky - Wisconsin en ESPN,not_related_or_irrelevant
@gaboobie Gabi à_ŠA I lov your videos so much  You're such a big inspiration to me :3 ! I really wanna meet you soon!,not_related_or_irrelevant
Don't worry about a thing cause every little thing is gonna be alright,not_related_or_irrelevant
God bless Chile #PrayForChile God safe Indonesia (Bali) and all province God beside we God loves we *67,sympathy_and_emotional_support
#iYorkisxOTeam: Watch:  Earthquake Off Chile's Coast Tsunami Warnings Issued: More than 900000 people evacua... http://t.co/DqShBxNf8w,displaced_people_and_evacuations
The epicenter of Chile's earthquake was Demi Lovato doing a few jumping jacks in the morning ä_,other_useful_information
I hope you all are doing fine Stay strong _ôÍ´ #PrayForChile,sympathy_and_emotional_support
Takin a moment 2 reflect on todays deadly 8.2 earthquake in #Chile that resulted in a tsunami. Itäó_ http://t.co/Y1MKKiazbf,other_useful_information
We produced #seismic #sounds of the 2010 #Chile #earthquake for the #UCSD's #University #Art #Gallery exhibit "#My #Strangest #Stranger".,other_useful_information
#Teamfollowback #RT Earthquake aftermath: Chile learns from 2010 quake missteps (+video) - Christian Science Monitor http://t.co/fw7ENGX1go,other_useful_information
Second large quake _ôÍ« strikes #Chile http://t.co/mVXTlN5jVU,other_useful_information
@DerekHarmsworth @IAmByks I was at VIII and 13. There's your inconsistencies right there! :-),not_related_or_irrelevant
Authorities lifted #tsunami warnings for #Chile after a magnitude-8.2 #earthquake struck. http://t.co/aquLWbGmHs #ChileEarthquake,caution_and_advice
#Temblorä»Â M 4.5 74km NW of Iquique Chile http://t.co/T9Mmu5AOj7 #Earthquake #Sismo,other_useful_information
|#VOFNPaper || Tsunami warning today: California safe - Arrival times estimated for Chile Peru Ecuador Colombia ... http://t.co/Znd1p6Mz5F|,caution_and_advice
ShakeAlert! M 5.3 - 33km WNW of Iquique Chile ~ Map: http://t.co/KrBBkm2Kvn ~ #earthquake,caution_and_advice
UPDATE: Five dead after Chile quake which has been upgraded to 8.2 http://t.co/pL1TNYVABA via @NBCNews #Chile #earthquake,injured_or_dead_people
|Strong earthquake off Chile - 5 dead || apg29 http://t.co/WdhAn8uLhG|,injured_or_dead_people
#Earthquake #Sismo M 6.4 - 47km W of Iquique Chile: PAGER - GREEN ShakeMap - V DYFI? - IITime2014-04-03 01:58... http://t.co/l6nWLfMlJm,other_useful_information
Hawaii under tsunami advisory due to earthquake off Chile http://t.co/NGTgcbKR0f,caution_and_advice
Œ_ 252 Œ_ Chile Earthquake: 8.2-Magnitude Quake Sparks Fires Kills Six Tsunami ... Œ_ A powerful... http://t.co/M41Q3MGvRx via @heyyouapp,injured_or_dead_people
Following Chile earthquake ASEAN centre issues update on estimate time tsunami will hit the region http://t.co/Cm2tP6uu5g @ChannelNewsAsia,caution_and_advice
#PrayForBisi becos she got expelled? No offense bt did u pray 4 Boko Haram today? Did u pray 4 Chile? 8.2 Magnitude earthquake is no joke!,sympathy_and_emotional_support
Be strong. God bless! #PrayForChile,sympathy_and_emotional_support
@Setsukayatouji i saw the news the other day on families that are still struggling from the earthquake in chile ~~ it's very sad ~ n theres,displaced_people_and_evacuations
I'm at CC @PlazaSanMiguel (San Miguel Lima) w/ 15 others http://t.co/0mKbaPEvEO,not_related_or_irrelevant
"@PhotoBank_: @AlmasGemelasone @VUELVEUTOPICO4 @MariaBoedeker http://t.co/74ZB6ybw0V" Friendship,not_related_or_irrelevant
http://t.co/9FFBOXxHCB in Chile tsunami could hit Hawaii but likely not. ..,other_useful_information
May Allah keep chlileans safe Fuerza Chile #ChileEarthquake #tsunami,sympathy_and_emotional_support
[#BrandySolamente] CHILE EARTHQUAKE  8.2-mag tremor leaves 5 dead sparks tsunami: VIDEO: Tsunami warning afte... http://t.co/blLQvSp5nj,injured_or_dead_people
@zaynmalik ä»« Thanks for always making me smile:) Thanks for to be my lifebelt. Please Follow MeäÖ¿ Because I love you so muchä»ç  x1306,not_related_or_irrelevant
Chile Lifts Tsunami Alerts After 8.2-Magnitude Quake -  Chile lifted an evacuation order of coastal areas after... http://t.co/MtDYCyOV04,displaced_people_and_evacuations
Please god stop all these #earthquake  in Chile #PrayForChile _ô»_ô»_ô»_ô»,sympathy_and_emotional_support
Oh ya forgot to mention it. Chile is on danger now. Sequel earthquake probably 8.9 Richter scale could happen any time from now.,caution_and_advice
Few casualties in Chile after 8.2 magnitude earthquake. Why? Protection &amp; preparation key. U6th READ! http://t.co/1WQWBJx1My via @guardian,other_useful_information
Powerful Earthquake Strikes Near Northern Chile - Wall Street Journal http://t.co/wd2iTC6jOc,other_useful_information
This is pretty sweet... here is an animation of what the Chile tsunami looked like crossing the Pacific. https://t.co/ZtwuEkiI6X,sympathy_and_emotional_support
Expert: Chile's M8.2 quake not 'the big one': Authorities lifted tsunami warnings for Chile's long... http://t.co/wB8nPPSU6w #Chicago #News,caution_and_advice
Chile Hit By Powerful Quake Aftershock No Major Damage: A powerful 7.6-magnitude earthquake struck off northe... http://t.co/BL1WYtkbSb,other_useful_information
Earthquake 4 mb 78 km WSW of Iquique Chile - http://t.co/lRQuJJlbmp #earthquake #quake,other_useful_information
Damn how's 7.8 for an aftershock in #Chile just now?! http://t.co/K4W9sOG2K0,other_useful_information
~ M8.2 IQUIQUE QUAKE AFTERSHOCKS &gt; M6.2 M5.5  On Apr 1 2014 11:58:00 PM UTC a 6.2-magnitude earthquake... http://t.co/kgXyHfAljE,other_useful_information
8.2 earthquake hits Chile killing 5 and displacing 80000 http://t.co/TrI95aqfu6,injured_or_dead_people
#Earthquake #Sismo M 4.7 Near Coast of Northern Chile: 2014-04-05 07:54:18  -19.93   -70.89    10 km    M http://t.co/MxGkEorb4q,other_useful_information
Another earthquake in Chile _ôÖ_,other_useful_information
#newsofindia 5 killed as huge 8.2 earthquake off Chile coast triggers tsunami - Hindustan Times:... http://t.co/6YdPYpqxZd .. check out!,injured_or_dead_people
Ghost whisperer y ncis ä»«,not_related_or_irrelevant
Shes complaining about her back but you know that would hurt less if you would stop sitting all day in your bed while watching tv and using,not_related_or_irrelevant
Poor people of #Chile  God have mercy on them.,sympathy_and_emotional_support
#CheO_x3: - Earthquake hits North Chile http://t.co/vclUjC7aHO,other_useful_information
friends please #PrayForChile and its survivors during their time of tribulation and need,sympathy_and_emotional_support
#PrayForChile #Chile #earthquake #ChileEarthquake #FuerzaNorteDeChile Hitmaker Ryan Tedder's rules of pop,sympathy_and_emotional_support
Earthquakes in Chile since 1900 http://t.co/OhFOtoWW0S,other_useful_information
äóì@DavidGrann: Pretty Amazing. Watch How Tuesday's Tsunami Waves Moved From Chile All the Way to Australia (&amp;NZ) http://t.co/3I0IDO4XrFäó,other_useful_information
No disruptions at #Chile #coppermines after 8.2 #earthquake @BNamericas  http://t.co/ksG0fa0JyS,other_useful_information
It takes a little time but you should see him when he shines..,not_related_or_irrelevant
Chile Earthquake Offers Reminder That U.S. Faces Similar Risks - Top News - http://t.co/ZCDUGhl3ie http://t.co/0pj2sHmuxy,caution_and_advice
Stay strong people there in Chile! God is beside us! Keep your hopes and faith up! We'll be here by your side praying you all! #PrayForChile,sympathy_and_emotional_support
@Harry_Styles Can you send a message of force to Chile? I'm of Arica place of the earthquake and we need a lot of good energy. Thank you_ôë_,sympathy_and_emotional_support
@justinbieber pleaseeee babeeee notice me _ôÖ©ä_¥Ÿ,not_related_or_irrelevant
Deadly earthquake hits Chile prompts tsunami warning http://t.co/1QKOKvVmQ4 MARKETWATCH,caution_and_advice
Strong #earthquake Mag 7.4 Thursday 03/04/2014 02:43am UTC Offshore Tarapaca Chile http://t.co/CCEQaomi5D http://t.co/35SmQJdCoe,other_useful_information
Fin de semana de muchas canciones #lollapalooza #CancionesPlay #green #out #music #festival #chile http://t.co/nJxZMsdUkK,not_related_or_irrelevant
God bless the people that went through the massive earthquake in Chile.,sympathy_and_emotional_support
Kuchen de frutas - fruit cake/tart #foodyfriday #chile http://t.co/DuNB5NkpEQ,not_related_or_irrelevant
Check out this crack in the road from the #ChileEarthquake yesterday. #Tsunami MT @migpriego Mientras tanto en #Chile http://t.co/eEX3kJK2Xm,other_useful_information
#Breaking: Second #earthquake shakes Chile #WISN12 http://t.co/so4SKkbQ3y,other_useful_information
Powerful earthquake kills 6 in Chile http://t.co/ttLNod4Piy,injured_or_dead_people
Panoramic view of the Milky Way over the Las Campanas Observatory photographed by Y. Beletsky in #Chile. #MilkyWay http://t.co/dRtVWbhCCu",not_related_or_irrelevant
At some point I will write my blog again. Pinky promise.,not_related_or_irrelevant
sanjobaba 7.6 Earthquake Off Northern Chile April 2 2014: 7.6 Earthquake Off Northern Chile April 2 2014... http://t.co/3GmFhCFWfl,other_useful_information
I hope everyone stay at safe in Chile. Please take deep breathing.  #PrayForChile,sympathy_and_emotional_support
Details: Massive 8.2 Quake Rattles #Chile 5 Dead - JAAG TV http://t.co/8HLEK8JOrX,injured_or_dead_people
The #Chile quake struck at 20:46 local time. RIP those who died. Regions hit by a magnitude 8.2 earthquake to be disaster areas. #earthquake,sympathy_and_emotional_support
Aftershocks rattle Chile as military keeps order http://t.co/ZokHJ7BiA2 http://t.co/UoalC3dgAM #chile,other_useful_information
Thoughts and prayers go out to victims of the earthquake in Chile. May your god be with you. #PrayForChile.,sympathy_and_emotional_support
MT @NWSLosAngeles: There will NOT be a #tsunami advisory issued for Southern California. Final update from Nat'l Tsunami Center.,other_useful_information
but first LET ME TAKE A SELFIE!,not_related_or_irrelevant
Let's all #PrayForChile . I guess they need #BALM for today's incident. #Innovation,sympathy_and_emotional_support
Hope everyone that's on the coast is ok it's tsunami warnings for a lot of places now since there was a 8.2 quake of the coast of Chile,sympathy_and_emotional_support
JESUS CULTURE -ROOFTOPS #Creandoamistad #somoslatinos #prayforChile http://t.co/wXaRMMsYHM,not_related_or_irrelevant
Massive Chile earthquake triggers tsunami  #fb,other_useful_information
Chile earthquake: 6 dead almost a million evacuated - http://t.co/HKqaUqMUmH,injured_or_dead_people
6. Chile earthquake (äÊï) 7. Linda Perry (äÊï) 8. Good April Fools Pranks (äÊï) 9. Don Baylor (äÖƒNew) 10. Tiger Woods (äÖƒNew),not_related_or_irrelevant
Quake and tsunami off Chile :( :( :(   An elderly person is evacuated from a shelter after a tsunami alarm in... http://t.co/VbbtoDNZRR,displaced_people_and_evacuations
äóì@DavidBegnaud: NOW: Chile's emergency office: äóìEntire coastline of Chile must be evacuatedäó following 7.8 earthquake - Live on Nat'l TV !,caution_and_advice
Powerful quake near Chile triggers tsunami: Chile's National Emergency Office tweeted that it was asking everyone to evacuate coastal...,caution_and_advice
Also down here in Valpo no visible sign of damage we didnäó»t feel much shock. We had a 5.3 a few weeks ago though and that was a trip!,other_useful_information
The Aftermath of Chile's Earthquake - http://t.co/VYGqOPpQeb,other_useful_information
He encontrado What A Fool Believes de The Doobie Brothers con #Shazam. http://t.co/h7XsWJ15RA,not_related_or_irrelevant
Earthquake : M 7.8 23km S of Iquique Chile: Thursday April 03 2014 02:43:15 UTC Wednesday April 02 2014... http://t.co/MO0Qlfo85r,other_useful_information
Oh and i still cant find my fucking guitar hero game,not_related_or_irrelevant
Chile and Latin America sigh with relief after huge quake tsunami scare -  At 8:46 p.m. the rumbles began in... http://t.co/KGtfXvWC88,other_useful_information
Green earthquake alert (Magnitude 4.6M Depth:94.04km) in Chile 17/04/2014 13:20 UTC 158... http://t.co/x6Klfcflsw #disaster via @GDACS,caution_and_advice
#Magnitude 6.2 #Aftershock #Hits off the #Coast of #Northwest #Chile - #USGS http://t.co/Z0lX2R9WLM,caution_and_advice
@KodalineChile I wrote it for everyone in Chile who have been hit by the earthquake Hope you and your friend are fine *hugs*,sympathy_and_emotional_support
Photos:  The Most Dramatic Images From Massive Chilean Earthquake: Strong earthquake rattles Chile forcing residents to leave their homes.,caution_and_advice
#PrayForChile What the fuck's this? Hows that gonna help. You bunch of retards. Do yo even care @JcNazerath.,not_related_or_irrelevant
Tsunami advisory issued for Hawaii following 8.2 earthquake; Maj - Hawaii News Now - KGMB and KHNL http://t.co/DVSEhj4aKi,caution_and_advice
I'm watching Chile rattled by 8.2 offshore earthquake http://t.co/F6HekXjVri on http://t.co/FT1bdFkXo5,other_useful_information
Magnitude 7.05 Earthquake hits Chile.,other_useful_information
[Earthquake] ML 3.1  OFF COAST OF ANTOFAGASTA CHILE: MagnitudeŒæŒæML 3.1RegionŒæŒæOFF COAST OF ANTOFAGASTA ... http://t.co/y2uX6V7j57 #YAF,other_useful_information
Yikes. #PrayForChile suddenly has me feeling blessed Cali only had a long 5.3 hit. Remember what you've got and give to those who got less.,sympathy_and_emotional_support
Thank you all so much for the concerns for my family and country! #PrayForChile,sympathy_and_emotional_support
New post: 8.2 Quake and Moderate Tsunami Hits Chile http://t.co/kAMnr1INol,other_useful_information
@CharFoster6 Oooooo Char when are you going to Ibiza?! Exciting! X,not_related_or_irrelevant
