tweet_text,choose_one_category
My heart goes out to all in Nepal and those who lost their lives may rest in peace. #NepalEarthquake,sympathy_and_emotional_support
Please take a moment or more out of your day today and pray for Nepal. ‰_•ü http://t.co/O1pcgiJRUZ,sympathy_and_emotional_support
The beautiful #Patan Durbar square as I captured it just a few days ago. What a shame! #Nepal #earthquake http://t.co/G4WBpDpWJm,infrastructure_and_utilities_damage
I am very scare about earthquake and pray for Nepal to god I felt yesterday little but horrible earthquake God please save us,sympathy_and_emotional_support
At least 2263 people dead in the #NepalEarthquake...  My heart goes out to their families and the people of Nepal,injured_or_dead_people
Nepal shaken by deadly earthquake: LATEST: Death toll tops 1800 Google exec among at least 13 killed in avala... http://t.co/WHFeniycwR,injured_or_dead_people
@HeartNews Nepal earthquake Death toll rises above 3500 http://t.co/ipYUNrHJtG,injured_or_dead_people
VA - Pray For  Nepal Free ÌÁlbum with Donation avalaible all donations Will go to support the people who need on... http://t.co/PyM0M4VEPC,donation_needs_or_offers_or_volunteering_services
|Israel An Early Responder to Nepal Earthquake || Washington Free Beacon http://t.co/WGSjUu4dli|,other_useful_information
#NewsToday #News Nepal quake relief drive intensifies: Rescue efforts in Nepal intensify after more than 1300...  http://t.co/FT3tPhdnsI,donation_needs_or_offers_or_volunteering_services
DHL is the best https://t.co/U6u7kubzpQ,not_related_or_irrelevant
Nepal Government Contributes 1 billion to PM Relief Fund,donation_needs_or_offers_or_volunteering_services
Quick comparison with seismic prediction looks good: no surface slip rupture to east 1+m max surface displacement  https://t.co/suQky86Isa,other_useful_information
Donate to the Nepal Earthquake Appeal http://t.co/vkb5IOu8uo,donation_needs_or_offers_or_volunteering_services
Send them some uranium. https://t.co/lRHuACDhsx,not_related_or_irrelevant
If you are looking for your missing family or friends post #NepalEarthquake then please send us their photos &amp; contact details.,missing_trapped_or_found_people
International rescue teams on their way to Nepal http://t.co/rkMxSbBhtq #casper #cheyenne #denver #billings #rapidcity #seattle #Jackson,donation_needs_or_offers_or_volunteering_services
Unicef+SMS+Appeal http://t.co/DllgTsiyLG via @@unicef_uk Please donate. Text NEPAL to 70123 å£5,donation_needs_or_offers_or_volunteering_services
Briton among Nepal earthquake dead: Victim who was confirmed dead after searches by diplomatic staff n... http://t.co/yoWn6zmd2v (GUA),injured_or_dead_people
Free app today!  &gt;&gt;&gt;&gt;&gt; Add hit songs to your video  http://t.co/uWHMRLTRti #Nepal,not_related_or_irrelevant
#Earthquake #Sismo M 4.2 - 35km SE of Lamjung Nepal: DYFI? - IIITime2015-04-30 00:37:11 UTC2015-04-30 06:22:1... http://t.co/pESuBmlwAx,other_useful_information
Pray for Nepal #RightNow #PrayForNepal https://t.co/l3Il44RLXs,sympathy_and_emotional_support
@bjp_haryana take a cue frm Nepal earthquake and ponder over ur stupid ass decision 4 suggstng aravali green cover doesn't fall under forest,donation_needs_or_offers_or_volunteering_services
Woman pulled alive from wreckage after Nepal quake http://t.co/naL9B0pL7F #Nigeria #News,missing_trapped_or_found_people
Delaware pair to join efforts in Nepal as relief pours in http://t.co/wVrwGVNEaV,donation_needs_or_offers_or_volunteering_services
Tragedy in Nepal reminded my of going to Everest Base Camp with this guy Chris - I filmed lots of this! https://t.co/8L0T720y5s,sympathy_and_emotional_support
Heartful condolences for all those who got affected by the #earthquake. Pls be safe people as fresh tremors have been felt again in #Nepal,sympathy_and_emotional_support
|BREAKING || 6.9 earthquake epicenter in Nepal; Fresh tremors felt across NCR and north India as well #NepalQuake|,other_useful_information
Two Ways You Can Join Nepal's Earthquake Relief Effort From a Computer http://t.co/sYMtJ22vgs #TechNews,donation_needs_or_offers_or_volunteering_services
Givealittle - Help Nepal: Donate Now http://t.co/OlDVb2DOoB,donation_needs_or_offers_or_volunteering_services
@SacramentoInfo Thank you for re-tweeting a way to help the Nepal Quake victims.,donation_needs_or_offers_or_volunteering_services
42 aftershocks have rattled Nepal since massive earthquake http://t.co/VNYc5FlqAz,other_useful_information
Facebook Safety Check connects those affected by devastating Nepal earthquake As Nepal exp http://t.co/QKXr3eFVcf,other_useful_information
My friend is in Red Cross and currently in Nepal helping out the locals. The locals are staying strong and smiling. http://t.co/EKivMFNOLa,donation_needs_or_offers_or_volunteering_services
@SushmaSwaraj @PMOIndia can you issue a list of people who have landed in India from Nepal,other_useful_information
NY Times Covers Palestinian Harassment of Jews But Blames Jews for Tensions http://t.co/4WJGtsCm5X,not_related_or_irrelevant
'Shaken to the core': The earthquake in Nepal is Sunday's top story with the papers highlighting missing Brit... http://t.co/NipHj3uF9h,other_useful_information
T-Mobile makes calling &amp; texting Nepal free waives bills to aid earthquake relief efforts - Many #Tech... http://t.co/I7GhxkQOUv,donation_needs_or_offers_or_volunteering_services
Displaced Nepal quake survivor: Aftermath a "living hell": Amid fears of disease spreading in Kathmandu thous... http://t.co/hIeMyk8sFL,other_useful_information
thinking of #Nepal. Photo taken from a trip in 2012. Sad to think this beautiful square Patan has‰Û_ https://t.co/E53SfEKes2,sympathy_and_emotional_support
Report from Ground Zero in Nepal by Bipin Kumar Singh http://t.co/94idOXxXLW,other_useful_information
All this coverage on the rioting that is going on but not much on the earthquake in Nepal. Lets cover something actually meaningful for once,other_useful_information
Dunno. Looks like the just "landed" to me... https://t.co/FBCeyf1U2A,not_related_or_irrelevant
We request each one of you to help Nepal earthquake survivors by donating generously. Your little support will... http://t.co/nyjNoUX7gj,donation_needs_or_offers_or_volunteering_services
.@xenia : Resilience means we need to have alternatives. Responses to #Ebola #NepalEarthquake have been global.   #ACStrategy.,sympathy_and_emotional_support
@RKBB10 @NeelakshiGswm @kailashkaushik8 @kavita_krishnan Coz no payback..Nepal is a poor nation..money talks/ everything else walks,sympathy_and_emotional_support
An overwhelming sense of helplessness over Nepal is seeping in. Hope we can pick up the pieces soon.,sympathy_and_emotional_support
"Seventeen Bodies Found at Everest Base Camp Official Says" by REUTERS via NYT http://t.co/4iEABy6rrF,injured_or_dead_people
#The Latest on #Nepal Quake Foreign Tourists out in the Cold  http://t.co/qXH2aUQaLy #GMT #military,missing_trapped_or_found_people
The utterly amazing Joanna Lumley is heading up the @decappeal. Text DEC to 7000 to donate å£5. #NepalQuake http://t.co/A9O4HhY1Jg,donation_needs_or_offers_or_volunteering_services
Live: Earthquake in Nepal north India ‰ÛÓ Day 5:,other_useful_information
Photo: Nepal‰Ûªs government ill-equipped to handle earthquake disaster Nepal earthquake #Nepalearthquake:... http://t.co/LXFCCeu5jI,other_useful_information
Israel‰Ûªs aid team to Nepal larger than any other country‰Ûªs http://t.co/oBXfwDlr67,other_useful_information
Photo: #SupportNepal in this time of need. #PrayforNepal to give them strength. #Himalaya #Nepal... http://t.co/GVDjD3X11x,sympathy_and_emotional_support
Earthquake has shifted Kathmandu 10 feet closer to India away from China. It was God's punishment to Nepal for cosying up to China?,other_useful_information
OMG !!  VIDEO: 4-month-old baby rescued alive from debris in Nepal  CLICK here --&gt;&gt; http://t.co/oskHXHI5MM http://t.co/hITCz3Q0Nb ...#88,missing_trapped_or_found_people
74 Stranded Nepal Tourists Return to City in Special Flight: With relief writ large on their faces 74 passengers who were stranded ...,missing_trapped_or_found_people
Rescuers struggle to reach villages as death toll from Nepal #earthquake hits 3600 http://t.co/pLsObUIGyp http://t.co/oBQI06UhwT,injured_or_dead_people
2600 people died in earthquake in nepal. http://t.co/IDPTNO5M4K,injured_or_dead_people
Scott if u love travel and adventure my novel will take u to Thailand Nepal &amp; India @ ‰Û_ http://t.co/B39lr6uKoi,not_related_or_irrelevant
'Massive' Earthquake In Nepal Kills Over 1800 http://t.co/LQhDfm2ANx,injured_or_dead_people
Nepal quake: Quake deals heavy blow to Nepal's rich cultural heritage: KATHMANDU (AFP): Reduced to pile... http://t.co/j9wJawG0l7 #JDT01,infrastructure_and_utilities_damage
@samratzz We will be posting relief jobs soon for the #Nepal response. Once they're up read more and apply if qualified!,other_useful_information
Less focus on Baltimore and more on Nepal.,other_useful_information
Horrid to see destruction of Nepal's heritage buildings: Amitabh Bachchan: Amitabh Bachchan has mourned the lo... http://t.co/vlG4d353ze,infrastructure_and_utilities_damage
New: Nepal earthquake: death toll climbs past 4000 with many more missing ‰ÛÒ rolling report http://t.co/AeHxWbQ8J1 #follow Go to ‰Û_ world_‰Û_,injured_or_dead_people
Google-News- Nepal earthquake: Hopes fade for survivors; 180 rescued on Mount Everest‰Û_ http://t.co/rzDUOiUCiz,missing_trapped_or_found_people
Proud of my Israel #NepalQuakeRelief https://t.co/Jl9JtErm6W ‡__F‡__F‡__F,sympathy_and_emotional_support
"@ishaantharoor: Nepal's other disaster: Its politics http://t.co/8hz23ZF9OA https://t.co/eqMHCNqAi3",other_useful_information
Deeply sadden with what has happened in Nepal ! We need more ambassadors of Christ before our God to pray for this nation constantly!,sympathy_and_emotional_support
3Novices:Nepal Earthquake: US Lawmakers Introduce Special Status Bill for Victims http://t.co/OOjDdgulqP Two US lawmakers have introduced‰Û_,donation_needs_or_offers_or_volunteering_services
|Emergency Contact Details for #Expats in #Nepal || AngloINFO World: #Expat Life http://t.co/ig0p0rZ571 @FCOtravel|,other_useful_information
@MestrLoudermilk I think it goes against not praying to be seen. I'm ok with something like "praying for nepal" "join me in praying for...",sympathy_and_emotional_support
I WAS going to pray for the people of Nepal... but if there was a God to hear my prayers he would have stopped... http://t.co/fieIrvAMVg,sympathy_and_emotional_support
"@firstpost: Strong tremors felt across north India as earthquake of magnitude 7.5 hits Nepal http://t.co/o9wwJOn9ay http://t.co/sYqqCQW4sf",other_useful_information
Air India resumes flights to Nepal: National carrier Air India resumed its flights to quake-hit Nepal with two services- one each fro...,other_useful_information
Buy this @hibernaterecs album All funds raised support the Red Cross Relief Fund for victims of the Nepal Earthquake http://t.co/mVuQDdE0D7,donation_needs_or_offers_or_volunteering_services
Facebook Twitter Apple Appeal Its Users To Contribute To Nepal Earthquake Relief http://t.co/0oljcIMUVu,donation_needs_or_offers_or_volunteering_services
Help me make a difference for the people of Nepal #nepalearthquake @worldvisionaus #everythingcounts https://t.co/s51QSDN0hG,donation_needs_or_offers_or_volunteering_services
More Than 2500 Confirmed Dead in Nepal Earthquake http://t.co/cmhdqxhMjo johnny heath corpus christi  news,injured_or_dead_people
