tweet_text,choose_one_category
#Earthquake M 4.9 18km ESE of Kitaibaraki Japan: Monday September 30 2013 13:37:39 UTCMonday September 30... http://t.co/1muAwurpyS,not_related_or_irrelevant
ã€#USGS #Breakingã€‘ M 1.8 116km W of Cantwell Alaska http://t.co/gmcne2vttS #PastHour #18 #earthquake #tsunami #prayfromjapan,other_useful_information
Strong #earthquake jolts #Pakistan again http://t.co/K1gQudePNt,caution_and_advice
It is hilarious and the joke is on #Pakistan when their PM said #Indian Prime Minister acting like a "Dehate women". 1/2,not_related_or_irrelevant
#Earthquake at 168km SSW of Amatignak Island Alaska 3.3 M. Detph 17.7 Km. - 2013-09-28 00:32:37 UTC http://t.co/1gKI747xb8,other_useful_information
WOW! MT @AnupKaphle: Here's island that rose from sea after #Pakistan earthquakeâ€”It's 200m long 100m wide &amp; 20m high http://t.co/mAZj5Lw97B,other_useful_information
Very Tragic Just came to know #India backed #BLA has attacked #EarthQuake relief operation &amp; martyred 3 FC personnel. #Awaran.,other_useful_information
Please read http://t.co/skT6TkgwNs #LoadShedding has many benefits #Pakistan #ElectricityShortages #IMCWF,not_related_or_irrelevant
#KKF Relief  activities For #Balochistan Earthquake Victims #ReliefByKKF #MQM http://t.co/sgtGmhZvGp,donation_needs_or_offers_or_volunteering_services
It is due to the #FailedSystem that we ourselves have failed. Failed to implement the #Pakistan that Qaid-e-Azam wanted.,not_related_or_irrelevant
The TTP did not attack IDPs / #EarthQuake victims or their Rescue teams unlike the #BLA. #JustSaying,not_related_or_irrelevant
Powerful 6.1-magnitude earthquake strikes Mexico http://t.co/x690pLUkQ8 #BreakingNews #earthquake #mexico,other_useful_information
#Earthquake M 1.4 Southern California http://t.co/3e0J0zyHjh,other_useful_information
Death toll in #Balochistan continues 2 rise after #earthquake #Pakistan Armed forces continue relief n rescue. Feel like going there myself,injured_or_dead_people
#earthquake M 2.9 Puerto Rico region: September 30 2013 01:18:04 GMT http://t.co/nNh4kBIioG,caution_and_advice
Over 30 killed in #Pakistan #bombing http://t.co/BgUx21iS4O,injured_or_dead_people
New Island popped up near Gwadar due to #Earthquake. Congrats Land mafia got some new bussiness project. #Pakistan,other_useful_information
#Pakistan #News Mumbai building collapse: 61 dead rescue operations called off http://t.co/gEEu4CJUWE,not_related_or_irrelevant
Relief workers security officials attacked with #guns #rockets while trying to reach #Pakistan #earthquake victims http://t.co/1OcLrEKtBb",donation_needs_or_offers_or_volunteering_services
#SISMO MUNDO #Earthquake - Magnitude 4.8 - NEAR EAST COAST OF #KAMCHATKA - 2013 September 28 21:16:09 UTC: http://t.co/B6KprWFWLm.,other_useful_information
43 killed over 100 injured in Peshawar blast - Business Standard: AFP43 killed over 100 inju... http://t.co/FTP5xlVvK7 #pakistan #news,injured_or_dead_people
"@htTweets: Militants fire rockets at #Pakistan quake relief helicopter no one hurt http://t.co/B6HGH1B4CB #Balochistan" what a nation!,not_related_or_irrelevant
"The most unfortunate man in the world" by @gedrosian #Balochistan earthquake http://t.co/B0p5lKTzKa http://t.co/et0pwH7eUH,sympathy_and_emotional_support
#Pakistan #News Quake relief fund: PM urges nation to donate generously http://t.co/0TucWUvSNz,donation_needs_or_offers_or_volunteering_services
Guys I need non-biased advice. Which is better: Nokia Asha or Aman ki Asha? #Pakistan #India,not_related_or_irrelevant
Humanitarian Appeal: Disaster Death &amp; Debris - Lingering Survivors of Balochistan #Earthquake http://t.co/AzPjZi0QcX,donation_needs_or_offers_or_volunteering_services
Earthquake jolts Sindh and Balochistan again tremors felt in Karachi and Awaraan as well. #Pakistan,caution_and_advice
USGS reports a M1.03 #earthquake 37km SSE of Hawthorne Nevada on 9/26/13 @ 18:48:34 UTC http://t.co/wysfj5EgEY #quake,other_useful_information
#Islamabad's persistent Close Door Policy Disallowing Int'l Aid Agencies to Rescue Relief &amp; Rehabilitate #Earthquake victims #Balochistan.,donation_needs_or_offers_or_volunteering_services
ã€#USGS #alertã€‘ M 2.5 Puerto Rico region http://t.co/HiMOOKGAn4 #Pastday #earthquake #tsunami #prayfromjapan,other_useful_information
Has the Earth spun on its axis #winds #crazy #wildweather #bushifes #floods #earthquake,not_related_or_irrelevant
2.0 magnitude #earthquake. 29 mi from Alpine CA United States.http://t.co/Z1qkdVGesZ,other_useful_information
"no blankets no tents no food" @alishahjourno on @BBC_WHYS #Pakistan earthquake." PRAY. ACT.,donation_needs_or_offers_or_volunteering_services
Three people killed in drone strike in North #Waziristan #Pakistan #Dunyatv,injured_or_dead_people
#earthquake: M 1.6 Southern California http://t.co/MJmlS3wHpl,other_useful_information
#KPKUpdates On CM's directions13 trucks of emergency response items 2 Balochistan #earthquake victims sent [1/2] http://t.co/amZjk8eByT,donation_needs_or_offers_or_volunteering_services
Brother and his friend just ran down the stairs #earthquake #stfu,other_useful_information
7.7 #earthquake in #Pakistan death toll 356 &amp; rising. (Haiti's 2010 quake was 7.0) http://t.co/D0A1hSbLPz,injured_or_dead_people
#BalochistanEarthquake victims need your support #Balochistan http://t.co/V3DUuycrc9,donation_needs_or_offers_or_volunteering_services
|[WW] 2013-09-29 15:10:49 UTC || at 10km SW of The Geysers #California â†’ 38.709Â°N 122.847Â°W || 1.0 SR depth 9.30km        ...  #Earthquake|,other_useful_information
#earthquake: M 1.2 Southern Alaska http://t.co/6XPljES8NI,other_useful_information
#earthquake: M 3.4 - Caribean Dominican Republic [La Altagracia] Otra Banda: Preliminary Earthquake Report:  ... http://t.co/GAleLer5uJ,other_useful_information
World Bank Group in #Pakistan is conducting Framework Survey. Help provide input on key development priorities. #SpeakForPakistan! 1/2,donation_needs_or_offers_or_volunteering_services
â€˜Naming the Deadâ€™: New project lists people killed by #US #drones in #Pakistan Â» Banoosh http://t.co/N2Lcwl1PI8,not_related_or_irrelevant
ã€#USGS #alertã€‘ M 1.3 Southern California: September 28 2013 07:29:28 GMT http://t.co/cKGQRIbS8a #earthquake #tsunami #prayfromjapan,other_useful_information
#Earthquake M 1.8 Southern Alaska http://t.co/ZU9oSkZ8oq,caution_and_advice
#Pakistan just can't stay out of int'l media spotlight. If its not a terrorist attack a flood or an earthquake it's a freakin' new island!,other_useful_information
~ BBC News - #Pakistan quake island off #Gwadar 'emits flammable gas' http://t.co/tns3BfTCT2 #paperli,other_useful_information
On the holy Day of Friday the death toll of innocents reach 13 many injured they all were working class of our country. #Pakistan,injured_or_dead_people
#Pakistan Shahbaz Sharif expresses sorrow over earthquake deaths http://t.co/pNj2lzXMNo,sympathy_and_emotional_support
Sad to see #racists abusing #Islam even when an #earthquake strikes innocent ppl https://t.co/xDM53SMQde #Pakistan #Allah #Muslim #USA #UK,sympathy_and_emotional_support
Help d affectees of #Balochistan earthquake by providing thm aid in shape of food items other nessesities provide things ner army center/COD,donation_needs_or_offers_or_volunteering_services
At least 327 people have been killed in #Pakistan's 7.7 magnitude earthquake. http://t.co/nLvaRxonuk,injured_or_dead_people
Magnitude 2.8 Earthquake in Oklahoma County Oklahoma. http://t.co/PxxVgUM7LT #quake #earthquake,caution_and_advice
ã€#USGS #alertã€‘ M 2.8 Central California http://t.co/sdeGYBy1Mj #Pastday #earthquake #tsunami #prayfromjapan,other_useful_information
ã€#USGS #alertã€‘ M 1.5 Central California: September 28 2013 01:37:53 GMT http://t.co/bLv7Qd6Arp #earthquake #tsunami #prayfromjapan,caution_and_advice
Need is but intl help rejected RT @OccuWorld: Humanitarian Nightmare Spreads in Wake of #Pakistan #Earthquake http://t.co/PpZimdDNDW,other_useful_information
@meharfkhan You are churning out political shit and nonsense. I never said anything about #Pakistan and I only have feelings for the ones,not_related_or_irrelevant
Teams are ready to provide medical aid in #Arawan #Balochistan following  #earthquakes once we are granted safe passage,donation_needs_or_offers_or_volunteering_services
September 30 1988. More Than 250 Innocent People Were Shot Dead In 5 Minutes! #HyderabadMassacre #Pakistan @KMSMQM,injured_or_dead_people
2013 dead .. a disgrace odyssey #earthquake #Balochistan #Pakistan,injured_or_dead_people
"40000 citizens of #Pakistan have laid down their lives in the war against terror" says PM #NawazSharif addressing the #UNGA,not_related_or_irrelevant
#Earthquake at 270km SE of Lambasa Fiji 4.5 M. Detph 552.2 Km. - 2013-09-24 22:41:51 UTC http://t.co/PdTsVMDKdQ,other_useful_information
Pls start donating to drives collecting for #balochistan earthquake victims!Get in touch if you'd like to know ppl who are collecting,donation_needs_or_offers_or_volunteering_services
#Pakistani #Women #Pakistan Notification of electricity price hike submitted in SC http://t.co/5ss9EH3zzV,not_related_or_irrelevant
Balochs need us all in this calamity. Request all to pay a helpful visit to them. Heart bleeds to see their condition #Awaran #EarthQuake,sympathy_and_emotional_support
ã€#USGS #alertã€‘ M 1.8 Kenai Peninsula Alaska: September 28 2013 01:35:59 GMT http://t.co/Rqm9GNTYVT #earthquake #tsunami #prayfromjapan,other_useful_information
Pakistan explosion of car bomb in Peshawar market causes 29 dead #Peshawar #Pakistan #carbomb #market http://t.co/k4ombZXpwT,injured_or_dead_people
#earthquake: USGS Earthquake Alert: M 2.8 - 47km N of Hatillo Puerto Rico http://t.co/4nBhChGqes,not_related_or_irrelevant
Allah aur Rasul Kay wastay Hamlay band kar dain. Wafaq al Madaris. What a state of helplessness .. Hopeless people #Pakistan,sympathy_and_emotional_support
Was watching the news coverage of #earthquake in #balochistan on #expressnews  the relief teams are doing great awesome job thre  #respect,donation_needs_or_offers_or_volunteering_services
Quake M 2.6 Southern California - http://t.co/gUbaBKPCHT #earthquake #quake,not_related_or_irrelevant
|#Khalifa orders aid to #Pakistan quake victims || http://t.co/o3BRiRLGcI http://t.co/fUqY4jUHPb #UAE|,donation_needs_or_offers_or_volunteering_services
'Taliban should open their offices 4 peace talks' If they start recruitment of new jihaidi than what #Pakistan will do? #AmanKiAsha,not_related_or_irrelevant
#Earthquake at 2km SE of Loma Linda California 2.8 M. Detph 16.4 Km. - 2013-09-30 19:35:33 UTC http://t.co/l6Eu3OZf5l,other_useful_information
When 400 dead people get less coverage than a new island. #Balochistan  #moralities,injured_or_dead_people
USGS reports a M1.4 #earthquake 27km WSW of Coalinga California on 9/27/13 @ 1:03:10 UTC http://t.co/cTMSicdSqH #quake,caution_and_advice
#earthquake: M 1.5 Central Alaska http://t.co/qXSDEiYYGa,other_useful_information
#Pakistan The quake also created a small island in the Arabian Sea. Experts visited the island and found methane gas rising.RE,other_useful_information
You never felt it? The ground moved! #earthquake #la #socal,other_useful_information
Aerial View of Awaran #Balochistan After #Earthquake http://t.co/Si7APzQvcj,other_useful_information
May Allah help those who are struggling and may He give us the courage to act when we must. Ameen! #Pakistan,sympathy_and_emotional_support
4.7 magnitude #earthquake. 38 km from Garm Khatlon Tajikistan.http://t.co/xFmoS2xfQB,other_useful_information
4.9 magnitude earthquake jolts in Jewani #Balochistan. #CapitalTV,other_useful_information
#PakArmy providing relief to #earthquake victims. #PakistanArmyZindabad! &lt;3 http://t.co/lgyPDVrpZD,donation_needs_or_offers_or_volunteering_services
#Earthquake M 4.6 48km WSW of Iranshahr Iran: Monday September 30 2013 03:44:51 UTCMonday September 30 2... http://t.co/euzLRahy1z,caution_and_advice
Pic11: #KKF Send Relief Goods For #Balochistan Earthquake Victims #ReliefByKKF #MQM http://t.co/N6Q0tybH2t,donation_needs_or_offers_or_volunteering_services
ã€#USGS #Breakingã€‘ M 1.3 48km NNW of Searles Valley California http://t.co/fNXmeGeHzy #PastHour #13 #earthquake #tsunami #prayfromjapan,not_related_or_irrelevant
Felt #earthquake M6.8 strikes 229 km W of #DÄdu (#Pakistan) 75 min ago. Please report to: http://t.co/UstlMpOMvj  http://t.co/6ICOn6D8gq,other_useful_information
Southwest #Pakistan Hit by Second Devastating Quake This Week. VIDEO: http://t.co/ivpAJVPbW0 #news,other_useful_information
#Earthquake #Magnitude 6.4 - Sea of Okhotsk  http://t.co/eWBxU9LQmi,other_useful_information
A Birdâ€™s Eye View of Earthâ€™s Newest #Island #earthquake #Gawadar http://t.co/YdGhaOxf9w,other_useful_information
#earthquake: M 1.5 Southern Alaska http://t.co/RBRPy4Ld9U,not_related_or_irrelevant
Power shock followed by petrol bomb:#pakistan #pmln #pti Sharp increase in electricity tariff http://t.co/nCLsFRVIcc,not_related_or_irrelevant
#Earthquake in #Pakistan - Problematic rescue / relief efforts in #Taliban areas! - #Security incidents reported  - http://t.co/b7uS1i7OGv,other_useful_information
#Balochistan #earthquake toll rises to 327 http://t.co/5aYTc3S8gU via @epakistantoday,injured_or_dead_people
Silent tragedy â€œ@headlinenews: #Pakistan quake death toll continues to climb: Quetta authority confirms 357 dead http://t.co/LwDHy6i3naâ€,injured_or_dead_people
#earthquake: M 3.8 - South-America Chile [Maule] Constitucion: Preliminary Earthquake Report:  Date/Time: 30... http://t.co/j2ZavBDXqB,other_useful_information
#Earthquake of M 3.1 - 38km WNW of Green River Wyoming http://t.co/OwMVTJuDTO,other_useful_information
USGS reports a M1.1 #earthquake 6km W of Cobb California on 9/25/13 @ 18:43:18 UTC http://t.co/0ZBUBhh7uu #quake,other_useful_information
#earthquake M 5.8 Near Islands Aleutian Islands Alaska: September 25 2013 13:58:19 GMT http://t.co/VpnXW1snPg #alert,other_useful_information
Rockets fired on Chairman NDMA Helicopter near Mashkey Awaran. He is Safe. #Blaochistan #Earthquake #Pakistan,not_related_or_irrelevant
"Devastating #earthquake in #Pakistan creates a new island" http://t.co/JWrc6lKhjl  Hindu,other_useful_information
#Pakistan shaken by 7.8 magnitude earthquake -  Pakistan... http://t.co/2NAX0TQoMI  #InnovationEducation #ReutersSeptember #ScienceCalling,other_useful_information
USGS reports a M1 #earthquake 16km NW of Muscoy California on 9/27/13 @ 0:44:13 UTC http://t.co/A8LPfWPiDs #quake,other_useful_information
@ErumManzoor @NadeemfParacha #earthquake everything is not joke people like make every serious matter as chill,other_useful_information
|Peshawar blast toll reaches 43 over 100 injured || We Speak News http://t.co/Uc4FSVze0V via @wespeaknews #Pakistan #Terrorism|,injured_or_dead_people
Dene wala jab bhi detadeta chappar phad ke.Pain of higher electricity tariffs by 30% was compounded by a 4.2% oil price hike. #Pakistan.,not_related_or_irrelevant
New #Pakistan quake kills 12; militants kill 4 troops military says http://t.co/xbl0GNAsri,injured_or_dead_people
#earthquake: M 3.1 - South-America Bolivia  Villa Alota: Preliminary Earthquake Report:  Date/Time: 29.09.20... http://t.co/NgJuRpAC1V,other_useful_information
#earthquake: M 1.7 Southern California http://t.co/7u8nKhHUPA,other_useful_information
#earthquake M 3.3 Virgin Islands region http://t.co/9NE7cQzRAB,other_useful_information
@olavkjorven its time to help the people of 7.8 magnitude #earthquake in #Awaran in #Balochistan #Pakistan,donation_needs_or_offers_or_volunteering_services
#Balochistan #earthquake - pls use hashtag #ReliefPK for sharing relief info #Pakistan pl share response and mobilized aid. v @HumanityRoad,donation_needs_or_offers_or_volunteering_services
#earthquake: M 1.7 Greater Los Angeles area California http://t.co/O0CuOwCdFT,other_useful_information
proud #Baloch and Forces will endure crisis and those doing just sick talking against Relief Ops are Exposed. #Awaran #Earthquake.,not_related_or_irrelevant
#earthquake M2.1: Central Alaska http://t.co/dfwgDSx36g,other_useful_information
#Drones have killed 2500+ in 9 years with 80% #Militants &amp; no IDPs but #Pakistan's #army operations have killed 1000s &amp; displaced 100000s.,not_related_or_irrelevant
#Pakistan struggles to help quake victims; 285 dead     http://t.co/cAFA5Czs1J,injured_or_dead_people
Allah aur Rasul Kay wastay Hamlay band kar dain. Wafaq al Madaris. What a state of helplessness .. Hopeless people #Pakistan,not_related_or_irrelevant
|Death Toll Rises to 327 in Pakistan Quake - Voice of America || http://t.co/jfPqGrnPwg || #Pakistan|,injured_or_dead_people
USGS reports a M1.6 #earthquake 9km S of Talkeetna Alaska on 10/1/13 @ 4:45:47 UTC http://t.co/FBZiHjpIMG #quake,other_useful_information
Two simultaneous drone attacks on the ppl of #Pakistan.Rise in electricity tariff &amp; petrol prices. Run ur cars on steam &amp; install a windmill,other_useful_information
Please check out @fbelassie new video! #Earthquake by @Labrinthda1st and @TinieTempah  http://t.co/AKFTCqCkLzâ€ @laurenaquilina main support,not_related_or_irrelevant
What up earthquake. #japan #Earthquake,not_related_or_irrelevant
9/30@8:28am-- #earthquake prediction Ref.9/28@5:24am Tweet. EMSCEarthquake MonitorQuake Hunter: 4.7 Owen Fracture Zone about 29 mins ago,other_useful_information
|#Earthquake EARLY Warning System Coming to California || @sophimania -   http://t.co/Bzh8aoxH8q|,caution_and_advice
Dr.Hafeez ur RehmanPresident AKF reached Awaraan city with Rescue teamthe most quake-affected Area&amp; moving more deep in town.#Balochistan,donation_needs_or_offers_or_volunteering_services
Sept12 girl 5 #raped in Lahore. Sept26 girl 14 raped &amp; killed in Karachi. Sept 27 two girls aged 14 raped &amp; killed near Gujranwala #Pakistan,not_related_or_irrelevant
Earthquake in #Pakistan but why is there no aid? Remember how much aid was given to Haiti? #Inequality #unfair #discrimination,donation_needs_or_offers_or_volunteering_services
Strong #earthquake Near Coast Of Southern Peru Mag 7.0 Depth 25 Miles 3909 Miles from New York  #PocketWeather http://t.co/Lr2KkuwqzS,other_useful_information
Map Poster of the Southwestern #Pakistan #Earthquake of 24 September 2013 - Magnitude 7.7 @USGS  http://t.co/8UugIU9vUb #Balochistan -  Cris,other_useful_information
2.0 magnitude #earthquake. 48 km from Alpine CA United States.http://t.co/I20XjSiN2c,other_useful_information
USGS reports a M1.4 #earthquake 40km N of North Nenana Alaska on 9/28/13 @ 17:20:39 UTC http://t.co/Fmxfkb8fOX #quake,other_useful_information
NEW ISLAND created by massive EARTHQUAKE Video http://t.co/rqyw1oC1Nh #new #island #created #by #massive #earthquake #videos #video #popular,other_useful_information
15 killed 25 injured in terrorist attack on a govt. employees bus in #Peshawar: http://t.co/SxFjnxOvSW #Pakistan (via @etribune),injured_or_dead_people
2.2 magnitude #earthquake. 141km NW of Talkeetna Alaska.http://t.co/6sddWvoQyf,other_useful_information
Another new Island has appeared along the coastal belt of Balochistan between Omrara and Pasni near River Sabal due to the #EarthQuake,other_useful_information
Think of these dead kids will you negotiate with the killers of Your Kids #IK?? #PTI #KPK #Peshawar #Pakistan,not_related_or_irrelevant
WOW - Pakistan #earthquake creates a new island off the coast! http://t.co/ouYNGz8LBV,other_useful_information
... Silence: Earth is talking! http://t.co/NKUxWOwNAX  #climatechange #globalwarming  #Geologicalchange #Earthquake #Hurricane #Environment,other_useful_information
#Temblorâ™¨ M 3.1 53km SE of Punta Cana Dominican Republic http://t.co/mGc1CMwl76 #Earthquake #Sismo,other_useful_information
#earthquake #NZ: Magnitude 2.8 Saturday September 28 2013 at 8:45:43 pm (NZST) 15 km east of Seddon http://t.co/kOnvTdeK7O,other_useful_information
#earthquake: M 4.7 - Pacific Ocean - East Tonga [Tongatapu] Havelu: Preliminary Earthquake Report:  Date/Tim... http://t.co/hX1CULHuga,other_useful_information
Updates on M7.8 #earthquake and M7.0 aftershock in #Pakistan  http://t.co/hMCRlzYK7C,other_useful_information
#earthquake M1.2: Southern California http://t.co/IIk70T1bQQ,caution_and_advice
Water purify tabs mosquito nets anti-malarial meds water filters soaps hygiene kits torches REQD #Balochistan #earthquake v @BhaiChod,donation_needs_or_offers_or_volunteering_services
This money could have helped so many lives of our brothers &amp; sisters in #Balochistan who are still suffering from... http://t.co/ornRgiEQqE,not_related_or_irrelevant
#earthquake: M 3.3 Southern California http://t.co/6tJVHDzlmz,other_useful_information
@UN @HRW #Balochistan STILL WAITING FOR AID!! #BalochistanEarthquake http://t.co/pq1ExeyqkE,donation_needs_or_offers_or_volunteering_services
ã€#USGS #alertã€‘ M 1.5 Central California: September 27 2013 00:38:38 GMT http://t.co/ch440hPNH1 #earthquake #tsunami #prayfromjapan,caution_and_advice
Earthquake tragedy: BLF chief says international private help welcome http://t.co/0rsb7pFeae #balochistan crisis,donation_needs_or_offers_or_volunteering_services
15 killed as powerful 7.2-magnitude aftershock hits #Balochistan in #Pakistan,injured_or_dead_people
In order to help #earthquake affected people please do contact at  111-157-157 (NDMA) - NDMA Chairman Maj Gen Syed Aleem.,donation_needs_or_offers_or_volunteering_services
