"C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\python.exe" "C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py"
Using TensorFlow backend.
fastText model loaded
Pretrained Embedding: fastText
Italian: True
Loading data...
4681
Max Document length: 81
WARNING:tensorflow:From C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py:82: VocabularyProcessor.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.text) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
WARNING:tensorflow:From C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\lib\site-packages\tensorflow\contrib\learn\python\learn\preprocessing\text.py:154: CategoricalVocabulary.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.categorical_vocabulary) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
Vocabulary Size: 1
Train/Dev split: 4213/468
2019-03-03 14:53:28.748339: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2
WARNING:tensorflow:From C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\main_pre_trained_embeddings.py:475: softmax_cross_entropy_with_logits (from tensorflow.python.ops.nn_ops) is deprecated and will be removed in a future version.
Instructions for updating:

Future major versions of TensorFlow will allow gradients to flow
into the labels input on backprop by default.

See `tf.nn.softmax_cross_entropy_with_logits_v2`.

Writing to C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\runs\1551646409

2019-03-03T14:53:30.534337: step 1, loss 0.897567, accuracy 0.484375, precision 0.8061224489795918, recall 0.4114583333333333
2019-03-03T14:54:17.407018: step 60, loss 0.168158, accuracy 0.933594, precision 0.9, recall 0.9278350515463918
2019-03-03T14:54:18.194912: step 61, loss 0.153802, accuracy 0.953125, precision 0.9540229885057471, recall 0.9120879120879121
2019-03-03T14:54:18.976822: step 62, loss 0.156231, accuracy 0.949219, precision 0.9456521739130435, recall 0.9157894736842105
2019-03-03T14:54:19.764714: step 63, loss 0.173499, accuracy 0.957031, precision 0.9880952380952381, recall 0.8924731182795699
2019-03-03T14:54:20.534657: step 64, loss 0.147414, accuracy 0.949219, precision 0.9230769230769231, recall 0.9113924050632911
2019-03-03T14:54:21.297616: step 65, loss 0.180386, accuracy 0.941406, precision 0.9595959595959596, recall 0.8962264150943396
2019-03-03T14:54:22.049605: step 66, loss 0.142916, accuracy 0.96875, precision 0.9550561797752809, recall 0.9550561797752809
2019-03-03T14:54:22.803590: step 67, loss 0.166076, accuracy 0.925781, precision 0.8817204301075269, recall 0.9111111111111111
2019-03-03T14:54:23.174598: step 68, loss 0.129388, accuracy 0.957265, precision 0.9361702127659575, recall 0.9565217391304348
2019-03-03T14:54:23.908636: step 69, loss 0.170544, accuracy 0.929688, precision 0.8723404255319149, recall 0.9318181818181818
2019-03-03T14:54:24.654640: step 70, loss 0.152782, accuracy 0.941406, precision 0.9108910891089109, recall 0.9387755102040817
2019-03-03T14:54:25.383691: step 71, loss 0.116458, accuracy 0.957031, precision 0.9213483146067416, recall 0.9534883720930233
2019-03-03T14:54:26.109751: step 72, loss 0.133789, accuracy 0.96875, precision 0.9696969696969697, recall 0.9504950495049505
2019-03-03T14:54:26.832817: step 73, loss 0.125605, accuracy 0.964844, precision 0.9468085106382979, recall 0.956989247311828
2019-03-03T14:54:27.547905: step 74, loss 0.153055, accuracy 0.953125, precision 0.9680851063829787, recall 0.91
2019-03-03T14:54:28.252025: step 75, loss 0.119104, accuracy 0.964844, precision 0.968421052631579, recall 0.9387755102040817
2019-03-03T14:54:28.952151: step 76, loss 0.151266, accuracy 0.949219, precision 0.9058823529411765, recall 0.9390243902439024
2019-03-03T14:54:29.655272: step 77, loss 0.113491, accuracy 0.960938, precision 0.9583333333333334, recall 0.9387755102040817
2019-03-03T14:54:30.350413: step 78, loss 0.139612, accuracy 0.957031, precision 0.9393939393939394, recall 0.9489795918367347
2019-03-03T14:54:31.044557: step 79, loss 0.129051, accuracy 0.964844, precision 0.9772727272727273, recall 0.9247311827956989
2019-03-03T14:54:31.737702: step 80, loss 0.140536, accuracy 0.953125, precision 0.9361702127659575, recall 0.9361702127659575
2019-03-03T14:54:32.425863: step 81, loss 0.10898, accuracy 0.96875, precision 0.9494949494949495, recall 0.9690721649484536
2019-03-03T14:54:33.105048: step 82, loss 0.129972, accuracy 0.945312, precision 0.9146341463414634, recall 0.9146341463414634
2019-03-03T14:54:33.787225: step 83, loss 0.101432, accuracy 0.96875, precision 0.972972972972973, recall 0.9230769230769231
2019-03-03T14:54:34.473389: step 84, loss 0.112513, accuracy 0.96875, precision 0.9615384615384616, recall 0.9615384615384616
2019-03-03T14:54:34.817468: step 85, loss 0.0678942, accuracy 0.991453, precision 0.9705882352941176, recall 1.0
2019-03-03T14:54:35.489673: step 86, loss 0.108421, accuracy 0.960938, precision 0.9240506329113924, recall 0.948051948051948
2019-03-03T14:54:36.153897: step 87, loss 0.0911678, accuracy 0.976562, precision 0.9770114942528736, recall 0.9550561797752809
2019-03-03T14:54:36.820115: step 88, loss 0.0796344, accuracy 0.976562, precision 0.9444444444444444, recall 0.9883720930232558
2019-03-03T14:54:37.482344: step 89, loss 0.0995677, accuracy 0.960938, precision 0.9302325581395349, recall 0.9523809523809523
2019-03-03T14:54:38.153550: step 90, loss 0.102895, accuracy 0.976562, precision 1.0, recall 0.9333333333333333
2019-03-03T14:54:38.809795: step 91, loss 0.0882201, accuracy 0.972656, precision 0.9444444444444444, recall 0.9770114942528736
2019-03-03T14:54:39.475016: step 92, loss 0.0720112, accuracy 0.980469, precision 0.9809523809523809, recall 0.9716981132075472
2019-03-03T14:54:40.139241: step 93, loss 0.0900896, accuracy 0.972656, precision 0.9473684210526315, recall 0.9782608695652174
2019-03-03T14:54:40.787509: step 94, loss 0.121759, accuracy 0.953125, precision 0.9375, recall 0.9375
2019-03-03T14:54:41.437770: step 95, loss 0.108428, accuracy 0.972656, precision 0.9595959595959596, recall 0.9693877551020408
2019-03-03T14:54:42.087034: step 96, loss 0.0884056, accuracy 0.984375, precision 0.9894736842105263, recall 0.9690721649484536
2019-03-03T14:54:42.730314: step 97, loss 0.0720002, accuracy 0.984375, precision 0.989247311827957, recall 0.968421052631579
2019-03-03T14:54:43.374592: step 98, loss 0.0826333, accuracy 0.96875, precision 0.967391304347826, recall 0.9468085106382979
2019-03-03T14:54:44.016873: step 99, loss 0.0785052, accuracy 0.96875, precision 0.9587628865979382, recall 0.9587628865979382
2019-03-03T14:54:44.656166: step 100, loss 0.119581, accuracy 0.945312, precision 0.9310344827586207, recall 0.9101123595505618
2019-03-03T14:54:45.304431: step 101, loss 0.0913574, accuracy 0.972656, precision 0.967741935483871, recall 0.9574468085106383
2019-03-03T14:54:45.622582: step 102, loss 0.0994528, accuracy 0.957265, precision 0.9433962264150944, recall 0.9615384615384616
2019-03-03T14:54:46.256884: step 103, loss 0.0799024, accuracy 0.972656, precision 0.9680851063829787, recall 0.9578947368421052
2019-03-03T14:54:46.887200: step 104, loss 0.0709035, accuracy 0.988281, precision 0.9894736842105263, recall 0.9791666666666666
2019-03-03T14:54:47.517513: step 105, loss 0.0609209, accuracy 0.988281, precision 0.9642857142857143, recall 1.0
2019-03-03T14:54:48.148826: step 106, loss 0.0805492, accuracy 0.976562, precision 0.9809523809523809, recall 0.9626168224299065
2019-03-03T14:54:48.792107: step 107, loss 0.0667413, accuracy 0.980469, precision 0.9885057471264368, recall 0.9555555555555556
2019-03-03T14:54:49.438378: step 108, loss 0.0833122, accuracy 0.980469, precision 0.9545454545454546, recall 0.9882352941176471
2019-03-03T14:54:50.090635: step 109, loss 0.0524565, accuracy 0.980469, precision 0.9789473684210527, recall 0.96875
2019-03-03T14:54:50.732917: step 110, loss 0.0914802, accuracy 0.960938, precision 0.9393939393939394, recall 0.9587628865979382
2019-03-03T14:54:51.372207: step 111, loss 0.0547765, accuracy 0.984375, precision 0.98, recall 0.98
2019-03-03T14:54:52.003521: step 112, loss 0.0739502, accuracy 0.972656, precision 0.9705882352941176, recall 0.9611650485436893
2019-03-03T14:54:52.642810: step 113, loss 0.0683707, accuracy 0.96875, precision 0.956989247311828, recall 0.956989247311828
2019-03-03T14:54:53.291078: step 114, loss 0.0688028, accuracy 0.976562, precision 0.9787234042553191, recall 0.9583333333333334
2019-03-03T14:54:53.942337: step 115, loss 0.0653466, accuracy 0.972656, precision 0.9770114942528736, recall 0.9444444444444444
2019-03-03T14:54:54.613543: step 116, loss 0.0467011, accuracy 0.988281, precision 0.9791666666666666, recall 0.9894736842105263
2019-03-03T14:54:55.298710: step 117, loss 0.05735, accuracy 0.980469, precision 0.9605263157894737, recall 0.9733333333333334
2019-03-03T14:54:55.938001: step 118, loss 0.0811717, accuracy 0.980469, precision 0.9885057471264368, recall 0.9555555555555556
2019-03-03T14:54:56.263132: step 119, loss 0.0780594, accuracy 0.982906, precision 1.0, recall 0.9512195121951219
2019-03-03T14:54:56.891453: step 120, loss 0.0674275, accuracy 0.976562, precision 0.9764705882352941, recall 0.9540229885057471
2019-03-03T14:54:57.524758: step 121, loss 0.0460122, accuracy 0.988281, precision 0.968421052631579, recall 1.0
2019-03-03T14:54:58.191975: step 122, loss 0.0567856, accuracy 0.988281, precision 0.98, recall 0.98989898989899
2019-03-03T14:54:58.845229: step 123, loss 0.0764955, accuracy 0.980469, precision 0.978021978021978, recall 0.967391304347826
2019-03-03T14:54:59.500477: step 124, loss 0.0689841, accuracy 0.976562, precision 0.9651162790697675, recall 0.9651162790697675
2019-03-03T14:55:00.158716: step 125, loss 0.053255, accuracy 0.976562, precision 0.96, recall 0.9795918367346939
2019-03-03T14:55:00.814963: step 126, loss 0.04485, accuracy 0.992188, precision 0.9887640449438202, recall 0.9887640449438202
2019-03-03T14:55:01.469213: step 127, loss 0.0463558, accuracy 0.980469, precision 0.9767441860465116, recall 0.9655172413793104
2019-03-03T14:55:02.122467: step 128, loss 0.0564036, accuracy 0.980469, precision 0.9565217391304348, recall 0.9887640449438202
2019-03-03T14:55:02.767742: step 129, loss 0.0431886, accuracy 0.988281, precision 0.99, recall 0.9801980198019802
2019-03-03T14:55:03.411021: step 130, loss 0.0637856, accuracy 0.984375, precision 0.9901960784313726, recall 0.9711538461538461
2019-03-03T14:55:04.054301: step 131, loss 0.089309, accuracy 0.960938, precision 0.92, recall 0.9787234042553191
2019-03-03T14:55:04.689603: step 132, loss 0.0488093, accuracy 0.976562, precision 0.9642857142857143, recall 0.9642857142857143
2019-03-03T14:55:05.348839: step 133, loss 0.0525959, accuracy 0.980469, precision 0.9880952380952381, recall 0.9540229885057471
2019-03-03T14:55:06.004087: step 134, loss 0.0434441, accuracy 0.988281, precision 0.9888888888888889, recall 0.978021978021978
2019-03-03T14:55:06.662328: step 135, loss 0.0732824, accuracy 0.96875, precision 0.9886363636363636, recall 0.925531914893617
2019-03-03T14:55:06.986462: step 136, loss 0.049838, accuracy 0.982906, precision 0.9591836734693877, recall 1.0
2019-03-03T14:55:07.638717: step 137, loss 0.0362712, accuracy 0.988281, precision 1.0, recall 0.967032967032967
2019-03-03T14:55:08.286984: step 138, loss 0.043717, accuracy 0.996094, precision 0.9897959183673469, recall 1.0
2019-03-03T14:55:08.931262: step 139, loss 0.0397242, accuracy 0.996094, precision 0.987012987012987, recall 1.0
2019-03-03T14:55:09.590499: step 140, loss 0.0402144, accuracy 0.992188, precision 0.990909090909091, recall 0.990909090909091
2019-03-03T14:55:10.233779: step 141, loss 0.0257495, accuracy 0.996094, precision 1.0, recall 0.989010989010989
2019-03-03T14:55:10.873070: step 142, loss 0.0472881, accuracy 0.980469, precision 0.9797979797979798, recall 0.97
2019-03-03T14:55:11.512362: step 143, loss 0.0440066, accuracy 0.992188, precision 0.9876543209876543, recall 0.9876543209876543
2019-03-03T14:55:12.167609: step 144, loss 0.050996, accuracy 0.972656, precision 0.9519230769230769, recall 0.9801980198019802
2019-03-03T14:55:12.818868: step 145, loss 0.0268709, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:13.476111: step 146, loss 0.0324307, accuracy 0.996094, precision 0.9882352941176471, recall 1.0
2019-03-03T14:55:14.132356: step 147, loss 0.029926, accuracy 0.988281, precision 0.9875, recall 0.9753086419753086
2019-03-03T14:55:14.774640: step 148, loss 0.0543162, accuracy 0.984375, precision 0.9882352941176471, recall 0.9655172413793104
2019-03-03T14:55:15.422906: step 149, loss 0.040604, accuracy 0.992188, precision 0.9893617021276596, recall 0.9893617021276596
2019-03-03T14:55:16.071172: step 150, loss 0.0402902, accuracy 0.992188, precision 0.9894736842105263, recall 0.9894736842105263
2019-03-03T14:55:16.710463: step 151, loss 0.0449008, accuracy 0.992188, precision 0.9897959183673469, recall 0.9897959183673469
2019-03-03T14:55:17.355738: step 152, loss 0.0541811, accuracy 0.984375, precision 0.9789473684210527, recall 0.9789473684210527
2019-03-03T14:55:17.674885: step 153, loss 0.0204993, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:18.323151: step 154, loss 0.0338102, accuracy 0.996094, precision 0.98989898989899, recall 1.0
2019-03-03T14:55:18.965434: step 155, loss 0.0388267, accuracy 0.988281, precision 0.979381443298969, recall 0.9895833333333334
2019-03-03T14:55:19.625669: step 156, loss 0.0421723, accuracy 0.992188, precision 1.0, recall 0.9761904761904762
2019-03-03T14:55:20.271941: step 157, loss 0.0251604, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:20.930181: step 158, loss 0.0290674, accuracy 0.996094, precision 1.0, recall 0.9893617021276596
2019-03-03T14:55:21.584432: step 159, loss 0.0409473, accuracy 0.992188, precision 0.9764705882352941, recall 1.0
2019-03-03T14:55:22.246661: step 160, loss 0.0326374, accuracy 0.988281, precision 0.9782608695652174, recall 0.989010989010989
2019-03-03T14:55:22.908891: step 161, loss 0.027624, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:23.574113: step 162, loss 0.0337909, accuracy 0.988281, precision 1.0, recall 0.9711538461538461
2019-03-03T14:55:24.233349: step 163, loss 0.0306937, accuracy 0.992188, precision 0.9893617021276596, recall 0.9893617021276596
2019-03-03T14:55:24.889595: step 164, loss 0.0392594, accuracy 0.992188, precision 0.99, recall 0.99
2019-03-03T14:55:25.558806: step 165, loss 0.0188093, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:26.218044: step 166, loss 0.0214334, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:26.865313: step 167, loss 0.0451577, accuracy 0.980469, precision 0.9714285714285714, recall 0.9807692307692307
2019-03-03T14:55:27.518568: step 168, loss 0.0410627, accuracy 0.988281, precision 0.9894736842105263, recall 0.9791666666666666
2019-03-03T14:55:28.158854: step 169, loss 0.0512915, accuracy 0.972656, precision 0.9880952380952381, recall 0.9325842696629213
2019-03-03T14:55:28.489969: step 170, loss 0.0215868, accuracy 0.991453, precision 1.0, recall 0.9761904761904762
2019-03-03T14:55:29.138236: step 171, loss 0.0328065, accuracy 0.992188, precision 0.98989898989899, recall 0.98989898989899
2019-03-03T14:55:29.780520: step 172, loss 0.0175175, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:30.428787: step 173, loss 0.030625, accuracy 0.996094, precision 0.9888888888888889, recall 1.0
2019-03-03T14:55:31.083037: step 174, loss 0.0204976, accuracy 0.992188, precision 0.989247311827957, recall 0.989247311827957
2019-03-03T14:55:31.745267: step 175, loss 0.0230311, accuracy 0.996094, precision 0.9901960784313726, recall 1.0
2019-03-03T14:55:32.390540: step 176, loss 0.0287282, accuracy 0.988281, precision 0.9893617021276596, recall 0.9789473684210527
2019-03-03T14:55:33.037810: step 177, loss 0.0214324, accuracy 0.996094, precision 0.989010989010989, recall 1.0
2019-03-03T14:55:33.685081: step 178, loss 0.0238864, accuracy 0.992188, precision 0.978494623655914, recall 1.0
2019-03-03T14:55:34.329357: step 179, loss 0.0373864, accuracy 0.992188, precision 0.989010989010989, recall 0.989010989010989
2019-03-03T14:55:34.976627: step 180, loss 0.0277943, accuracy 0.992188, precision 0.9764705882352941, recall 1.0
2019-03-03T14:55:35.623895: step 181, loss 0.0245784, accuracy 0.996094, precision 1.0, recall 0.9886363636363636
2019-03-03T14:55:36.269171: step 182, loss 0.0428113, accuracy 0.988281, precision 0.9885057471264368, recall 0.9772727272727273
2019-03-03T14:55:36.918436: step 183, loss 0.0240978, accuracy 0.992188, precision 0.9897959183673469, recall 0.9897959183673469
2019-03-03T14:55:37.578670: step 184, loss 0.0179045, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:38.232921: step 185, loss 0.0316118, accuracy 0.984375, precision 0.96875, recall 0.9893617021276596
2019-03-03T14:55:38.880189: step 186, loss 0.0282753, accuracy 0.996094, precision 0.9894736842105263, recall 1.0
2019-03-03T14:55:39.208314: step 187, loss 0.0690599, accuracy 0.974359, precision 0.972972972972973, recall 0.9473684210526315
2019-03-03T14:55:39.863562: step 188, loss 0.0239688, accuracy 0.992188, precision 1.0, recall 0.9761904761904762
2019-03-03T14:55:40.501854: step 189, loss 0.0190094, accuracy 0.996094, precision 1.0, recall 0.989247311827957
2019-03-03T14:55:41.156106: step 190, loss 0.0229805, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:41.795397: step 191, loss 0.020091, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:42.434688: step 192, loss 0.022269, accuracy 0.992188, precision 0.9767441860465116, recall 1.0
2019-03-03T14:55:43.072979: step 193, loss 0.0232991, accuracy 0.996094, precision 0.9896907216494846, recall 1.0
2019-03-03T14:55:43.704292: step 194, loss 0.0157938, accuracy 0.996094, precision 1.0, recall 0.9878048780487805
2019-03-03T14:55:44.355551: step 195, loss 0.0147629, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:44.996837: step 196, loss 0.0164396, accuracy 0.996094, precision 1.0, recall 0.9883720930232558
2019-03-03T14:55:45.662057: step 197, loss 0.0164191, accuracy 1, precision 1.0, recall 1.0
2019-03-03T14:55:46.318303: step 198, loss 0.0148379, accuracy 0.996094, precision 1.0, recall 0.9896907216494846
2019-03-03T14:55:46.956596: step 199, loss 0.0225361, accuracy 0.996094, precision 1.0, recall 0.9907407407407407
2019-03-03T14:55:47.597883: step 200, loss 0.0229479, accuracy 0.996094, precision 1.0, recall 0.9905660377358491
2019-03-03T14:55:48.235179: step 201, loss 0.0342758, accuracy 0.984375, precision 0.9764705882352941, recall 0.9764705882352941
2019-03-03T14:55:48.892422: step 202, loss 0.0255704, accuracy 0.992188, precision 0.9895833333333334, recall 0.9895833333333334
2019-03-03T14:55:49.547670: step 203, loss 0.0282826, accuracy 0.988281, precision 1.0, recall 0.9680851063829787
2019-03-03T14:55:49.871804: step 204, loss 0.0592767, accuracy 0.982906, precision 0.975, recall 0.975
2019-03-03T14:55:50.526055: step 205, loss 0.032206, accuracy 0.996094, precision 1.0, recall 0.9905660377358491
