"C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\python.exe" "C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py"
Using TensorFlow backend.
Pretrained Embedding: Doc2Vec
Italian: True
Loading data...
4681
Max Document length: 81
WARNING:tensorflow:From C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py:82: VocabularyProcessor.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.text) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
WARNING:tensorflow:From C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\lib\site-packages\tensorflow\contrib\learn\python\learn\preprocessing\text.py:154: CategoricalVocabulary.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.categorical_vocabulary) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
WARNING:tensorflow:From C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\lib\site-packages\tensorflow\contrib\learn\python\learn\preprocessing\text.py:170: tokenizer (from tensorflow.contrib.learn.python.learn.preprocessing.text) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
Vocabulary Size: 7231
Train/Dev split: 4213/468
2019-03-03 14:16:09.311389: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2
WARNING:tensorflow:From C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\main_pre_trained_embeddings.py:475: softmax_cross_entropy_with_logits (from tensorflow.python.ops.nn_ops) is deprecated and will be removed in a future version.
Instructions for updating:

Future major versions of TensorFlow will allow gradients to flow
into the labels input on backprop by default.

See `tf.nn.softmax_cross_entropy_with_logits_v2`.

Writing to C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\runs\1551644202

2019-03-03T14:16:44.089784: step 1, loss 1.93435, accuracy 0.558594, precision 0.45263157894736844, recall 0.41346153846153844
2019-03-03T14:17:07.132299: step 22, loss 0.908333, accuracy 0.785156, precision 0.794392523364486, recall 0.7203389830508474
2019-03-03T14:17:09.010568: step 23, loss 1.1166, accuracy 0.746094, precision 0.826530612244898, recall 0.627906976744186
2019-03-03T14:17:11.136555: step 24, loss 0.783696, accuracy 0.785156, precision 0.8105263157894737, recall 0.6754385964912281
2019-03-03T14:17:13.377224: step 25, loss 0.713297, accuracy 0.8125, precision 0.7553191489361702, recall 0.7395833333333334
2019-03-03T14:17:15.489001: step 26, loss 0.667017, accuracy 0.828125, precision 0.6931818181818182, recall 0.782051282051282
2019-03-03T14:17:17.589652: step 27, loss 0.559608, accuracy 0.847656, precision 0.7625, recall 0.7530864197530864
2019-03-03T14:17:19.703667: step 28, loss 0.892692, accuracy 0.796875, precision 0.6292134831460674, recall 0.7466666666666667
2019-03-03T14:17:21.024768: step 29, loss 0.676175, accuracy 0.804688, precision 0.5851063829787234, recall 0.8333333333333334
2019-03-03T14:17:21.703952: step 30, loss 0.613429, accuracy 0.851562, precision 0.6704545454545454, recall 0.8676470588235294
2019-03-03T14:17:22.448981: step 31, loss 0.609238, accuracy 0.832031, precision 0.7415730337078652, recall 0.7674418604651163
2019-03-03T14:17:23.193988: step 32, loss 0.72049, accuracy 0.796875, precision 0.7469879518072289, recall 0.6666666666666666
2019-03-03T14:17:23.914216: step 33, loss 0.856703, accuracy 0.785156, precision 0.711340206185567, recall 0.71875
2019-03-03T14:17:24.246328: step 34, loss 0.981908, accuracy 0.769231, precision 0.725, recall 0.6444444444444445
2019-03-03T14:17:24.901893: step 35, loss 0.641522, accuracy 0.792969, precision 0.8240740740740741, recall 0.7235772357723578
2019-03-03T14:17:25.542200: step 36, loss 0.504192, accuracy 0.816406, precision 0.8314606741573034, recall 0.6981132075471698
2019-03-03T14:17:26.229929: step 37, loss 0.667435, accuracy 0.792969, precision 0.7027027027027027, recall 0.7959183673469388
2019-03-03T14:17:26.871215: step 38, loss 0.470399, accuracy 0.851562, precision 0.7722772277227723, recall 0.8387096774193549
2019-03-03T14:17:27.513525: step 39, loss 0.493705, accuracy 0.839844, precision 0.71875, recall 0.8313253012048193
2019-03-03T14:17:28.187235: step 40, loss 0.62033, accuracy 0.832031, precision 0.7340425531914894, recall 0.7931034482758621
2019-03-03T14:17:28.819546: step 41, loss 0.555851, accuracy 0.855469, precision 0.76, recall 0.8539325842696629
2019-03-03T14:17:29.403988: step 42, loss 0.48666, accuracy 0.835938, precision 0.7160493827160493, recall 0.7532467532467533
2019-03-03T14:17:29.994408: step 43, loss 0.603983, accuracy 0.789062, precision 0.686046511627907, recall 0.686046511627907
2019-03-03T14:17:30.575883: step 44, loss 0.611143, accuracy 0.824219, precision 0.8024691358024691, recall 0.6914893617021277
2019-03-03T14:17:31.178801: step 45, loss 0.322656, accuracy 0.882812, precision 0.8607594936708861, recall 0.7816091954022989
2019-03-03T14:17:31.742293: step 46, loss 0.54869, accuracy 0.816406, precision 0.725, recall 0.6987951807228916
2019-03-03T14:17:32.331718: step 47, loss 0.650312, accuracy 0.804688, precision 0.6842105263157895, recall 0.7647058823529411
2019-03-03T14:17:32.920144: step 48, loss 0.447006, accuracy 0.84375, precision 0.7843137254901961, recall 0.8163265306122449
2019-03-03T14:17:33.495606: step 49, loss 0.467944, accuracy 0.820312, precision 0.7216494845360825, recall 0.7865168539325843
2019-03-03T14:17:34.086027: step 50, loss 0.451817, accuracy 0.84375, precision 0.6987951807228916, recall 0.7945205479452054
2019-03-03T14:17:34.383232: step 51, loss 0.487135, accuracy 0.820513, precision 0.7027027027027027, recall 0.7222222222222222
2019-03-03T14:17:34.939744: step 52, loss 0.24868, accuracy 0.914062, precision 0.8837209302325582, recall 0.8636363636363636
2019-03-03T14:17:35.505232: step 53, loss 0.495058, accuracy 0.851562, precision 0.8181818181818182, recall 0.7659574468085106
2019-03-03T14:17:36.077220: step 54, loss 0.472565, accuracy 0.832031, precision 0.7523809523809524, recall 0.8229166666666666
2019-03-03T14:17:36.640713: step 55, loss 0.487365, accuracy 0.847656, precision 0.7864077669902912, recall 0.826530612244898
2019-03-03T14:17:37.181269: step 56, loss 0.443385, accuracy 0.886719, precision 0.8372093023255814, recall 0.8275862068965517
2019-03-03T14:17:37.738571: step 57, loss 0.41024, accuracy 0.828125, precision 0.81, recall 0.7641509433962265
2019-03-03T14:17:38.322237: step 58, loss 0.390026, accuracy 0.898438, precision 0.8266666666666667, recall 0.8266666666666667
2019-03-03T14:17:38.880772: step 59, loss 0.42931, accuracy 0.859375, precision 0.7931034482758621, recall 0.7931034482758621
2019-03-03T14:17:39.432806: step 60, loss 0.351337, accuracy 0.875, precision 0.8152173913043478, recall 0.8333333333333334
2019-03-03T14:17:39.986326: step 61, loss 0.361298, accuracy 0.878906, precision 0.8, recall 0.9072164948453608
2019-03-03T14:17:40.548866: step 62, loss 0.589275, accuracy 0.824219, precision 0.7564102564102564, recall 0.6941176470588235
2019-03-03T14:17:41.085432: step 63, loss 0.457661, accuracy 0.855469, precision 0.8369565217391305, recall 0.7777777777777778
2019-03-03T14:17:41.605082: step 64, loss 0.546439, accuracy 0.863281, precision 0.782608695652174, recall 0.8275862068965517
2019-03-03T14:17:42.137995: step 65, loss 0.301047, accuracy 0.898438, precision 0.8409090909090909, recall 0.8604651162790697
2019-03-03T14:17:42.685071: step 66, loss 0.325181, accuracy 0.902344, precision 0.8369565217391305, recall 0.8850574712643678
2019-03-03T14:17:43.274500: step 67, loss 0.403776, accuracy 0.859375, precision 0.73, recall 0.8902439024390244
2019-03-03T14:17:43.543780: step 68, loss 0.447757, accuracy 0.871795, precision 0.717391304347826, recall 0.9428571428571428
2019-03-03T14:17:44.115251: step 69, loss 0.333769, accuracy 0.875, precision 0.7763157894736842, recall 0.7972972972972973
2019-03-03T14:17:44.695759: step 70, loss 0.31487, accuracy 0.882812, precision 0.9139784946236559, recall 0.794392523364486
2019-03-03T14:17:45.269225: step 71, loss 0.486307, accuracy 0.808594, precision 0.825, recall 0.6534653465346535
2019-03-03T14:17:45.815759: step 72, loss 0.421737, accuracy 0.851562, precision 0.8541666666666666, recall 0.7735849056603774
2019-03-03T14:17:46.406192: step 73, loss 0.392418, accuracy 0.863281, precision 0.8181818181818182, recall 0.7912087912087912
2019-03-03T14:17:46.968722: step 74, loss 0.32842, accuracy 0.882812, precision 0.7916666666666666, recall 0.8837209302325582
2019-03-03T14:17:47.527271: step 75, loss 0.376136, accuracy 0.855469, precision 0.7634408602150538, recall 0.8255813953488372
2019-03-03T14:17:48.106114: step 76, loss 0.320627, accuracy 0.882812, precision 0.8018867924528302, recall 0.9042553191489362
2019-03-03T14:17:48.653133: step 77, loss 0.366122, accuracy 0.875, precision 0.7708333333333334, recall 0.8809523809523809
2019-03-03T14:17:49.195959: step 78, loss 0.206162, accuracy 0.921875, precision 0.8640776699029126, recall 0.9368421052631579
2019-03-03T14:17:49.741524: step 79, loss 0.286178, accuracy 0.894531, precision 0.8131868131868132, recall 0.8809523809523809
2019-03-03T14:17:50.306524: step 80, loss 0.378207, accuracy 0.875, precision 0.9090909090909091, recall 0.7964601769911505
2019-03-03T14:17:50.838103: step 81, loss 0.309808, accuracy 0.886719, precision 0.8804347826086957, recall 0.8181818181818182
2019-03-03T14:17:51.398164: step 82, loss 0.432921, accuracy 0.855469, precision 0.9080459770114943, recall 0.7314814814814815
2019-03-03T14:17:51.942224: step 83, loss 0.350172, accuracy 0.875, precision 0.75, recall 0.868421052631579
2019-03-03T14:17:52.492752: step 84, loss 0.398698, accuracy 0.851562, precision 0.7701149425287356, recall 0.788235294117647
2019-03-03T14:17:52.759059: step 85, loss 0.339896, accuracy 0.82906, precision 0.8367346938775511, recall 0.7735849056603774
2019-03-03T14:17:53.300612: step 86, loss 0.272918, accuracy 0.890625, precision 0.8160919540229885, recall 0.8554216867469879
2019-03-03T14:17:53.819802: step 87, loss 0.369414, accuracy 0.859375, precision 0.7411764705882353, recall 0.8181818181818182
2019-03-03T14:17:54.357699: step 88, loss 0.376595, accuracy 0.863281, precision 0.71, recall 0.922077922077922
2019-03-03T14:17:54.869840: step 89, loss 0.368924, accuracy 0.871094, precision 0.8155339805825242, recall 0.8571428571428571
2019-03-03T14:17:55.399436: step 90, loss 0.239667, accuracy 0.882812, precision 0.8333333333333334, recall 0.8333333333333334
2019-03-03T14:17:55.951950: step 91, loss 0.30823, accuracy 0.886719, precision 0.8709677419354839, recall 0.826530612244898
2019-03-03T14:17:56.478437: step 92, loss 0.216551, accuracy 0.929688, precision 0.9354838709677419, recall 0.8787878787878788
2019-03-03T14:17:57.011012: step 93, loss 0.316247, accuracy 0.871094, precision 0.8666666666666667, recall 0.7878787878787878
2019-03-03T14:17:57.507685: step 94, loss 0.425032, accuracy 0.871094, precision 0.8737864077669902, recall 0.8181818181818182
2019-03-03T14:17:58.041261: step 95, loss 0.301167, accuracy 0.875, precision 0.8461538461538461, recall 0.7674418604651163
2019-03-03T14:17:58.558105: step 96, loss 0.222882, accuracy 0.90625, precision 0.8181818181818182, recall 0.863013698630137
2019-03-03T14:17:59.059275: step 97, loss 0.295693, accuracy 0.863281, precision 0.7549019607843137, recall 0.8850574712643678
2019-03-03T14:17:59.551466: step 98, loss 0.370958, accuracy 0.875, precision 0.7857142857142857, recall 0.875
2019-03-03T14:18:00.082042: step 99, loss 0.218708, accuracy 0.898438, precision 0.8222222222222222, recall 0.8809523809523809
2019-03-03T14:18:00.575723: step 100, loss 0.290238, accuracy 0.882812, precision 0.7920792079207921, recall 0.898876404494382
2019-03-03T14:18:01.073899: step 101, loss 0.246348, accuracy 0.890625, precision 0.8478260869565217, recall 0.8478260869565217
2019-03-03T14:18:01.321238: step 102, loss 0.208726, accuracy 0.905983, precision 0.9210526315789473, recall 0.813953488372093
2019-03-03T14:18:01.821898: step 103, loss 0.217617, accuracy 0.914062, precision 0.9, recall 0.8823529411764706
2019-03-03T14:18:02.325552: step 104, loss 0.26466, accuracy 0.859375, precision 0.8105263157894737, recall 0.8105263157894737
2019-03-03T14:18:02.820229: step 105, loss 0.217764, accuracy 0.910156, precision 0.9090909090909091, recall 0.8421052631578947
2019-03-03T14:18:03.323882: step 106, loss 0.258469, accuracy 0.902344, precision 0.8947368421052632, recall 0.85
2019-03-03T14:18:03.837747: step 107, loss 0.221112, accuracy 0.882812, precision 0.8152173913043478, recall 0.8522727272727273
2019-03-03T14:18:04.332527: step 108, loss 0.266357, accuracy 0.894531, precision 0.8148148148148148, recall 0.9263157894736842
2019-03-03T14:18:04.807261: step 109, loss 0.240091, accuracy 0.914062, precision 0.8555555555555555, recall 0.8953488372093024
2019-03-03T14:18:05.292963: step 110, loss 0.305274, accuracy 0.882812, precision 0.8350515463917526, recall 0.8526315789473684
2019-03-03T14:18:05.809028: step 111, loss 0.216424, accuracy 0.898438, precision 0.8762886597938144, recall 0.8585858585858586
2019-03-03T14:18:06.286777: step 112, loss 0.267157, accuracy 0.890625, precision 0.8735632183908046, recall 0.8172043010752689
2019-03-03T14:18:06.770771: step 113, loss 0.20099, accuracy 0.90625, precision 0.8352941176470589, recall 0.8765432098765432
2019-03-03T14:18:07.264959: step 114, loss 0.237875, accuracy 0.925781, precision 0.92, recall 0.8932038834951457
2019-03-03T14:18:07.780604: step 115, loss 0.219733, accuracy 0.914062, precision 0.8488372093023255, recall 0.8902439024390244
2019-03-03T14:18:08.264817: step 116, loss 0.249315, accuracy 0.921875, precision 0.8777777777777778, recall 0.8977272727272727
2019-03-03T14:18:08.749526: step 117, loss 0.257239, accuracy 0.898438, precision 0.7727272727272727, recall 0.918918918918919
2019-03-03T14:18:09.241211: step 118, loss 0.283577, accuracy 0.894531, precision 0.8072289156626506, recall 0.8589743589743589
2019-03-03T14:18:09.485558: step 119, loss 0.193155, accuracy 0.905983, precision 0.8205128205128205, recall 0.8888888888888888
2019-03-03T14:18:09.968741: step 120, loss 0.201962, accuracy 0.9375, precision 0.9052631578947369, recall 0.9247311827956989
2019-03-03T14:18:10.446969: step 121, loss 0.254427, accuracy 0.886719, precision 0.8526315789473684, recall 0.84375
2019-03-03T14:18:10.954122: step 122, loss 0.335169, accuracy 0.875, precision 0.8888888888888888, recall 0.8073394495412844
2019-03-03T14:18:11.455782: step 123, loss 0.187276, accuracy 0.925781, precision 0.8947368421052632, recall 0.9042553191489362
2019-03-03T14:18:11.940891: step 124, loss 0.257476, accuracy 0.90625, precision 0.8620689655172413, recall 0.8620689655172413
2019-03-03T14:18:12.420770: step 125, loss 0.183402, accuracy 0.917969, precision 0.8775510204081632, recall 0.9052631578947369
2019-03-03T14:18:12.928411: step 126, loss 0.194146, accuracy 0.914062, precision 0.8105263157894737, recall 0.9506172839506173
2019-03-03T14:18:13.429091: step 127, loss 0.180857, accuracy 0.917969, precision 0.85, recall 0.9340659340659341
2019-03-03T14:18:13.938833: step 128, loss 0.189366, accuracy 0.914062, precision 0.8372093023255814, recall 0.9
2019-03-03T14:18:14.428527: step 129, loss 0.232304, accuracy 0.886719, precision 0.8222222222222222, recall 0.8505747126436781
2019-03-03T14:18:14.917220: step 130, loss 0.239037, accuracy 0.914062, precision 0.9368421052631579, recall 0.8476190476190476
2019-03-03T14:18:15.406912: step 131, loss 0.214336, accuracy 0.917969, precision 0.9230769230769231, recall 0.8275862068965517
2019-03-03T14:18:15.882640: step 132, loss 0.272952, accuracy 0.894531, precision 0.8555555555555555, recall 0.8461538461538461
2019-03-03T14:18:16.382325: step 133, loss 0.162774, accuracy 0.945312, precision 0.9263157894736842, recall 0.9263157894736842
2019-03-03T14:18:16.867524: step 134, loss 0.180463, accuracy 0.929688, precision 0.8604651162790697, recall 0.925
2019-03-03T14:18:17.374183: step 135, loss 0.220717, accuracy 0.902344, precision 0.8131868131868132, recall 0.9024390243902439
2019-03-03T14:18:17.607564: step 136, loss 0.170615, accuracy 0.923077, precision 0.8666666666666667, recall 0.9285714285714286
2019-03-03T14:18:18.097829: step 137, loss 0.19383, accuracy 0.921875, precision 0.8588235294117647, recall 0.9012345679012346
2019-03-03T14:18:18.578544: step 138, loss 0.151249, accuracy 0.949219, precision 0.9285714285714286, recall 0.9381443298969072
2019-03-03T14:18:19.095678: step 139, loss 0.150615, accuracy 0.9375, precision 0.9247311827956989, recall 0.9052631578947369
2019-03-03T14:18:19.594739: step 140, loss 0.169409, accuracy 0.941406, precision 0.9148936170212766, recall 0.9247311827956989
2019-03-03T14:18:20.288884: step 141, loss 0.172473, accuracy 0.929688, precision 0.898876404494382, recall 0.898876404494382
2019-03-03T14:18:21.030901: step 142, loss 0.186268, accuracy 0.90625, precision 0.8666666666666667, recall 0.8666666666666667
2019-03-03T14:18:21.803358: step 143, loss 0.209268, accuracy 0.902344, precision 0.8536585365853658, recall 0.8433734939759037
2019-03-03T14:18:22.557858: step 144, loss 0.131283, accuracy 0.953125, precision 0.9156626506024096, recall 0.9382716049382716
2019-03-03T14:18:23.271985: step 145, loss 0.197275, accuracy 0.90625, precision 0.8247422680412371, recall 0.9195402298850575
2019-03-03T14:18:23.976611: step 146, loss 0.201833, accuracy 0.925781, precision 0.8631578947368421, recall 0.9318181818181818
2019-03-03T14:18:24.677735: step 147, loss 0.214506, accuracy 0.921875, precision 0.8620689655172413, recall 0.9036144578313253
2019-03-03T14:18:25.383848: step 148, loss 0.193581, accuracy 0.941406, precision 0.9318181818181818, recall 0.9010989010989011
2019-03-03T14:18:26.050074: step 149, loss 0.160963, accuracy 0.921875, precision 0.8712871287128713, recall 0.9263157894736842
2019-03-03T14:18:26.717732: step 150, loss 0.249439, accuracy 0.894531, precision 0.9047619047619048, recall 0.8
2019-03-03T14:18:27.405882: step 151, loss 0.228959, accuracy 0.90625, precision 0.9183673469387755, recall 0.8490566037735849
2019-03-03T14:18:28.106028: step 152, loss 0.183619, accuracy 0.949219, precision 0.9636363636363636, recall 0.9217391304347826
2019-03-03T14:18:28.428189: step 153, loss 0.166254, accuracy 0.931624, precision 0.9130434782608695, recall 0.9130434782608695
2019-03-03T14:18:29.056512: step 154, loss 0.21297, accuracy 0.917969, precision 0.8476190476190476, recall 0.9468085106382979
2019-03-03T14:18:29.694802: step 155, loss 0.196209, accuracy 0.933594, precision 0.8452380952380952, recall 0.9466666666666667
2019-03-03T14:18:30.297576: step 156, loss 0.16363, accuracy 0.929688, precision 0.9, recall 0.9183673469387755
2019-03-03T14:18:30.898984: step 157, loss 0.255113, accuracy 0.925781, precision 0.8712871287128713, recall 0.9361702127659575
2019-03-03T14:18:31.521322: step 158, loss 0.16515, accuracy 0.921875, precision 0.8426966292134831, recall 0.9259259259259259
2019-03-03T14:18:32.109748: step 159, loss 0.214827, accuracy 0.921875, precision 0.8947368421052632, recall 0.8947368421052632
2019-03-03T14:18:32.705771: step 160, loss 0.20339, accuracy 0.929688, precision 0.9333333333333333, recall 0.875
2019-03-03T14:18:33.315147: step 161, loss 0.172684, accuracy 0.9375, precision 0.9512195121951219, recall 0.8666666666666667
2019-03-03T14:18:33.891612: step 162, loss 0.16282, accuracy 0.933594, precision 0.9431818181818182, recall 0.8736842105263158
2019-03-03T14:18:34.466505: step 163, loss 0.144001, accuracy 0.941406, precision 0.9213483146067416, recall 0.9111111111111111
2019-03-03T14:18:35.024530: step 164, loss 0.193503, accuracy 0.921875, precision 0.8613861386138614, recall 0.9354838709677419
2019-03-03T14:18:35.598994: step 165, loss 0.249265, accuracy 0.910156, precision 0.8241758241758241, recall 0.9146341463414634
2019-03-03T14:18:36.146626: step 166, loss 0.161512, accuracy 0.941406, precision 0.8873239436619719, recall 0.9
2019-03-03T14:18:36.711634: step 167, loss 0.1476, accuracy 0.933594, precision 0.8777777777777778, recall 0.9294117647058824
2019-03-03T14:18:37.263152: step 168, loss 0.230434, accuracy 0.898438, precision 0.8207547169811321, recall 0.925531914893617
2019-03-03T14:18:37.837615: step 169, loss 0.248357, accuracy 0.902344, precision 0.8383838383838383, recall 0.9021739130434783
2019-03-03T14:18:38.105898: step 170, loss 0.0886273, accuracy 0.974359, precision 0.9487179487179487, recall 0.9736842105263158
2019-03-03T14:18:38.661429: step 171, loss 0.173516, accuracy 0.925781, precision 0.9, recall 0.8901098901098901
2019-03-03T14:18:39.203980: step 172, loss 0.143481, accuracy 0.957031, precision 0.9555555555555556, recall 0.9247311827956989
2019-03-03T14:18:39.748533: step 173, loss 0.171176, accuracy 0.9375, precision 0.9655172413793104, recall 0.865979381443299
2019-03-03T14:18:40.285598: step 174, loss 0.173562, accuracy 0.917969, precision 0.9578947368421052, recall 0.8425925925925926
2019-03-03T14:18:40.840113: step 175, loss 0.176765, accuracy 0.925781, precision 0.8953488372093024, recall 0.8850574712643678
2019-03-03T14:18:41.381666: step 176, loss 0.140564, accuracy 0.949219, precision 0.9052631578947369, recall 0.9555555555555556
2019-03-03T14:18:41.928130: step 177, loss 0.171331, accuracy 0.941406, precision 0.8876404494382022, recall 0.9404761904761905
2019-03-03T14:18:42.460788: step 178, loss 0.156541, accuracy 0.933594, precision 0.9047619047619048, recall 0.9313725490196079
2019-03-03T14:18:42.983895: step 179, loss 0.229435, accuracy 0.894531, precision 0.8152173913043478, recall 0.8823529411764706
2019-03-03T14:18:43.525448: step 180, loss 0.124835, accuracy 0.949219, precision 0.9195402298850575, recall 0.9302325581395349
2019-03-03T14:18:44.046054: step 181, loss 0.191822, accuracy 0.902344, precision 0.8505747126436781, recall 0.8604651162790697
2019-03-03T14:18:44.598577: step 182, loss 0.221044, accuracy 0.910156, precision 0.8823529411764706, recall 0.8910891089108911
2019-03-03T14:18:45.133148: step 183, loss 0.176113, accuracy 0.929688, precision 0.9058823529411765, recall 0.8850574712643678
2019-03-03T14:18:45.642809: step 184, loss 0.190897, accuracy 0.921875, precision 0.8543689320388349, recall 0.946236559139785
2019-03-03T14:18:46.158431: step 185, loss 0.173842, accuracy 0.945312, precision 0.9247311827956989, recall 0.9247311827956989
2019-03-03T14:18:46.680037: step 186, loss 0.153, accuracy 0.941406, precision 0.967032967032967, recall 0.88
2019-03-03T14:18:46.932054: step 187, loss 0.229098, accuracy 0.923077, precision 0.9302325581395349, recall 0.8695652173913043
2019-03-03T14:18:47.504979: step 188, loss 0.177149, accuracy 0.925781, precision 0.8969072164948454, recall 0.90625
2019-03-03T14:18:48.044537: step 189, loss 0.14033, accuracy 0.933594, precision 0.8773584905660378, recall 0.9587628865979382
2019-03-03T14:18:48.571636: step 190, loss 0.120299, accuracy 0.953125, precision 0.9230769230769231, recall 0.9438202247191011
2019-03-03T14:18:49.085263: step 191, loss 0.163206, accuracy 0.914062, precision 0.8333333333333334, recall 0.9146341463414634
2019-03-03T14:18:49.561994: step 192, loss 0.15446, accuracy 0.941406, precision 0.9042553191489362, recall 0.9340659340659341
2019-03-03T14:18:50.063784: step 193, loss 0.15038, accuracy 0.945312, precision 0.9, recall 0.9230769230769231
2019-03-03T14:18:50.587383: step 194, loss 0.0985921, accuracy 0.964844, precision 0.9468085106382979, recall 0.956989247311828
2019-03-03T14:18:51.105017: step 195, loss 0.184506, accuracy 0.917969, precision 0.875, recall 0.9032258064516129
2019-03-03T14:18:51.598697: step 196, loss 0.158861, accuracy 0.949219, precision 0.9479166666666666, recall 0.9191919191919192
2019-03-03T14:18:52.095751: step 197, loss 0.128186, accuracy 0.9375, precision 0.9069767441860465, recall 0.9069767441860465
