Pretrained Embedding: ELMo
Italian: True
Loading data...
4681
Max Document length: 81
Vocabulary Size: 1
Train/Dev split: 4447/234
ELMo module loaded from tensorflow-hub
79
78
77
Writing to /home/ubuntu/Project/runs/1551758559

2019-03-05T04:02:45.339750: step 1, loss 2.67252, accuracy 0.625, precision 0.35135135135135137, recall 0.35135135135135137
2019-03-05T04:04:14.214767: step 40, loss 0.694601, accuracy 0.789062, precision 0.8222222222222222, recall 0.6607142857142857
2019-03-05T04:04:16.459724: step 41, loss 0.52688, accuracy 0.796875, precision 0.8666666666666667, recall 0.6610169491525424
2019-03-05T04:04:18.705643: step 42, loss 0.433702, accuracy 0.851562, precision 0.8333333333333334, recall 0.7446808510638298
2019-03-05T04:04:20.957022: step 43, loss 0.578903, accuracy 0.789062, precision 0.717391304347826, recall 0.7021276595744681
2019-03-05T04:04:23.218832: step 44, loss 0.850145, accuracy 0.75, precision 0.4888888888888889, recall 0.7096774193548387
2019-03-05T04:04:25.472038: step 45, loss 0.452338, accuracy 0.859375, precision 0.6444444444444445, recall 0.9354838709677419
2019-03-05T04:04:27.741778: step 46, loss 0.378616, accuracy 0.835938, precision 0.6511627906976745, recall 0.8235294117647058
2019-03-05T04:04:29.992150: step 47, loss 0.609966, accuracy 0.796875, precision 0.6486486486486487, recall 0.6486486486486487
2019-03-05T04:04:32.241854: step 48, loss 0.561108, accuracy 0.796875, precision 0.7142857142857143, recall 0.7446808510638298
2019-03-05T04:04:34.504023: step 49, loss 0.75536, accuracy 0.78125, precision 0.851063829787234, recall 0.6557377049180327
2019-03-05T04:04:36.755943: step 50, loss 0.496511, accuracy 0.851562, precision 0.8727272727272727, recall 0.8
2019-03-05T04:04:39.016692: step 51, loss 0.441114, accuracy 0.835938, precision 0.7959183673469388, recall 0.78
2019-03-05T04:04:41.266227: step 52, loss 0.507355, accuracy 0.828125, precision 0.8333333333333334, recall 0.7
2019-03-05T04:04:43.514562: step 53, loss 0.637562, accuracy 0.8125, precision 0.6326530612244898, recall 0.8378378378378378
2019-03-05T04:04:45.763683: step 54, loss 0.373195, accuracy 0.84375, precision 0.6923076923076923, recall 0.9
2019-03-05T04:04:48.028829: step 55, loss 0.401551, accuracy 0.875, precision 0.7291666666666666, recall 0.9210526315789473
2019-03-05T04:04:50.279224: step 56, loss 0.266929, accuracy 0.90625, precision 0.8444444444444444, recall 0.8837209302325582
2019-03-05T04:04:52.551278: step 57, loss 0.578421, accuracy 0.8125, precision 0.8292682926829268, recall 0.6666666666666666
2019-03-05T04:04:54.808052: step 58, loss 0.605421, accuracy 0.8125, precision 0.8571428571428571, recall 0.6122448979591837
2019-03-05T04:04:57.048106: step 59, loss 0.270702, accuracy 0.875, precision 0.7884615384615384, recall 0.8913043478260869
2019-03-05T04:04:59.311629: step 60, loss 0.459194, accuracy 0.835938, precision 0.6756756756756757, recall 0.7352941176470589
2019-03-05T04:05:01.565458: step 61, loss 0.394346, accuracy 0.859375, precision 0.6938775510204082, recall 0.918918918918919
2019-03-05T04:05:03.836221: step 62, loss 0.372195, accuracy 0.84375, precision 0.625, recall 0.9375
2019-03-05T04:05:06.094968: step 63, loss 0.477419, accuracy 0.796875, precision 0.6964285714285714, recall 0.8125
2019-03-05T04:05:08.343422: step 64, loss 0.389391, accuracy 0.859375, precision 0.8636363636363636, recall 0.76
2019-03-05T04:05:10.601212: step 65, loss 0.399121, accuracy 0.835938, precision 0.8269230769230769, recall 0.7818181818181819
2019-03-05T04:05:12.854869: step 66, loss 0.48919, accuracy 0.789062, precision 0.8333333333333334, recall 0.6363636363636364
2019-03-05T04:05:15.112230: step 67, loss 0.428968, accuracy 0.835938, precision 0.7954545454545454, recall 0.7446808510638298
2019-03-05T04:05:17.380975: step 68, loss 0.337002, accuracy 0.859375, precision 0.7959183673469388, recall 0.8297872340425532
2019-03-05T04:05:19.638323: step 69, loss 0.454019, accuracy 0.835938, precision 0.7045454545454546, recall 0.7948717948717948
2019-03-05T04:05:21.784250: step 70, loss 0.408761, accuracy 0.831579, precision 0.675, recall 0.9
2019-03-05T04:05:24.026901: step 71, loss 0.48827, accuracy 0.835938, precision 0.6739130434782609, recall 0.8378378378378378
2019-03-05T04:05:26.276262: step 72, loss 0.185011, accuracy 0.929688, precision 0.8421052631578947, recall 0.9142857142857143
2019-03-05T04:05:28.540966: step 73, loss 0.373317, accuracy 0.851562, precision 0.78, recall 0.8297872340425532
2019-03-05T04:05:30.815520: step 74, loss 0.327509, accuracy 0.851562, precision 0.8571428571428571, recall 0.7346938775510204
2019-03-05T04:05:33.079048: step 75, loss 0.320046, accuracy 0.875, precision 0.8913043478260869, recall 0.7884615384615384
2019-03-05T04:05:35.345106: step 76, loss 0.299832, accuracy 0.882812, precision 0.775, recall 0.8378378378378378
2019-03-05T04:05:37.616629: step 77, loss 0.264254, accuracy 0.84375, precision 0.6829268292682927, recall 0.8
2019-03-05T04:05:39.870410: step 78, loss 0.40887, accuracy 0.851562, precision 0.673469387755102, recall 0.9166666666666666
2019-03-05T04:05:42.097756: step 79, loss 0.343961, accuracy 0.8125, precision 0.7592592592592593, recall 0.7884615384615384
2019-03-05T04:05:44.373770: step 80, loss 0.298973, accuracy 0.851562, precision 0.6410256410256411, recall 0.8333333333333334
2019-03-05T04:05:46.632343: step 81, loss 0.239605, accuracy 0.890625, precision 0.7714285714285715, recall 0.8181818181818182
2019-03-05T04:05:48.908679: step 82, loss 0.425585, accuracy 0.8125, precision 0.8163265306122449, recall 0.7272727272727273
2019-03-05T04:05:51.174526: step 83, loss 0.225225, accuracy 0.898438, precision 0.8979591836734694, recall 0.8461538461538461
2019-03-05T04:05:53.424378: step 84, loss 0.295324, accuracy 0.898438, precision 0.782608695652174, recall 0.9230769230769231
2019-03-05T04:05:55.689341: step 85, loss 0.279785, accuracy 0.859375, precision 0.6808510638297872, recall 0.9142857142857143
2019-03-05T04:05:57.948166: step 86, loss 0.416384, accuracy 0.851562, precision 0.7857142857142857, recall 0.7674418604651163
2019-03-05T04:06:00.203431: step 87, loss 0.335378, accuracy 0.8125, precision 0.7317073170731707, recall 0.6976744186046512
2019-03-05T04:06:02.462776: step 88, loss 0.396005, accuracy 0.851562, precision 0.7, recall 0.6774193548387096
2019-03-05T04:06:04.712784: step 89, loss 0.295884, accuracy 0.875, precision 0.6981132075471698, recall 1.0
2019-03-05T04:06:06.954802: step 90, loss 0.29893, accuracy 0.882812, precision 0.7833333333333333, recall 0.9591836734693877
2019-03-05T04:06:09.192990: step 91, loss 0.265392, accuracy 0.859375, precision 0.8372093023255814, recall 0.7659574468085106
2019-03-05T04:06:11.456561: step 92, loss 0.261442, accuracy 0.875, precision 0.8541666666666666, recall 0.82
2019-03-05T04:06:13.695965: step 93, loss 0.366977, accuracy 0.84375, precision 0.7777777777777778, recall 0.7
2019-03-05T04:06:15.975775: step 94, loss 0.259554, accuracy 0.882812, precision 0.7450980392156863, recall 0.95
2019-03-05T04:06:18.229047: step 95, loss 0.409988, accuracy 0.828125, precision 0.6296296296296297, recall 0.9444444444444444
2019-03-05T04:06:20.489036: step 96, loss 0.255173, accuracy 0.890625, precision 0.8166666666666667, recall 0.9423076923076923
2019-03-05T04:06:22.744467: step 97, loss 0.243682, accuracy 0.882812, precision 0.8936170212765957, recall 0.8076923076923077
2019-03-05T04:06:24.999867: step 98, loss 0.355612, accuracy 0.851562, precision 0.8478260869565217, recall 0.7647058823529411
2019-03-05T04:06:27.270623: step 99, loss 0.380231, accuracy 0.890625, precision 0.9782608695652174, recall 0.7758620689655172
2019-03-05T04:06:29.515108: step 100, loss 0.393697, accuracy 0.84375, precision 0.8214285714285714, recall 0.8214285714285714
2019-03-05T04:06:31.771157: step 101, loss 0.274597, accuracy 0.890625, precision 0.7755102040816326, recall 0.926829268292683
2019-03-05T04:06:34.019399: step 102, loss 0.285138, accuracy 0.867188, precision 0.6530612244897959, recall 1.0
2019-03-05T04:06:36.293831: step 103, loss 0.321789, accuracy 0.851562, precision 0.6981132075471698, recall 0.925
2019-03-05T04:06:38.550866: step 104, loss 0.318355, accuracy 0.859375, precision 0.8363636363636363, recall 0.8363636363636363
2019-03-05T04:06:40.717004: step 105, loss 0.353006, accuracy 0.842105, precision 0.7297297297297297, recall 0.84375
2019-03-05T04:06:42.956895: step 106, loss 0.252492, accuracy 0.90625, precision 0.9130434782608695, recall 0.84
2019-03-05T04:06:45.207145: step 107, loss 0.252777, accuracy 0.890625, precision 0.9361702127659575, recall 0.8
2019-03-05T04:06:47.478589: step 108, loss 0.271841, accuracy 0.890625, precision 0.84, recall 0.875
2019-03-05T04:06:49.738644: step 109, loss 0.257588, accuracy 0.859375, precision 0.7962962962962963, recall 0.86
2019-03-05T04:06:52.015269: step 110, loss 0.234141, accuracy 0.90625, precision 0.8205128205128205, recall 0.8648648648648649
2019-03-05T04:06:54.260501: step 111, loss 0.185828, accuracy 0.898438, precision 0.7777777777777778, recall 0.9210526315789473
2019-03-05T04:06:56.542095: step 112, loss 0.154355, accuracy 0.921875, precision 0.7647058823529411, recall 0.9285714285714286
2019-03-05T04:06:58.808281: step 113, loss 0.407253, accuracy 0.828125, precision 0.625, recall 0.8823529411764706
2019-03-05T04:07:01.059615: step 114, loss 0.281438, accuracy 0.851562, precision 0.7307692307692307, recall 0.8837209302325582
2019-03-05T04:07:03.338711: step 115, loss 0.263089, accuracy 0.875, precision 0.8125, recall 0.8478260869565217
2019-03-05T04:07:05.585848: step 116, loss 0.22642, accuracy 0.929688, precision 0.9183673469387755, recall 0.9
2019-03-05T04:07:07.860271: step 117, loss 0.294464, accuracy 0.867188, precision 0.868421052631579, recall 0.7333333333333333
2019-03-05T04:07:10.120731: step 118, loss 0.302158, accuracy 0.867188, precision 0.8076923076923077, recall 0.8571428571428571
2019-03-05T04:07:12.362699: step 119, loss 0.42643, accuracy 0.882812, precision 0.9069767441860465, recall 0.78
2019-03-05T04:07:14.606415: step 120, loss 0.25239, accuracy 0.882812, precision 0.7297297297297297, recall 0.84375
2019-03-05T04:07:16.889864: step 121, loss 0.282183, accuracy 0.875, precision 0.7592592592592593, recall 0.9318181818181818
2019-03-05T04:07:19.161045: step 122, loss 0.282766, accuracy 0.90625, precision 0.7551020408163265, recall 1.0
2019-03-05T04:07:21.425345: step 123, loss 0.211446, accuracy 0.9375, precision 0.8333333333333334, recall 0.9375
2019-03-05T04:07:23.679562: step 124, loss 0.29167, accuracy 0.867188, precision 0.8333333333333334, recall 0.8163265306122449
2019-03-05T04:07:25.929082: step 125, loss 0.266601, accuracy 0.890625, precision 0.88, recall 0.8461538461538461
2019-03-05T04:07:28.208352: step 126, loss 0.285207, accuracy 0.875, precision 0.8867924528301887, recall 0.8245614035087719
2019-03-05T04:07:30.451644: step 127, loss 0.24636, accuracy 0.867188, precision 0.8867924528301887, recall 0.8103448275862069
2019-03-05T04:07:32.717557: step 128, loss 0.231611, accuracy 0.898438, precision 0.9090909090909091, recall 0.8620689655172413
2019-03-05T04:07:34.992175: step 129, loss 0.218529, accuracy 0.914062, precision 0.8541666666666666, recall 0.9111111111111111
2019-03-05T04:07:37.254434: step 130, loss 0.228492, accuracy 0.867188, precision 0.7254901960784313, recall 0.925
2019-03-05T04:07:39.489144: step 131, loss 0.201718, accuracy 0.914062, precision 0.8775510204081632, recall 0.8958333333333334
2019-03-05T04:07:41.751014: step 132, loss 0.293893, accuracy 0.859375, precision 0.7346938775510204, recall 0.8780487804878049
2019-03-05T04:07:44.039611: step 133, loss 0.24506, accuracy 0.890625, precision 0.8461538461538461, recall 0.8048780487804879
2019-03-05T04:07:46.290081: step 134, loss 0.288653, accuracy 0.890625, precision 0.8269230769230769, recall 0.8958333333333334
2019-03-05T04:07:48.558986: step 135, loss 0.214884, accuracy 0.9375, precision 0.8333333333333334, recall 0.9722222222222222
2019-03-05T04:07:50.817278: step 136, loss 0.243313, accuracy 0.914062, precision 0.8541666666666666, recall 0.9111111111111111
2019-03-05T04:07:53.075948: step 137, loss 0.303069, accuracy 0.859375, precision 0.75, recall 0.7894736842105263
2019-03-05T04:07:55.352317: step 138, loss 0.233582, accuracy 0.921875, precision 0.8571428571428571, recall 0.9
2019-03-05T04:07:57.609158: step 139, loss 0.319935, accuracy 0.867188, precision 0.7254901960784313, recall 0.925
2019-03-05T04:07:59.768770: step 140, loss 0.20679, accuracy 0.915789, precision 0.8611111111111112, recall 0.9117647058823529
2019-03-05T04:08:02.042144: step 141, loss 0.288418, accuracy 0.859375, precision 0.7924528301886793, recall 0.8571428571428571
2019-03-05T04:08:04.301853: step 142, loss 0.254637, accuracy 0.882812, precision 0.7674418604651163, recall 0.868421052631579
2019-03-05T04:08:06.534273: step 143, loss 0.295101, accuracy 0.875, precision 0.8333333333333334, recall 0.8653846153846154
2019-03-05T04:08:08.801315: step 144, loss 0.28384, accuracy 0.875, precision 0.8541666666666666, recall 0.82
2019-03-05T04:08:11.065113: step 145, loss 0.16616, accuracy 0.914062, precision 0.9, recall 0.8823529411764706
2019-03-05T04:08:13.322326: step 146, loss 0.35064, accuracy 0.882812, precision 0.8727272727272727, recall 0.8571428571428571
2019-03-05T04:08:15.577784: step 147, loss 0.232714, accuracy 0.9375, precision 0.8979591836734694, recall 0.9361702127659575
2019-03-05T04:08:17.831354: step 148, loss 0.301991, accuracy 0.867188, precision 0.7358490566037735, recall 0.9285714285714286
2019-03-05T04:08:20.125619: step 149, loss 0.181945, accuracy 0.9375, precision 0.7941176470588235, recall 0.9642857142857143
2019-03-05T04:08:22.379992: step 150, loss 0.207355, accuracy 0.914062, precision 0.8372093023255814, recall 0.9
2019-03-05T04:08:24.626365: step 151, loss 0.203185, accuracy 0.9375, precision 0.88, recall 0.9565217391304348
2019-03-05T04:08:26.879752: step 152, loss 0.194837, accuracy 0.9375, precision 0.8536585365853658, recall 0.9459459459459459
2019-03-05T04:08:29.142157: step 153, loss 0.218683, accuracy 0.90625, precision 0.8958333333333334, recall 0.86
2019-03-05T04:08:31.384943: step 154, loss 0.288955, accuracy 0.882812, precision 0.8545454545454545, recall 0.8703703703703703
2019-03-05T04:08:33.654403: step 155, loss 0.210511, accuracy 0.90625, precision 0.9024390243902439, recall 0.8222222222222222
2019-03-05T04:08:35.928241: step 156, loss 0.215253, accuracy 0.914062, precision 0.875, recall 0.8936170212765957
2019-03-05T04:08:38.196144: step 157, loss 0.207845, accuracy 0.921875, precision 0.896551724137931, recall 0.9285714285714286
2019-03-05T04:08:40.451735: step 158, loss 0.230236, accuracy 0.90625, precision 0.8958333333333334, recall 0.86
2019-03-05T04:08:42.693961: step 159, loss 0.238277, accuracy 0.898438, precision 0.8163265306122449, recall 0.9090909090909091
2019-03-05T04:08:44.947882: step 160, loss 0.184169, accuracy 0.90625, precision 0.8823529411764706, recall 0.8823529411764706
2019-03-05T04:08:47.224823: step 161, loss 0.157978, accuracy 0.9375, precision 0.9361702127659575, recall 0.8979591836734694
2019-03-05T04:08:49.482608: step 162, loss 0.240558, accuracy 0.882812, precision 0.7608695652173914, recall 0.8974358974358975
2019-03-05T04:08:51.730936: step 163, loss 0.251366, accuracy 0.898438, precision 0.8076923076923077, recall 0.9333333333333333
2019-03-05T04:08:53.989625: step 164, loss 0.230546, accuracy 0.929688, precision 0.9183673469387755, recall 0.9
2019-03-05T04:08:56.238196: step 165, loss 0.192721, accuracy 0.890625, precision 0.8085106382978723, recall 0.8837209302325582
2019-03-05T04:08:58.509806: step 166, loss 0.273411, accuracy 0.914062, precision 0.9090909090909091, recall 0.8928571428571429
2019-03-05T04:09:00.790182: step 167, loss 0.232529, accuracy 0.898438, precision 0.8378378378378378, recall 0.8157894736842105
2019-03-05T04:09:03.067559: step 168, loss 0.262454, accuracy 0.914062, precision 0.8636363636363636, recall 0.8837209302325582
2019-03-05T04:09:05.346518: step 169, loss 0.196497, accuracy 0.921875, precision 0.8333333333333334, recall 0.9210526315789473
2019-03-05T04:09:07.602696: step 170, loss 0.24172, accuracy 0.898438, precision 0.75, recall 0.9090909090909091
2019-03-05T04:09:09.843420: step 171, loss 0.180328, accuracy 0.90625, precision 0.7560975609756098, recall 0.9393939393939394
2019-03-05T04:09:12.112771: step 172, loss 0.241876, accuracy 0.914062, precision 0.875, recall 0.8936170212765957
2019-03-05T04:09:14.374837: step 173, loss 0.236889, accuracy 0.914062, precision 0.85, recall 0.8717948717948718
2019-03-05T04:09:16.625233: step 174, loss 0.190687, accuracy 0.914062, precision 0.8285714285714286, recall 0.8529411764705882
2019-03-05T04:09:18.771670: step 175, loss 0.276013, accuracy 0.894737, precision 0.7575757575757576, recall 0.9259259259259259
2019-03-05T04:09:21.038420: step 176, loss 0.307057, accuracy 0.84375, precision 0.7407407407407407, recall 0.8695652173913043
2019-03-05T04:09:23.314467: step 177, loss 0.165086, accuracy 0.921875, precision 0.9, recall 0.9
2019-03-05T04:09:25.552621: step 178, loss 0.18529, accuracy 0.921875, precision 0.9482758620689655, recall 0.8870967741935484
2019-03-05T04:09:27.802928: step 179, loss 0.187155, accuracy 0.921875, precision 0.9183673469387755, recall 0.8823529411764706
2019-03-05T04:09:30.049727: step 180, loss 0.16697, accuracy 0.945312, precision 0.9607843137254902, recall 0.9074074074074074
2019-03-05T04:09:32.292576: step 181, loss 0.182607, accuracy 0.921875, precision 0.8958333333333334, recall 0.8958333333333334
2019-03-05T04:09:34.573188: step 182, loss 0.138913, accuracy 0.9375, precision 0.8571428571428571, recall 0.9473684210526315
2019-03-05T04:09:36.834102: step 183, loss 0.217712, accuracy 0.914062, precision 0.7608695652173914, recall 1.0
2019-03-05T04:09:39.096024: step 184, loss 0.229555, accuracy 0.890625, precision 0.7884615384615384, recall 0.9318181818181818
2019-03-05T04:09:41.358364: step 185, loss 0.182871, accuracy 0.90625, precision 0.8541666666666666, recall 0.8913043478260869
2019-03-05T04:09:43.618415: step 186, loss 0.260425, accuracy 0.875, precision 0.8867924528301887, recall 0.8245614035087719
2019-03-05T04:09:45.868178: step 187, loss 0.29724, accuracy 0.90625, precision 0.9411764705882353, recall 0.8421052631578947
2019-03-05T04:09:48.128737: step 188, loss 0.195799, accuracy 0.890625, precision 0.9387755102040817, recall 0.8070175438596491
2019-03-05T04:09:50.394395: step 189, loss 0.209777, accuracy 0.914062, precision 0.7948717948717948, recall 0.9117647058823529
2019-03-05T04:09:52.649740: step 190, loss 0.177516, accuracy 0.9375, precision 0.8709677419354839, recall 0.8709677419354839
2019-03-05T04:09:54.904706: step 191, loss 0.236436, accuracy 0.90625, precision 0.8095238095238095, recall 0.8947368421052632
2019-03-05T04:09:57.163364: step 192, loss 0.171036, accuracy 0.9375, precision 0.8260869565217391, recall 1.0
2019-03-05T04:09:59.427541: step 193, loss 0.265943, accuracy 0.890625, precision 0.7435897435897436, recall 0.8787878787878788
2019-03-05T04:10:01.690532: step 194, loss 0.289693, accuracy 0.929688, precision 0.9285714285714286, recall 0.8666666666666667
2019-03-05T04:10:03.944167: step 195, loss 0.226009, accuracy 0.898438, precision 0.7692307692307693, recall 0.975609756097561
2019-03-05T04:10:06.206023: step 196, loss 0.272677, accuracy 0.882812, precision 0.9347826086956522, recall 0.7818181818181819
2019-03-05T04:10:08.448283: step 197, loss 0.12032, accuracy 0.96875, precision 0.9387755102040817, recall 0.9787234042553191
2019-03-05T04:10:10.731717: step 198, loss 0.152903, accuracy 0.9375, precision 0.8958333333333334, recall 0.9347826086956522
2019-03-05T04:10:12.977493: step 199, loss 0.196392, accuracy 0.914062, precision 0.8846153846153846, recall 0.9019607843137255
2019-03-05T04:10:15.241317: step 200, loss 0.288895, accuracy 0.921875, precision 0.9137931034482759, recall 0.9137931034482759
2019-03-05T04:10:17.527400: step 201, loss 0.155297, accuracy 0.929688, precision 0.9387755102040817, recall 0.8846153846153846
2019-03-05T04:10:19.769407: step 202, loss 0.15874, accuracy 0.953125, precision 0.925, recall 0.925
2019-03-05T04:10:22.020200: step 203, loss 0.170076, accuracy 0.945312, precision 0.94, recall 0.9215686274509803
2019-03-05T04:10:24.292766: step 204, loss 0.191073, accuracy 0.929688, precision 0.8666666666666667, recall 0.9285714285714286
2019-03-05T04:10:26.528738: step 205, loss 0.233599, accuracy 0.867188, precision 0.7441860465116279, recall 0.8421052631578947
2019-03-05T04:10:28.756726: step 206, loss 0.161831, accuracy 0.929688, precision 0.7631578947368421, recall 1.0
2019-03-05T04:10:31.011814: step 207, loss 0.267452, accuracy 0.90625, precision 0.782608695652174, recall 0.9473684210526315
2019-03-05T04:10:33.259745: step 208, loss 0.256713, accuracy 0.914062, precision 0.8431372549019608, recall 0.9347826086956522
2019-03-05T04:10:35.526126: step 209, loss 0.186049, accuracy 0.914062, precision 0.875, recall 0.8536585365853658
2019-03-05T04:10:37.695506: step 210, loss 0.147237, accuracy 0.947368, precision 0.9333333333333333, recall 0.9032258064516129
2019-03-05T04:10:39.965709: step 211, loss 0.176308, accuracy 0.945312, precision 0.9375, recall 0.9183673469387755
2019-03-05T04:10:42.226800: step 212, loss 0.154021, accuracy 0.976562, precision 0.9743589743589743, recall 0.95
2019-03-05T04:10:44.466301: step 213, loss 0.187579, accuracy 0.914062, precision 0.813953488372093, recall 0.9210526315789473
2019-03-05T04:10:46.703793: step 214, loss 0.109878, accuracy 0.976562, precision 0.9767441860465116, recall 0.9545454545454546
2019-03-05T04:10:48.959816: step 215, loss 0.265011, accuracy 0.867188, precision 0.7115384615384616, recall 0.9487179487179487
2019-03-05T04:10:51.232918: step 216, loss 0.21259, accuracy 0.898438, precision 0.8333333333333334, recall 0.9183673469387755
2019-03-05T04:10:53.485378: step 217, loss 0.198269, accuracy 0.929688, precision 0.92, recall 0.9019607843137255
2019-03-05T04:10:55.743763: step 218, loss 0.206909, accuracy 0.882812, precision 0.9148936170212766, recall 0.7962962962962963
2019-03-05T04:10:57.984897: step 219, loss 0.178092, accuracy 0.9375, precision 0.9444444444444444, recall 0.9107142857142857
2019-03-05T04:11:00.245567: step 220, loss 0.183835, accuracy 0.914062, precision 0.9272727272727272, recall 0.8793103448275862
2019-03-05T04:11:02.478190: step 221, loss 0.106861, accuracy 0.953125, precision 0.9361702127659575, recall 0.9361702127659575
2019-03-05T04:11:04.714334: step 222, loss 0.179192, accuracy 0.9375, precision 0.9333333333333333, recall 0.8936170212765957
2019-03-05T04:11:06.954658: step 223, loss 0.165796, accuracy 0.9375, precision 0.8333333333333334, recall 1.0
2019-03-05T04:11:09.228217: step 224, loss 0.160163, accuracy 0.914062, precision 0.7804878048780488, recall 0.9411764705882353
2019-03-05T04:11:11.492934: step 225, loss 0.197021, accuracy 0.945312, precision 0.8780487804878049, recall 0.9473684210526315
2019-03-05T04:11:13.749092: step 226, loss 0.150482, accuracy 0.96875, precision 0.9523809523809523, recall 0.9523809523809523
2019-03-05T04:11:16.016567: step 227, loss 0.149641, accuracy 0.945312, precision 0.9318181818181818, recall 0.9111111111111111
