"C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\python.exe" "C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py"
Using TensorFlow backend.
GloVe model loaded
Pretrained Embedding: GloVe
Italian: False
Loading data...
11566
Max Document length: 36
WARNING:tensorflow:From C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py:82: VocabularyProcessor.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.text) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
WARNING:tensorflow:From C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\lib\site-packages\tensorflow\contrib\learn\python\learn\preprocessing\text.py:154: CategoricalVocabulary.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.categorical_vocabulary) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
Vocabulary Size: 1
Train/Dev split: 10410/1156
2019-03-03 13:05:42.570724: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2
WARNING:tensorflow:From C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\main_pre_trained_embeddings.py:475: softmax_cross_entropy_with_logits (from tensorflow.python.ops.nn_ops) is deprecated and will be removed in a future version.
Instructions for updating:

Future major versions of TensorFlow will allow gradients to flow
into the labels input on backprop by default.

See `tf.nn.softmax_cross_entropy_with_logits_v2`.

Writing to C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\runs\1551639943

2019-03-03T13:05:45.557285: step 1, loss 1.21581, accuracy 0.628906, precision 0.8370786516853933, recall 0.6930232558139535
2019-03-03T13:05:51.742484: step 15, loss 0.772374, accuracy 0.746094, precision 0.8630952380952381, recall 0.7754010695187166
2019-03-03T13:05:52.406451: step 16, loss 0.762273, accuracy 0.734375, precision 0.8383233532934131, recall 0.7734806629834254
2019-03-03T13:05:54.618746: step 17, loss 0.91323, accuracy 0.710938, precision 0.8223684210526315, recall 0.7267441860465116
2019-03-03T13:05:56.833801: step 18, loss 0.762097, accuracy 0.746094, precision 0.7833333333333333, recall 0.844311377245509
2019-03-03T13:05:58.443162: step 19, loss 0.775342, accuracy 0.695312, precision 0.735632183908046, recall 0.8
2019-03-03T13:06:00.253095: step 20, loss 0.717261, accuracy 0.726562, precision 0.8074534161490683, recall 0.7692307692307693
2019-03-03T13:06:01.591358: step 21, loss 0.83644, accuracy 0.714844, precision 0.7891566265060241, recall 0.7751479289940828
2019-03-03T13:06:02.795972: step 22, loss 0.687549, accuracy 0.769531, precision 0.8372093023255814, recall 0.8228571428571428
2019-03-03T13:06:03.850150: step 23, loss 0.687477, accuracy 0.757812, precision 0.8136645962732919, recall 0.803680981595092
2019-03-03T13:06:04.773681: step 24, loss 1.02575, accuracy 0.691406, precision 0.7607361963190185, recall 0.7560975609756098
2019-03-03T13:06:05.723164: step 25, loss 0.850899, accuracy 0.714844, precision 0.8106508875739645, recall 0.7696629213483146
2019-03-03T13:06:06.581891: step 26, loss 0.66394, accuracy 0.78125, precision 0.8047337278106509, recall 0.8553459119496856
2019-03-03T13:06:07.375337: step 27, loss 0.739032, accuracy 0.738281, precision 0.8352272727272727, recall 0.7945945945945946
2019-03-03T13:06:08.190156: step 28, loss 0.638989, accuracy 0.769531, precision 0.8203592814371258, recall 0.8253012048192772
2019-03-03T13:06:08.894248: step 29, loss 0.808278, accuracy 0.726562, precision 0.8048780487804879, recall 0.7764705882352941
2019-03-03T13:06:09.606329: step 30, loss 0.795357, accuracy 0.707031, precision 0.7878787878787878, recall 0.7647058823529411
2019-03-03T13:06:10.424708: step 31, loss 0.587951, accuracy 0.761719, precision 0.8035714285714286, recall 0.8282208588957055
2019-03-03T13:06:11.077976: step 32, loss 0.730321, accuracy 0.753906, precision 0.7898089171974523, recall 0.8051948051948052
2019-03-03T13:06:11.788480: step 33, loss 0.808298, accuracy 0.710938, precision 0.7804878048780488, recall 0.7710843373493976
2019-03-03T13:06:12.510066: step 34, loss 0.738127, accuracy 0.730469, precision 0.7869822485207101, recall 0.8012048192771084
2019-03-03T13:06:13.150352: step 35, loss 0.635546, accuracy 0.726562, precision 0.810126582278481, recall 0.7619047619047619
2019-03-03T13:06:13.840507: step 36, loss 0.663467, accuracy 0.773438, precision 0.8314606741573034, recall 0.8409090909090909
2019-03-03T13:06:14.478742: step 37, loss 0.786301, accuracy 0.71875, precision 0.8421052631578947, recall 0.7619047619047619
2019-03-03T13:06:15.086630: step 38, loss 0.528847, accuracy 0.765625, precision 0.8342245989304813, recall 0.8432432432432433
2019-03-03T13:06:15.736401: step 39, loss 0.492713, accuracy 0.820312, precision 0.8787878787878788, recall 0.847953216374269
2019-03-03T13:06:16.382200: step 40, loss 0.480739, accuracy 0.789062, precision 0.8707865168539326, recall 0.8333333333333334
2019-03-03T13:06:16.807617: step 41, loss 0.783276, accuracy 0.694118, precision 0.7981651376146789, recall 0.7435897435897436
2019-03-03T13:06:17.375138: step 42, loss 0.514737, accuracy 0.789062, precision 0.8670520231213873, recall 0.8287292817679558
2019-03-03T13:06:17.984413: step 43, loss 0.620642, accuracy 0.742188, precision 0.8378378378378378, recall 0.7469879518072289
2019-03-03T13:06:18.619232: step 44, loss 0.536963, accuracy 0.777344, precision 0.7816091954022989, recall 0.8774193548387097
2019-03-03T13:06:19.167605: step 45, loss 0.471796, accuracy 0.785156, precision 0.8098159509202454, recall 0.8461538461538461
2019-03-03T13:06:19.730766: step 46, loss 0.540608, accuracy 0.792969, precision 0.8212290502793296, recall 0.875
2019-03-03T13:06:20.293266: step 47, loss 0.426794, accuracy 0.84375, precision 0.875, recall 0.8953488372093024
2019-03-03T13:06:20.914661: step 48, loss 0.598564, accuracy 0.773438, precision 0.8809523809523809, recall 0.7956989247311828
2019-03-03T13:06:21.435803: step 49, loss 0.430632, accuracy 0.824219, precision 0.8862275449101796, recall 0.8505747126436781
2019-03-03T13:06:22.012765: step 50, loss 0.50897, accuracy 0.808594, precision 0.9141104294478528, recall 0.8097826086956522
2019-03-03T13:06:22.545993: step 51, loss 0.522287, accuracy 0.777344, precision 0.8719512195121951, recall 0.7988826815642458
2019-03-03T13:06:23.063182: step 52, loss 0.483016, accuracy 0.777344, precision 0.825, recall 0.8198757763975155
2019-03-03T13:06:23.626219: step 53, loss 0.458121, accuracy 0.816406, precision 0.8514285714285714, recall 0.8764705882352941
2019-03-03T13:06:24.234653: step 54, loss 0.447156, accuracy 0.820312, precision 0.8412698412698413, recall 0.9085714285714286
2019-03-03T13:06:24.752394: step 55, loss 0.452852, accuracy 0.785156, precision 0.844311377245509, recall 0.8294117647058824
2019-03-03T13:06:25.258036: step 56, loss 0.408343, accuracy 0.847656, precision 0.9096385542168675, recall 0.8628571428571429
2019-03-03T13:06:25.879882: step 57, loss 0.418181, accuracy 0.84375, precision 0.9107142857142857, recall 0.8595505617977528
2019-03-03T13:06:26.393543: step 58, loss 0.508298, accuracy 0.820312, precision 0.8875739644970414, recall 0.847457627118644
2019-03-03T13:06:26.926618: step 59, loss 0.419706, accuracy 0.855469, precision 0.9235294117647059, recall 0.8674033149171271
2019-03-03T13:06:27.422313: step 60, loss 0.465205, accuracy 0.8125, precision 0.850828729281768, recall 0.88
2019-03-03T13:06:27.953913: step 61, loss 0.49328, accuracy 0.785156, precision 0.8855421686746988, recall 0.8032786885245902
2019-03-03T13:06:28.459072: step 62, loss 0.555741, accuracy 0.78125, precision 0.8971428571428571, recall 0.8051282051282052
2019-03-03T13:06:28.987676: step 63, loss 0.47214, accuracy 0.804688, precision 0.8837209302325582, recall 0.8351648351648352
2019-03-03T13:06:29.483888: step 64, loss 0.453961, accuracy 0.832031, precision 0.9230769230769231, recall 0.8387096774193549
2019-03-03T13:06:30.014491: step 65, loss 0.51594, accuracy 0.796875, precision 0.8588235294117647, recall 0.8390804597701149
2019-03-03T13:06:30.538666: step 66, loss 0.491324, accuracy 0.792969, precision 0.8068181818181818, recall 0.8819875776397516
2019-03-03T13:06:31.066784: step 67, loss 0.518555, accuracy 0.785156, precision 0.8055555555555556, recall 0.8787878787878788
2019-03-03T13:06:31.574846: step 68, loss 0.539449, accuracy 0.757812, precision 0.7865853658536586, recall 0.8269230769230769
2019-03-03T13:06:32.061073: step 69, loss 0.529141, accuracy 0.785156, precision 0.8441558441558441, recall 0.8074534161490683
2019-03-03T13:06:32.540812: step 70, loss 0.532159, accuracy 0.773438, precision 0.8780487804878049, recall 0.7912087912087912
2019-03-03T13:06:33.062446: step 71, loss 0.391647, accuracy 0.839844, precision 0.9090909090909091, recall 0.8648648648648649
2019-03-03T13:06:33.563177: step 72, loss 0.405394, accuracy 0.820312, precision 0.8926553672316384, recall 0.8540540540540541
2019-03-03T13:06:34.100074: step 73, loss 0.421924, accuracy 0.8125, precision 0.9112426035502958, recall 0.8235294117647058
2019-03-03T13:06:34.610876: step 74, loss 0.466431, accuracy 0.828125, precision 0.9069767441860465, recall 0.8478260869565217
2019-03-03T13:06:35.110074: step 75, loss 0.372754, accuracy 0.839844, precision 0.9117647058823529, recall 0.856353591160221
2019-03-03T13:06:35.644901: step 76, loss 0.539286, accuracy 0.773438, precision 0.8502994011976048, recall 0.8114285714285714
2019-03-03T13:06:36.121222: step 77, loss 0.425698, accuracy 0.792969, precision 0.8553459119496856, recall 0.8192771084337349
2019-03-03T13:06:36.584458: step 78, loss 0.422272, accuracy 0.808594, precision 0.8024691358024691, recall 0.8843537414965986
2019-03-03T13:06:37.090576: step 79, loss 0.517667, accuracy 0.757812, precision 0.7485029940119761, recall 0.8620689655172413
2019-03-03T13:06:37.593740: step 80, loss 0.425019, accuracy 0.792969, precision 0.8505747126436781, recall 0.8457142857142858
2019-03-03T13:06:38.054040: step 81, loss 0.391484, accuracy 0.816406, precision 0.8895705521472392, recall 0.8333333333333334
2019-03-03T13:06:38.403122: step 82, loss 0.43174, accuracy 0.823529, precision 0.8898305084745762, recall 0.860655737704918
2019-03-03T13:06:38.855919: step 83, loss 0.380907, accuracy 0.847656, precision 0.9161676646706587, recall 0.8595505617977528
2019-03-03T13:06:39.400303: step 84, loss 0.355699, accuracy 0.851562, precision 0.9132947976878613, recall 0.8729281767955801
2019-03-03T13:06:39.878026: step 85, loss 0.369758, accuracy 0.84375, precision 0.893491124260355, recall 0.8728323699421965
2019-03-03T13:06:40.341064: step 86, loss 0.462772, accuracy 0.800781, precision 0.8908045977011494, recall 0.8288770053475936
2019-03-03T13:06:40.802849: step 87, loss 0.353036, accuracy 0.867188, precision 0.9289940828402367, recall 0.8770949720670391
2019-03-03T13:06:41.337417: step 88, loss 0.33489, accuracy 0.875, precision 0.9261363636363636, recall 0.8956043956043956
2019-03-03T13:06:41.793236: step 89, loss 0.326679, accuracy 0.835938, precision 0.875, recall 0.8850574712643678
2019-03-03T13:06:42.238486: step 90, loss 0.314286, accuracy 0.851562, precision 0.8685714285714285, recall 0.9101796407185628
2019-03-03T13:06:42.696289: step 91, loss 0.358427, accuracy 0.839844, precision 0.9146341463414634, recall 0.847457627118644
2019-03-03T13:06:43.189993: step 92, loss 0.332159, accuracy 0.863281, precision 0.9017341040462428, recall 0.896551724137931
2019-03-03T13:06:43.727069: step 93, loss 0.327376, accuracy 0.875, precision 0.9012345679012346, recall 0.9012345679012346
2019-03-03T13:06:44.190855: step 94, loss 0.31008, accuracy 0.875, precision 0.9325842696629213, recall 0.8924731182795699
2019-03-03T13:06:44.658647: step 95, loss 0.346299, accuracy 0.847656, precision 0.9005524861878453, recall 0.8858695652173914
2019-03-03T13:06:45.146345: step 96, loss 0.314377, accuracy 0.855469, precision 0.9011627906976745, recall 0.8857142857142857
2019-03-03T13:06:45.642018: step 97, loss 0.39174, accuracy 0.839844, precision 0.901840490797546, recall 0.8546511627906976
2019-03-03T13:06:46.139762: step 98, loss 0.414318, accuracy 0.804688, precision 0.8589743589743589, recall 0.8271604938271605
2019-03-03T13:06:46.608012: step 99, loss 0.377283, accuracy 0.824219, precision 0.8827160493827161, recall 0.8461538461538461
2019-03-03T13:06:47.125629: step 100, loss 0.312752, accuracy 0.867188, precision 0.8837209302325582, recall 0.9156626506024096
2019-03-03T13:06:47.590435: step 101, loss 0.396592, accuracy 0.832031, precision 0.9090909090909091, recall 0.8426966292134831
2019-03-03T13:06:48.044229: step 102, loss 0.351872, accuracy 0.832031, precision 0.9096774193548387, recall 0.8294117647058824
2019-03-03T13:06:48.493537: step 103, loss 0.304945, accuracy 0.859375, precision 0.8846153846153846, recall 0.9147727272727273
2019-03-03T13:06:48.961891: step 104, loss 0.367461, accuracy 0.867188, precision 0.9491525423728814, recall 0.8704663212435233
2019-03-03T13:06:49.471039: step 105, loss 0.397364, accuracy 0.851562, precision 0.8787878787878788, recall 0.8895705521472392
2019-03-03T13:06:49.917868: step 106, loss 0.386111, accuracy 0.839844, precision 0.864406779661017, recall 0.9
2019-03-03T13:06:50.430497: step 107, loss 0.373262, accuracy 0.839844, precision 0.8982035928143712, recall 0.8620689655172413
2019-03-03T13:06:50.894260: step 108, loss 0.33833, accuracy 0.835938, precision 0.8579545454545454, recall 0.8988095238095238
2019-03-03T13:06:51.406895: step 109, loss 0.285246, accuracy 0.882812, precision 0.9, recall 0.9310344827586207
2019-03-03T13:06:51.867518: step 110, loss 0.348369, accuracy 0.835938, precision 0.9141104294478528, recall 0.8418079096045198
2019-03-03T13:06:52.375640: step 111, loss 0.317403, accuracy 0.859375, precision 0.93125, recall 0.8563218390804598
2019-03-03T13:06:52.847912: step 112, loss 0.371949, accuracy 0.824219, precision 0.8611111111111112, recall 0.8857142857142857
2019-03-03T13:06:53.348589: step 113, loss 0.348071, accuracy 0.851562, precision 0.93125, recall 0.8465909090909091
2019-03-03T13:06:53.815369: step 114, loss 0.313032, accuracy 0.84375, precision 0.9079754601226994, recall 0.8554913294797688
2019-03-03T13:06:54.317667: step 115, loss 0.328727, accuracy 0.847656, precision 0.8888888888888888, recall 0.8837209302325582
2019-03-03T13:06:54.782444: step 116, loss 0.335595, accuracy 0.824219, precision 0.8622754491017964, recall 0.8674698795180723
2019-03-03T13:06:55.272135: step 117, loss 0.306719, accuracy 0.871094, precision 0.9117647058823529, recall 0.8959537572254336
2019-03-03T13:06:55.725987: step 118, loss 0.236316, accuracy 0.910156, precision 0.9273743016759777, recall 0.9431818181818182
2019-03-03T13:06:56.188744: step 119, loss 0.361806, accuracy 0.835938, precision 0.8636363636363636, recall 0.8941176470588236
2019-03-03T13:06:56.665457: step 120, loss 0.332581, accuracy 0.855469, precision 0.901840490797546, recall 0.875
2019-03-03T13:06:57.154198: step 121, loss 0.431792, accuracy 0.820312, precision 0.8963414634146342, recall 0.8352272727272727
2019-03-03T13:06:57.592867: step 122, loss 0.36524, accuracy 0.855469, precision 0.9096774193548387, recall 0.8597560975609756
2019-03-03T13:06:57.938478: step 123, loss 0.316133, accuracy 0.841176, precision 0.897196261682243, recall 0.8571428571428571
2019-03-03T13:06:58.411214: step 124, loss 0.310084, accuracy 0.875, precision 0.9298245614035088, recall 0.888268156424581
2019-03-03T13:06:58.937340: step 125, loss 0.251784, accuracy 0.898438, precision 0.9285714285714286, recall 0.9176470588235294
2019-03-03T13:06:59.409585: step 126, loss 0.252059, accuracy 0.875, precision 0.9030303030303031, recall 0.9030303030303031
2019-03-03T13:06:59.880243: step 127, loss 0.286468, accuracy 0.863281, precision 0.8670520231213873, recall 0.9259259259259259
2019-03-03T13:07:00.409015: step 128, loss 0.296752, accuracy 0.878906, precision 0.9090909090909091, recall 0.9142857142857143
2019-03-03T13:07:00.999942: step 129, loss 0.263038, accuracy 0.882812, precision 0.94375, recall 0.877906976744186
2019-03-03T13:07:01.524682: step 130, loss 0.250867, accuracy 0.894531, precision 0.9190751445086706, recall 0.9244186046511628
2019-03-03T13:07:01.982067: step 131, loss 0.327728, accuracy 0.867188, precision 0.9272727272727272, recall 0.8742857142857143
2019-03-03T13:07:02.509641: step 132, loss 0.282094, accuracy 0.875, precision 0.9005847953216374, recall 0.9112426035502958
2019-03-03T13:07:02.996539: step 133, loss 0.332986, accuracy 0.859375, precision 0.9457831325301205, recall 0.8532608695652174
2019-03-03T13:07:03.466814: step 134, loss 0.284938, accuracy 0.875, precision 0.9135802469135802, recall 0.891566265060241
2019-03-03T13:07:03.920600: step 135, loss 0.326585, accuracy 0.871094, precision 0.9333333333333333, recall 0.8888888888888888
2019-03-03T13:07:04.414280: step 136, loss 0.316364, accuracy 0.855469, precision 0.8988095238095238, recall 0.8830409356725146
2019-03-03T13:07:04.896531: step 137, loss 0.207536, accuracy 0.925781, precision 0.9532163742690059, recall 0.9367816091954023
2019-03-03T13:07:05.352337: step 138, loss 0.278865, accuracy 0.882812, precision 0.9320987654320988, recall 0.888235294117647
2019-03-03T13:07:05.847493: step 139, loss 0.331335, accuracy 0.859375, precision 0.9025974025974026, recall 0.86875
2019-03-03T13:07:06.385148: step 140, loss 0.264721, accuracy 0.894531, precision 0.9181286549707602, recall 0.9235294117647059
2019-03-03T13:07:06.908318: step 141, loss 0.300268, accuracy 0.847656, precision 0.8764705882352941, recall 0.8922155688622755
2019-03-03T13:07:07.380648: step 142, loss 0.295152, accuracy 0.839844, precision 0.8588957055214724, recall 0.8860759493670886
2019-03-03T13:07:07.897786: step 143, loss 0.312215, accuracy 0.867188, precision 0.9190751445086706, recall 0.888268156424581
2019-03-03T13:07:08.359553: step 144, loss 0.263777, accuracy 0.882812, precision 0.907103825136612, recall 0.9273743016759777
2019-03-03T13:07:08.857223: step 145, loss 0.319433, accuracy 0.875, precision 0.9065934065934066, recall 0.9166666666666666
2019-03-03T13:07:09.308523: step 146, loss 0.259485, accuracy 0.890625, precision 0.9454545454545454, recall 0.8914285714285715
2019-03-03T13:07:09.810716: step 147, loss 0.293785, accuracy 0.871094, precision 0.9142857142857143, recall 0.898876404494382
2019-03-03T13:07:10.279991: step 148, loss 0.302161, accuracy 0.867188, precision 0.9106145251396648, recall 0.9005524861878453
2019-03-03T13:07:10.760744: step 149, loss 0.318746, accuracy 0.867188, precision 0.9352941176470588, recall 0.8736263736263736
2019-03-03T13:07:11.241461: step 150, loss 0.244465, accuracy 0.902344, precision 0.9608938547486033, recall 0.9052631578947369
2019-03-03T13:07:11.701744: step 151, loss 0.224998, accuracy 0.898438, precision 0.9318181818181818, recall 0.9213483146067416
2019-03-03T13:07:12.194425: step 152, loss 0.283024, accuracy 0.867188, precision 0.9209039548022598, recall 0.8907103825136612
2019-03-03T13:07:12.694031: step 153, loss 0.304917, accuracy 0.863281, precision 0.90625, recall 0.8787878787878788
2019-03-03T13:07:13.135869: step 154, loss 0.256557, accuracy 0.871094, precision 0.9085714285714286, recall 0.9034090909090909
2019-03-03T13:07:13.576723: step 155, loss 0.265891, accuracy 0.882812, precision 0.9119496855345912, recall 0.9006211180124224
2019-03-03T13:07:14.071002: step 156, loss 0.297883, accuracy 0.875, precision 0.9012345679012346, recall 0.9012345679012346
2019-03-03T13:07:14.567933: step 157, loss 0.319763, accuracy 0.859375, precision 0.8922155688622755, recall 0.8922155688622755
2019-03-03T13:07:15.042105: step 158, loss 0.272825, accuracy 0.867188, precision 0.8941176470588236, recall 0.9047619047619048
2019-03-03T13:07:15.524835: step 159, loss 0.291302, accuracy 0.855469, precision 0.9302325581395349, recall 0.8648648648648649
2019-03-03T13:07:16.067813: step 160, loss 0.314641, accuracy 0.867188, precision 0.9078947368421053, recall 0.8734177215189873
2019-03-03T13:07:16.570471: step 161, loss 0.291505, accuracy 0.871094, precision 0.8850574712643678, recall 0.9221556886227545
2019-03-03T13:07:17.024765: step 162, loss 0.249014, accuracy 0.894531, precision 0.9482758620689655, recall 0.9016393442622951
2019-03-03T13:07:17.472117: step 163, loss 0.283441, accuracy 0.894531, precision 0.9390243902439024, recall 0.9005847953216374
2019-03-03T13:07:17.821208: step 164, loss 0.295264, accuracy 0.9, precision 0.9252336448598131, recall 0.9166666666666666
2019-03-03T13:07:18.336344: step 165, loss 0.216156, accuracy 0.90625, precision 0.9101796407185628, recall 0.9440993788819876
2019-03-03T13:07:18.855057: step 166, loss 0.192578, accuracy 0.925781, precision 0.9476744186046512, recall 0.9421965317919075
2019-03-03T13:07:19.320337: step 167, loss 0.156416, accuracy 0.960938, precision 0.9879518072289156, recall 0.9534883720930233
2019-03-03T13:07:19.812043: step 168, loss 0.242931, accuracy 0.871094, precision 0.9106145251396648, recall 0.9055555555555556
2019-03-03T13:07:20.326668: step 169, loss 0.231703, accuracy 0.902344, precision 0.930635838150289, recall 0.9252873563218391
2019-03-03T13:07:20.813383: step 170, loss 0.256067, accuracy 0.886719, precision 0.9333333333333333, recall 0.8805031446540881
2019-03-03T13:07:21.307091: step 171, loss 0.302821, accuracy 0.855469, precision 0.861878453038674, recall 0.9285714285714286
2019-03-03T13:07:21.807752: step 172, loss 0.231984, accuracy 0.890625, precision 0.9171597633136095, recall 0.9171597633136095
2019-03-03T13:07:22.304935: step 173, loss 0.238326, accuracy 0.886719, precision 0.9142857142857143, recall 0.9195402298850575
2019-03-03T13:07:22.774701: step 174, loss 0.213547, accuracy 0.917969, precision 0.9285714285714286, recall 0.9454545454545454
2019-03-03T13:07:23.226043: step 175, loss 0.233, accuracy 0.886719, precision 0.9349112426035503, recall 0.8977272727272727
2019-03-03T13:07:23.669830: step 176, loss 0.252812, accuracy 0.90625, precision 0.9171597633136095, recall 0.9393939393939394
2019-03-03T13:07:24.177983: step 177, loss 0.201325, accuracy 0.902344, precision 0.9281767955801105, recall 0.9333333333333333
2019-03-03T13:07:24.625743: step 178, loss 0.255498, accuracy 0.894531, precision 0.9556962025316456, recall 0.8830409356725146
2019-03-03T13:07:25.207182: step 179, loss 0.233229, accuracy 0.882812, precision 0.9629629629629629, recall 0.8666666666666667
2019-03-03T13:07:25.833533: step 180, loss 0.221293, accuracy 0.925781, precision 0.9770114942528736, recall 0.918918918918919
2019-03-03T13:07:26.513243: step 181, loss 0.217759, accuracy 0.910156, precision 0.9308176100628931, recall 0.925
2019-03-03T13:07:27.119157: step 182, loss 0.213943, accuracy 0.925781, precision 0.9397590361445783, recall 0.9454545454545454
2019-03-03T13:07:27.685644: step 183, loss 0.185108, accuracy 0.9375, precision 0.9493670886075949, recall 0.9493670886075949
2019-03-03T13:07:28.307009: step 184, loss 0.250477, accuracy 0.90625, precision 0.9075144508670521, recall 0.9515151515151515
2019-03-03T13:07:28.859098: step 185, loss 0.270831, accuracy 0.886719, precision 0.9058823529411765, recall 0.9221556886227545
2019-03-03T13:07:29.432128: step 186, loss 0.245, accuracy 0.878906, precision 0.8837209302325582, recall 0.9325153374233128
2019-03-03T13:07:29.997636: step 187, loss 0.22657, accuracy 0.882812, precision 0.9147727272727273, recall 0.9147727272727273
2019-03-03T13:07:30.567146: step 188, loss 0.222531, accuracy 0.914062, precision 0.9426751592356688, recall 0.9192546583850931
2019-03-03T13:07:31.132870: step 189, loss 0.234763, accuracy 0.902344, precision 0.9341317365269461, recall 0.9176470588235294
2019-03-03T13:07:31.709329: step 190, loss 0.236422, accuracy 0.890625, precision 0.9285714285714286, recall 0.89375
2019-03-03T13:07:32.274333: step 191, loss 0.266221, accuracy 0.871094, precision 0.9119496855345912, recall 0.8841463414634146
2019-03-03T13:07:32.833870: step 192, loss 0.227867, accuracy 0.917969, precision 0.9476744186046512, recall 0.9314285714285714
2019-03-03T13:07:33.354024: step 193, loss 0.209568, accuracy 0.910156, precision 0.9540229885057471, recall 0.9171270718232044
2019-03-03T13:07:33.859674: step 194, loss 0.209527, accuracy 0.925781, precision 0.9320987654320988, recall 0.949685534591195
2019-03-03T13:07:34.474386: step 195, loss 0.235559, accuracy 0.90625, precision 0.927710843373494, recall 0.927710843373494
2019-03-03T13:07:35.014957: step 196, loss 0.251607, accuracy 0.894531, precision 0.9057591623036649, recall 0.9505494505494505
2019-03-03T13:07:35.521272: step 197, loss 0.203557, accuracy 0.929688, precision 0.9385474860335196, recall 0.96
2019-03-03T13:07:36.044871: step 198, loss 0.288527, accuracy 0.867188, precision 0.9084967320261438, recall 0.8742138364779874
2019-03-03T13:07:36.559036: step 199, loss 0.240148, accuracy 0.917969, precision 0.9451219512195121, recall 0.9281437125748503
2019-03-03T13:07:37.067675: step 200, loss 0.218886, accuracy 0.894531, precision 0.9476744186046512, recall 0.9005524861878453
2019-03-03T13:07:37.621703: step 201, loss 0.204844, accuracy 0.925781, precision 0.967391304347826, recall 0.9319371727748691
