"C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\python.exe" "C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py"
Using TensorFlow backend.
Italian English
GloVe model loaded
Pretrained Embedding: GloVe
Italian: False
Loading data...
11566
Max Document length: 37
WARNING:tensorflow:From C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py:98: VocabularyProcessor.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.text) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
WARNING:tensorflow:From C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\lib\site-packages\tensorflow\contrib\learn\python\learn\preprocessing\text.py:154: CategoricalVocabulary.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.categorical_vocabulary) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
Vocabulary Size: 1
Train/Dev split: 9253/2313
2019-03-18 23:06:04.340639: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2
35
34
33
WARNING:tensorflow:From C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\main_pre_trained_embeddings.py:485: softmax_cross_entropy_with_logits (from tensorflow.python.ops.nn_ops) is deprecated and will be removed in a future version.
Instructions for updating:

Future major versions of TensorFlow will allow gradients to flow
into the labels input on backprop by default.

See `tf.nn.softmax_cross_entropy_with_logits_v2`.

Writing to C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\runs\1552968369

2019-03-18T23:06:20.339077: step 1, loss 8.62522, accuracy 0.347656, precision 0.017964071856287425, recall 0.5
2019-03-18T23:06:43.589947: step 19, loss 1.70465, accuracy 0.660156, precision 0.7300613496932515, recall 0.7345679012345679
2019-03-18T23:06:44.668068: step 20, loss 1.9022, accuracy 0.628906, precision 0.6428571428571429, recall 0.7552447552447552
2019-03-18T23:06:45.887812: step 21, loss 1.78243, accuracy 0.640625, precision 0.6646706586826348, recall 0.7551020408163265
2019-03-18T23:06:47.031750: step 22, loss 2.27763, accuracy 0.589844, precision 0.535031847133758, recall 0.7241379310344828
2019-03-18T23:06:48.230546: step 23, loss 1.48177, accuracy 0.679688, precision 0.6337209302325582, recall 0.8515625
2019-03-18T23:06:49.289716: step 24, loss 1.35731, accuracy 0.6875, precision 0.740506329113924, recall 0.75
2019-03-18T23:06:50.346891: step 25, loss 1.46543, accuracy 0.683594, precision 0.7564102564102564, recall 0.7329192546583851
2019-03-18T23:06:51.427008: step 26, loss 1.60255, accuracy 0.691406, precision 0.7679558011049724, recall 0.7897727272727273
2019-03-18T23:06:52.523076: step 27, loss 1.54415, accuracy 0.695312, precision 0.8034682080924855, recall 0.7595628415300546
2019-03-18T23:06:53.617153: step 28, loss 1.42631, accuracy 0.707031, precision 0.8011695906432749, recall 0.7696629213483146
2019-03-18T23:06:54.745138: step 29, loss 1.77286, accuracy 0.707031, precision 0.8159509202453987, recall 0.7471910112359551
2019-03-18T23:06:55.871131: step 30, loss 1.47094, accuracy 0.679688, precision 0.8385093167701864, recall 0.7068062827225131
2019-03-18T23:06:56.968200: step 31, loss 1.3666, accuracy 0.679688, precision 0.8132530120481928, recall 0.7258064516129032
2019-03-18T23:06:57.895720: step 32, loss 1.41544, accuracy 0.71875, precision 0.8433734939759037, recall 0.7526881720430108
2019-03-18T23:06:58.939930: step 33, loss 1.09526, accuracy 0.699219, precision 0.7411764705882353, recall 0.7924528301886793
2019-03-18T23:07:00.158673: step 34, loss 1.56775, accuracy 0.664062, precision 0.7017543859649122, recall 0.7741935483870968
2019-03-18T23:07:01.265715: step 35, loss 1.46766, accuracy 0.675781, precision 0.6931818181818182, recall 0.8079470198675497
2019-03-18T23:07:02.340842: step 36, loss 1.23832, accuracy 0.703125, precision 0.703030303030303, recall 0.8111888111888111
2019-03-18T23:07:02.960187: step 37, loss 1.80085, accuracy 0.594595, precision 0.7272727272727273, recall 0.64
2019-03-18T23:07:03.974478: step 38, loss 1.30058, accuracy 0.691406, precision 0.7607361963190185, recall 0.7560975609756098
2019-03-18T23:07:05.035642: step 39, loss 1.11691, accuracy 0.726562, precision 0.7682926829268293, recall 0.7974683544303798
2019-03-18T23:07:06.207510: step 40, loss 1.18863, accuracy 0.707031, precision 0.7687861271676301, recall 0.7916666666666666
2019-03-18T23:07:07.260695: step 41, loss 1.22657, accuracy 0.703125, precision 0.8271604938271605, recall 0.7362637362637363
2019-03-18T23:07:08.345797: step 42, loss 1.35929, accuracy 0.695312, precision 0.8023952095808383, recall 0.7486033519553073
2019-03-18T23:07:09.491734: step 43, loss 1.13877, accuracy 0.71875, precision 0.7962962962962963, recall 0.7678571428571429
2019-03-18T23:07:10.546914: step 44, loss 1.1795, accuracy 0.703125, precision 0.7961783439490446, recall 0.7396449704142012
2019-03-18T23:07:11.597108: step 45, loss 1.04625, accuracy 0.6875, precision 0.7337278106508875, recall 0.779874213836478
2019-03-18T23:07:12.658273: step 46, loss 1.16651, accuracy 0.691406, precision 0.7425149700598802, recall 0.775
2019-03-18T23:07:13.625688: step 47, loss 0.946603, accuracy 0.757812, precision 0.8571428571428571, recall 0.7912087912087912
2019-03-18T23:07:14.809524: step 48, loss 1.05425, accuracy 0.722656, precision 0.7469879518072289, recall 0.8104575163398693
2019-03-18T23:07:15.880661: step 49, loss 0.805928, accuracy 0.78125, precision 0.8191489361702128, recall 0.875
2019-03-18T23:07:17.091426: step 50, loss 1.12641, accuracy 0.722656, precision 0.8, recall 0.7664670658682635
2019-03-18T23:07:18.291220: step 51, loss 1.02119, accuracy 0.726562, precision 0.7784090909090909, recall 0.8154761904761905
2019-03-18T23:07:19.376321: step 52, loss 0.96434, accuracy 0.722656, precision 0.8197674418604651, recall 0.7790055248618785
2019-03-18T23:07:20.491341: step 53, loss 0.953183, accuracy 0.707031, precision 0.7833333333333333, recall 0.7966101694915254
2019-03-18T23:07:21.687146: step 54, loss 1.122, accuracy 0.703125, precision 0.864516129032258, recall 0.708994708994709
2019-03-18T23:07:22.861010: step 55, loss 0.793978, accuracy 0.777344, precision 0.893491124260355, recall 0.7947368421052632
2019-03-18T23:07:23.989993: step 56, loss 0.797233, accuracy 0.785156, precision 0.9122807017543859, recall 0.7959183673469388
2019-03-18T23:07:25.145903: step 57, loss 0.892833, accuracy 0.753906, precision 0.8109756097560976, recall 0.806060606060606
2019-03-18T23:07:26.248956: step 58, loss 0.852174, accuracy 0.746094, precision 0.774390243902439, recall 0.8193548387096774
2019-03-18T23:07:27.391902: step 59, loss 0.787941, accuracy 0.734375, precision 0.7261904761904762, recall 0.8472222222222222
2019-03-18T23:07:28.476007: step 60, loss 0.75438, accuracy 0.738281, precision 0.7654320987654321, recall 0.8104575163398693
2019-03-18T23:07:29.779522: step 61, loss 0.792038, accuracy 0.71875, precision 0.75, recall 0.8164556962025317
2019-03-18T23:07:31.113956: step 62, loss 0.753842, accuracy 0.710938, precision 0.7640449438202247, recall 0.8095238095238095
2019-03-18T23:07:32.541142: step 63, loss 0.970848, accuracy 0.734375, precision 0.782608695652174, recall 0.7924528301886793
2019-03-18T23:07:34.047118: step 64, loss 0.75604, accuracy 0.746094, precision 0.9019607843137255, recall 0.7340425531914894
2019-03-18T23:07:35.531154: step 65, loss 0.880732, accuracy 0.75, precision 0.8908045977011494, recall 0.775
2019-03-18T23:07:36.945374: step 66, loss 0.776214, accuracy 0.730469, precision 0.8152866242038217, recall 0.7619047619047619
2019-03-18T23:07:38.536124: step 67, loss 0.671935, accuracy 0.816406, precision 0.8874172185430463, recall 0.8170731707317073
2019-03-18T23:07:40.059054: step 68, loss 0.874948, accuracy 0.742188, precision 0.7710843373493976, recall 0.8205128205128205
2019-03-18T23:07:41.708646: step 69, loss 0.697066, accuracy 0.761719, precision 0.8192771084337349, recall 0.8143712574850299
2019-03-18T23:07:43.093946: step 70, loss 0.711103, accuracy 0.777344, precision 0.7857142857142857, recall 0.8627450980392157
2019-03-18T23:07:44.470266: step 71, loss 0.873391, accuracy 0.710938, precision 0.7289156626506024, recall 0.8066666666666666
2019-03-18T23:07:45.911415: step 72, loss 0.928728, accuracy 0.710938, precision 0.7337278106508875, recall 0.8104575163398693
2019-03-18T23:07:47.422378: step 73, loss 0.767476, accuracy 0.75, precision 0.8054054054054054, recall 0.8418079096045198
2019-03-18T23:07:47.980885: step 74, loss 0.641592, accuracy 0.756757, precision 0.7894736842105263, recall 0.75
2019-03-18T23:07:49.484867: step 75, loss 0.748124, accuracy 0.765625, precision 0.8793103448275862, recall 0.796875
2019-03-18T23:07:50.807332: step 76, loss 0.740743, accuracy 0.761719, precision 0.9064327485380117, recall 0.775
2019-03-18T23:07:52.177671: step 77, loss 0.777287, accuracy 0.777344, precision 0.8895348837209303, recall 0.8010471204188482
2019-03-18T23:07:53.637770: step 78, loss 0.541124, accuracy 0.804688, precision 0.8987341772151899, recall 0.8068181818181818
2019-03-18T23:07:55.203586: step 79, loss 0.788387, accuracy 0.742188, precision 0.7888198757763976, recall 0.7987421383647799
2019-03-18T23:07:56.655705: step 80, loss 0.708742, accuracy 0.761719, precision 0.7413793103448276, recall 0.8896551724137931
2019-03-18T23:07:58.120793: step 81, loss 0.608419, accuracy 0.765625, precision 0.7791411042944786, recall 0.8410596026490066
2019-03-18T23:07:59.600835: step 82, loss 0.858245, accuracy 0.742188, precision 0.7604790419161677, recall 0.8300653594771242
2019-03-18T23:08:01.089858: step 83, loss 0.756713, accuracy 0.742188, precision 0.7514792899408284, recall 0.8410596026490066
2019-03-18T23:08:02.619768: step 84, loss 0.602638, accuracy 0.769531, precision 0.8186813186813187, recall 0.8514285714285714
2019-03-18T23:08:03.987114: step 85, loss 0.576919, accuracy 0.800781, precision 0.8735632183908046, recall 0.8397790055248618
2019-03-18T23:08:05.428262: step 86, loss 0.59226, accuracy 0.808594, precision 0.9127906976744186, recall 0.8219895287958116
2019-03-18T23:08:06.762696: step 87, loss 0.68859, accuracy 0.78125, precision 0.8982035928143712, recall 0.7936507936507936
2019-03-18T23:08:08.099128: step 88, loss 0.612874, accuracy 0.800781, precision 0.9146341463414634, recall 0.8021390374331551
2019-03-18T23:08:09.501384: step 89, loss 0.563958, accuracy 0.808594, precision 0.8963414634146342, recall 0.8212290502793296
2019-03-18T23:08:10.829829: step 90, loss 0.598684, accuracy 0.773438, precision 0.8580246913580247, recall 0.7988505747126436
2019-03-18T23:08:12.133346: step 91, loss 0.638593, accuracy 0.757812, precision 0.774390243902439, recall 0.8355263157894737
2019-03-18T23:08:13.565519: step 92, loss 0.540705, accuracy 0.808594, precision 0.7916666666666666, recall 0.9047619047619048
2019-03-18T23:08:14.977745: step 93, loss 0.577091, accuracy 0.773438, precision 0.7421383647798742, recall 0.8740740740740741
2019-03-18T23:08:16.302206: step 94, loss 0.49973, accuracy 0.828125, precision 0.8505747126436781, recall 0.891566265060241
2019-03-18T23:08:17.663569: step 95, loss 0.495374, accuracy 0.804688, precision 0.891566265060241, recall 0.8222222222222222
2019-03-18T23:08:19.163561: step 96, loss 0.669359, accuracy 0.800781, precision 0.8959537572254336, recall 0.824468085106383
2019-03-18T23:08:20.711425: step 97, loss 0.739189, accuracy 0.742188, precision 0.8805031446540881, recall 0.7486631016042781
2019-03-18T23:08:22.252312: step 98, loss 0.587022, accuracy 0.78125, precision 0.8518518518518519, recall 0.8117647058823529
2019-03-18T23:08:23.806154: step 99, loss 0.630764, accuracy 0.789062, precision 0.8647058823529412, recall 0.8258426966292135
2019-03-18T23:08:25.268249: step 100, loss 0.66438, accuracy 0.789062, precision 0.8622754491017964, recall 0.8228571428571428
2019-03-18T23:08:26.844036: step 101, loss 0.609492, accuracy 0.792969, precision 0.8275862068965517, recall 0.8622754491017964
2019-03-18T23:08:28.530531: step 102, loss 0.667489, accuracy 0.765625, precision 0.8095238095238095, recall 0.8292682926829268
2019-03-18T23:08:30.261903: step 103, loss 0.75171, accuracy 0.746094, precision 0.8011695906432749, recall 0.8154761904761905
2019-03-18T23:08:31.694078: step 104, loss 0.63342, accuracy 0.796875, precision 0.8802395209580839, recall 0.8212290502793296
2019-03-18T23:08:33.300783: step 105, loss 0.579962, accuracy 0.785156, precision 0.8562091503267973, recall 0.7987804878048781
2019-03-18T23:08:35.149843: step 106, loss 0.595666, accuracy 0.773438, precision 0.8376623376623377, recall 0.7962962962962963
2019-03-18T23:08:36.711669: step 107, loss 0.557423, accuracy 0.785156, precision 0.844311377245509, recall 0.8294117647058824
2019-03-18T23:08:38.201690: step 108, loss 0.518649, accuracy 0.792969, precision 0.7844311377245509, recall 0.8851351351351351
2019-03-18T23:08:39.778474: step 109, loss 0.60504, accuracy 0.757812, precision 0.806060606060606, recall 0.8159509202453987
2019-03-18T23:08:41.215634: step 110, loss 0.558085, accuracy 0.78125, precision 0.8554216867469879, recall 0.8160919540229885
2019-03-18T23:08:42.041427: step 111, loss 0.317941, accuracy 0.918919, precision 1.0, recall 0.8888888888888888
2019-03-18T23:08:43.782774: step 112, loss 0.498245, accuracy 0.808594, precision 0.8742138364779874, recall 0.8273809523809523
2019-03-18T23:08:45.500185: step 113, loss 0.634832, accuracy 0.777344, precision 0.808641975308642, recall 0.8343949044585988
2019-03-18T23:08:47.122849: step 114, loss 0.496656, accuracy 0.820312, precision 0.8372093023255814, recall 0.8888888888888888
2019-03-18T23:08:48.869182: step 115, loss 0.556422, accuracy 0.78125, precision 0.8376623376623377, recall 0.80625
2019-03-18T23:08:50.496835: step 116, loss 0.481455, accuracy 0.824219, precision 0.8888888888888888, recall 0.8648648648648649
2019-03-18T23:08:52.028739: step 117, loss 0.569396, accuracy 0.804688, precision 0.8838709677419355, recall 0.8106508875739645
2019-03-18T23:08:53.451937: step 118, loss 0.522277, accuracy 0.796875, precision 0.8333333333333334, recall 0.8630952380952381
2019-03-18T23:08:55.213231: step 119, loss 0.380539, accuracy 0.847656, precision 0.8780487804878049, recall 0.8834355828220859
2019-03-18T23:08:56.794006: step 120, loss 0.505889, accuracy 0.84375, precision 0.9177215189873418, recall 0.8430232558139535
2019-03-18T23:08:58.212216: step 121, loss 0.525887, accuracy 0.804688, precision 0.86875, recall 0.8273809523809523
2019-03-18T23:08:59.779030: step 122, loss 0.403177, accuracy 0.855469, precision 0.8860759493670886, recall 0.8805031446540881
2019-03-18T23:09:01.193251: step 123, loss 0.478877, accuracy 0.808594, precision 0.8275862068965517, recall 0.8834355828220859
2019-03-18T23:09:02.640384: step 124, loss 0.490243, accuracy 0.804688, precision 0.7965116279069767, recall 0.9013157894736842
2019-03-18T23:09:04.275016: step 125, loss 0.502223, accuracy 0.800781, precision 0.8265895953757225, recall 0.8719512195121951
2019-03-18T23:09:05.735114: step 126, loss 0.469237, accuracy 0.824219, precision 0.8881987577639752, recall 0.8411764705882353
2019-03-18T23:09:07.321874: step 127, loss 0.366398, accuracy 0.832031, precision 0.9212121212121213, recall 0.8351648351648352
2019-03-18T23:09:09.079178: step 128, loss 0.401666, accuracy 0.828125, precision 0.930635838150289, recall 0.8341968911917098
2019-03-18T23:09:10.487415: step 129, loss 0.464552, accuracy 0.839844, precision 0.9261363636363636, recall 0.8534031413612565
2019-03-18T23:09:11.902665: step 130, loss 0.454582, accuracy 0.824219, precision 0.8787878787878788, recall 0.8529411764705882
2019-03-18T23:09:13.261035: step 131, loss 0.388168, accuracy 0.828125, precision 0.8511904761904762, recall 0.8827160493827161
2019-03-18T23:09:14.772041: step 132, loss 0.48372, accuracy 0.8125, precision 0.8383233532934131, recall 0.8695652173913043
2019-03-18T23:09:16.311927: step 133, loss 0.444141, accuracy 0.804688, precision 0.8529411764705882, recall 0.8529411764705882
2019-03-18T23:09:17.788980: step 134, loss 0.503083, accuracy 0.8125, precision 0.8511904761904762, recall 0.8614457831325302
2019-03-18T23:09:19.339837: step 135, loss 0.386655, accuracy 0.824219, precision 0.8511904761904762, recall 0.8773006134969326
2019-03-18T23:09:20.751603: step 136, loss 0.418516, accuracy 0.8125, precision 0.8258426966292135, recall 0.8963414634146342
2019-03-18T23:09:22.295988: step 137, loss 0.411872, accuracy 0.847656, precision 0.8855421686746988, recall 0.8802395209580839
2019-03-18T23:09:23.689314: step 138, loss 0.414167, accuracy 0.84375, precision 0.9090909090909091, recall 0.8695652173913043
2019-03-18T23:09:25.151408: step 139, loss 0.453191, accuracy 0.835938, precision 0.9034090909090909, recall 0.8641304347826086
2019-03-18T23:09:26.801526: step 140, loss 0.497702, accuracy 0.835938, precision 0.9281437125748503, recall 0.8378378378378378
2019-03-18T23:09:28.422196: step 141, loss 0.472972, accuracy 0.792969, precision 0.891566265060241, recall 0.8087431693989071
2019-03-18T23:09:29.921190: step 142, loss 0.448788, accuracy 0.84375, precision 0.8901734104046243, recall 0.88
2019-03-18T23:09:31.374309: step 143, loss 0.365239, accuracy 0.832031, precision 0.8971428571428571, recall 0.8626373626373627
2019-03-18T23:09:32.645924: step 144, loss 0.568346, accuracy 0.808594, precision 0.8376623376623377, recall 0.8431372549019608
2019-03-18T23:09:34.142923: step 145, loss 0.386035, accuracy 0.820312, precision 0.8466257668711656, recall 0.8679245283018868
2019-03-18T23:09:35.671840: step 146, loss 0.428409, accuracy 0.835938, precision 0.8535031847133758, recall 0.8758169934640523
2019-03-18T23:09:37.160378: step 147, loss 0.449075, accuracy 0.804688, precision 0.8641975308641975, recall 0.8333333333333334
2019-03-18T23:09:37.879517: step 148, loss 0.420076, accuracy 0.864865, precision 0.9130434782608695, recall 0.875
2019-03-18T23:09:39.456304: step 149, loss 0.44175, accuracy 0.832031, precision 0.8285714285714286, recall 0.9177215189873418
2019-03-18T23:09:40.930384: step 150, loss 0.37134, accuracy 0.820312, precision 0.847953216374269, recall 0.8787878787878788
2019-03-18T23:09:42.500190: step 151, loss 0.427114, accuracy 0.8125, precision 0.8625, recall 0.8414634146341463
2019-03-18T23:09:43.994786: step 152, loss 0.311019, accuracy 0.84375, precision 0.8736263736263736, recall 0.9034090909090909
2019-03-18T23:09:45.622495: step 153, loss 0.343375, accuracy 0.878906, precision 0.9333333333333333, recall 0.8850574712643678
2019-03-18T23:09:47.238696: step 154, loss 0.415258, accuracy 0.808594, precision 0.8734939759036144, recall 0.838150289017341
2019-03-18T23:09:48.813997: step 155, loss 0.350914, accuracy 0.851562, precision 0.9060773480662984, recall 0.8864864864864865
2019-03-18T23:09:50.268112: step 156, loss 0.44217, accuracy 0.820312, precision 0.9038461538461539, recall 0.8197674418604651
2019-03-18T23:09:51.780128: step 157, loss 0.369861, accuracy 0.84375, precision 0.9235294117647059, recall 0.8532608695652174
2019-03-18T23:09:53.600317: step 158, loss 0.4341, accuracy 0.824219, precision 0.8682634730538922, recall 0.8630952380952381
2019-03-18T23:09:55.059951: step 159, loss 0.374284, accuracy 0.84375, precision 0.8944099378881988, recall 0.8622754491017964
2019-03-18T23:09:56.683104: step 160, loss 0.430927, accuracy 0.796875, precision 0.8136645962732919, recall 0.8562091503267973
2019-03-18T23:09:58.339254: step 161, loss 0.463085, accuracy 0.789062, precision 0.8192090395480226, recall 0.8682634730538922
2019-03-18T23:09:59.822870: step 162, loss 0.398614, accuracy 0.8125, precision 0.7852760736196319, recall 0.9078014184397163
2019-03-18T23:10:01.366744: step 163, loss 0.424886, accuracy 0.816406, precision 0.8588235294117647, recall 0.863905325443787
2019-03-18T23:10:02.868760: step 164, loss 0.304108, accuracy 0.875, precision 0.9074074074074074, recall 0.8963414634146342
2019-03-18T23:10:04.241113: step 165, loss 0.371049, accuracy 0.832031, precision 0.9329268292682927, recall 0.827027027027027
2019-03-18T23:10:05.797526: step 166, loss 0.380008, accuracy 0.839844, precision 0.9084967320261438, recall 0.8373493975903614
2019-03-18T23:10:07.441188: step 167, loss 0.32473, accuracy 0.871094, precision 0.9137931034482759, recall 0.8983050847457628
2019-03-18T23:10:08.892340: step 168, loss 0.438775, accuracy 0.824219, precision 0.9112426035502958, recall 0.8369565217391305
2019-03-18T23:10:10.355431: step 169, loss 0.435397, accuracy 0.808594, precision 0.8841463414634146, recall 0.8285714285714286
2019-03-18T23:10:11.878915: step 170, loss 0.316774, accuracy 0.863281, precision 0.9005847953216374, recall 0.8953488372093024
2019-03-18T23:10:13.651759: step 171, loss 0.377232, accuracy 0.859375, precision 0.8539325842696629, recall 0.9382716049382716
2019-03-18T23:10:15.108375: step 172, loss 0.393632, accuracy 0.835938, precision 0.8424242424242424, recall 0.896774193548387
2019-03-18T23:10:16.562512: step 173, loss 0.338216, accuracy 0.867188, precision 0.8773006134969326, recall 0.910828025477707
2019-03-18T23:10:17.936841: step 174, loss 0.405064, accuracy 0.851562, precision 0.9119496855345912, recall 0.8579881656804734
2019-03-18T23:10:19.374997: step 175, loss 0.458691, accuracy 0.816406, precision 0.9085365853658537, recall 0.8232044198895028
2019-03-18T23:10:20.949813: step 176, loss 0.424733, accuracy 0.804688, precision 0.8827160493827161, recall 0.8218390804597702
2019-03-18T23:10:22.403929: step 177, loss 0.34929, accuracy 0.867188, precision 0.9166666666666666, recall 0.8850574712643678
2019-03-18T23:10:23.971250: step 178, loss 0.282849, accuracy 0.871094, precision 0.8895705521472392, recall 0.90625
2019-03-18T23:10:25.432343: step 179, loss 0.245046, accuracy 0.886719, precision 0.9316770186335404, recall 0.8928571428571429
2019-03-18T23:10:26.955352: step 180, loss 0.342404, accuracy 0.871094, precision 0.9166666666666666, recall 0.8901734104046243
2019-03-18T23:10:28.514186: step 181, loss 0.353668, accuracy 0.859375, precision 0.893491124260355, recall 0.893491124260355
2019-03-18T23:10:29.994768: step 182, loss 0.395902, accuracy 0.847656, precision 0.8902439024390244, recall 0.874251497005988
2019-03-18T23:10:31.714266: step 183, loss 0.326754, accuracy 0.839844, precision 0.8538011695906432, recall 0.9012345679012346
2019-03-18T23:10:33.228220: step 184, loss 0.327115, accuracy 0.847656, precision 0.8908045977011494, recall 0.8857142857142857
2019-03-18T23:10:34.061992: step 185, loss 0.253144, accuracy 0.918919, precision 0.9523809523809523, recall 0.9090909090909091
2019-03-18T23:10:35.505155: step 186, loss 0.323828, accuracy 0.859375, precision 0.8789808917197452, recall 0.8903225806451613
2019-03-18T23:10:36.925911: step 187, loss 0.276293, accuracy 0.875, precision 0.9161676646706587, recall 0.8947368421052632
2019-03-18T23:10:38.248376: step 188, loss 0.339903, accuracy 0.835938, precision 0.8928571428571429, recall 0.8620689655172413
2019-03-18T23:10:39.751420: step 189, loss 0.318557, accuracy 0.878906, precision 0.9056603773584906, recall 0.9
2019-03-18T23:10:41.390555: step 190, loss 0.371422, accuracy 0.835938, precision 0.8726114649681529, recall 0.8616352201257862
2019-03-18T23:10:43.041700: step 191, loss 0.288632, accuracy 0.882812, precision 0.8988095238095238, recall 0.9207317073170732
2019-03-18T23:10:44.632471: step 192, loss 0.27692, accuracy 0.898438, precision 0.95, recall 0.9095744680851063
2019-03-18T23:10:46.355408: step 193, loss 0.417808, accuracy 0.800781, precision 0.8404907975460123, recall 0.845679012345679
2019-03-18T23:10:48.226090: step 194, loss 0.304004, accuracy 0.882812, precision 0.9320987654320988, recall 0.888235294117647
2019-03-18T23:10:49.903607: step 195, loss 0.286759, accuracy 0.871094, precision 0.9182389937106918, recall 0.8795180722891566
2019-03-18T23:10:51.490367: step 196, loss 0.280532, accuracy 0.894531, precision 0.9044943820224719, recall 0.9415204678362573
2019-03-18T23:10:53.126504: step 197, loss 0.287723, accuracy 0.863281, precision 0.8853503184713376, recall 0.8910256410256411
2019-03-18T23:10:55.020445: step 198, loss 0.26105, accuracy 0.910156, precision 0.950920245398773, recall 0.9117647058823529
2019-03-18T23:10:56.769801: step 199, loss 0.280035, accuracy 0.882812, precision 0.937888198757764, recall 0.8830409356725146
2019-03-18T23:10:58.373514: step 200, loss 0.282571, accuracy 0.882812, precision 0.8950617283950617, recall 0.9177215189873418
2019-03-18T23:11:00.042058: step 201, loss 0.272948, accuracy 0.894531, precision 0.9299363057324841, recall 0.9012345679012346
