"C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\python.exe" "C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py"
Using TensorFlow backend.
English English
GloVe model loaded
Pretrained Embedding: GloVe
Italian: False
Loading data...
11566
Max Document length: 36
WARNING:tensorflow:From C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py:98: VocabularyProcessor.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.text) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
WARNING:tensorflow:From C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\lib\site-packages\tensorflow\contrib\learn\python\learn\preprocessing\text.py:154: CategoricalVocabulary.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.categorical_vocabulary) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
Vocabulary Size: 1
Train/Dev split: 9253/2313
2019-03-18 23:06:00.857867: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2
34
33
32
WARNING:tensorflow:From C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\main_pre_trained_embeddings.py:485: softmax_cross_entropy_with_logits (from tensorflow.python.ops.nn_ops) is deprecated and will be removed in a future version.
Instructions for updating:

Future major versions of TensorFlow will allow gradients to flow
into the labels input on backprop by default.

See `tf.nn.softmax_cross_entropy_with_logits_v2`.

Writing to C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\runs\1552968365

2019-03-18T23:06:14.865703: step 1, loss 2.45652, accuracy 0.488281, precision 0.5, recall 0.6717557251908397
2019-03-18T23:08:56.608502: step 131, loss 0.374342, accuracy 0.835938, precision 0.9066666666666666, recall 0.8292682926829268
2019-03-18T23:08:58.079572: step 132, loss 0.408692, accuracy 0.824219, precision 0.8433734939759037, recall 0.8805031446540881
2019-03-18T23:08:59.567594: step 133, loss 0.39127, accuracy 0.84375, precision 0.8695652173913043, recall 0.8805031446540881
2019-03-18T23:09:01.073570: step 134, loss 0.426493, accuracy 0.820312, precision 0.845679012345679, recall 0.8670886075949367
2019-03-18T23:09:02.536660: step 135, loss 0.359707, accuracy 0.839844, precision 0.8774193548387097, recall 0.8607594936708861
2019-03-18T23:09:04.002743: step 136, loss 0.384768, accuracy 0.863281, precision 0.8797814207650273, recall 0.9252873563218391
2019-03-18T23:09:05.405994: step 137, loss 0.339315, accuracy 0.859375, precision 0.8787878787878788, recall 0.9006211180124224
2019-03-18T23:09:06.842156: step 138, loss 0.433914, accuracy 0.839844, precision 0.8901734104046243, recall 0.875
2019-03-18T23:09:08.267354: step 139, loss 0.418598, accuracy 0.828125, precision 0.9012345679012346, recall 0.8390804597701149
2019-03-18T23:09:09.745398: step 140, loss 0.303122, accuracy 0.894531, precision 0.9771428571428571, recall 0.8814432989690721
2019-03-18T23:09:11.028968: step 141, loss 0.371133, accuracy 0.867188, precision 0.936046511627907, recall 0.875
2019-03-18T23:09:12.398341: step 142, loss 0.280708, accuracy 0.886719, precision 0.9248554913294798, recall 0.9090909090909091
2019-03-18T23:09:13.819544: step 143, loss 0.347671, accuracy 0.847656, precision 0.9022988505747126, recall 0.8770949720670391
2019-03-18T23:09:15.356482: step 144, loss 0.335971, accuracy 0.84375, precision 0.8909090909090909, recall 0.8698224852071006
2019-03-18T23:09:16.742776: step 145, loss 0.407749, accuracy 0.847656, precision 0.9058823529411765, recall 0.8700564971751412
2019-03-18T23:09:18.121093: step 146, loss 0.296516, accuracy 0.878906, precision 0.8953488372093024, recall 0.9221556886227545
2019-03-18T23:09:19.619625: step 147, loss 0.299471, accuracy 0.890625, precision 0.935672514619883, recall 0.903954802259887
2019-03-18T23:09:20.341696: step 148, loss 0.252303, accuracy 0.918919, precision 0.9545454545454546, recall 0.9130434782608695
2019-03-18T23:09:21.747453: step 149, loss 0.317646, accuracy 0.835938, precision 0.8554913294797688, recall 0.896969696969697
2019-03-18T23:09:23.179628: step 150, loss 0.350472, accuracy 0.855469, precision 0.8924050632911392, recall 0.8757763975155279
2019-03-18T23:09:24.542036: step 151, loss 0.276902, accuracy 0.886719, precision 0.9132947976878613, recall 0.9186046511627907
2019-03-18T23:09:26.023606: step 152, loss 0.301658, accuracy 0.871094, precision 0.9047619047619048, recall 0.8994082840236687
2019-03-18T23:09:27.413891: step 153, loss 0.337223, accuracy 0.863281, precision 0.8963414634146342, recall 0.8909090909090909
2019-03-18T23:09:28.818137: step 154, loss 0.338744, accuracy 0.855469, precision 0.8957055214723927, recall 0.8795180722891566
2019-03-18T23:09:30.226375: step 155, loss 0.304938, accuracy 0.855469, precision 0.9036144578313253, recall 0.8771929824561403
2019-03-18T23:09:31.737340: step 156, loss 0.278348, accuracy 0.886719, precision 0.9197530864197531, recall 0.9030303030303031
2019-03-18T23:09:33.127638: step 157, loss 0.252551, accuracy 0.90625, precision 0.9316770186335404, recall 0.9202453987730062
2019-03-18T23:09:34.410210: step 158, loss 0.313387, accuracy 0.863281, precision 0.9151515151515152, recall 0.877906976744186
2019-03-18T23:09:35.732675: step 159, loss 0.305084, accuracy 0.890625, precision 0.9390243902439024, recall 0.8953488372093024
2019-03-18T23:09:37.102534: step 160, loss 0.307023, accuracy 0.886719, precision 0.9197530864197531, recall 0.9030303030303031
2019-03-18T23:09:38.516815: step 161, loss 0.311449, accuracy 0.871094, precision 0.8855421686746988, recall 0.9130434782608695
2019-03-18T23:09:39.864214: step 162, loss 0.249796, accuracy 0.898438, precision 0.935064935064935, recall 0.9
2019-03-18T23:09:41.127857: step 163, loss 0.252992, accuracy 0.894531, precision 0.9075144508670521, recall 0.9345238095238095
2019-03-18T23:09:42.574990: step 164, loss 0.350955, accuracy 0.859375, precision 0.8780487804878049, recall 0.9
2019-03-18T23:09:44.055619: step 165, loss 0.375069, accuracy 0.859375, precision 0.8922155688622755, recall 0.8922155688622755
2019-03-18T23:09:45.516779: step 166, loss 0.319351, accuracy 0.890625, precision 0.9349112426035503, recall 0.9028571428571428
2019-03-18T23:09:47.086105: step 167, loss 0.280035, accuracy 0.882812, precision 0.9151515151515152, recall 0.9041916167664671
2019-03-18T23:09:48.635475: step 168, loss 0.258922, accuracy 0.894531, precision 0.9473684210526315, recall 0.9
2019-03-18T23:09:50.126492: step 169, loss 0.265183, accuracy 0.90625, precision 0.9421965317919075, recall 0.9209039548022598
2019-03-18T23:09:51.629531: step 170, loss 0.331186, accuracy 0.875, precision 0.9216867469879518, recall 0.8895348837209303
2019-03-18T23:09:53.160444: step 171, loss 0.252482, accuracy 0.894531, precision 0.9464285714285714, recall 0.8983050847457628
2019-03-18T23:09:54.706362: step 172, loss 0.272022, accuracy 0.898438, precision 0.9285714285714286, recall 0.9176470588235294
2019-03-18T23:09:56.361962: step 173, loss 0.246103, accuracy 0.882812, precision 0.9161290322580645, recall 0.8930817610062893
2019-03-18T23:09:57.848516: step 174, loss 0.249808, accuracy 0.886719, precision 0.9050632911392406, recall 0.910828025477707
2019-03-18T23:09:59.277260: step 175, loss 0.365973, accuracy 0.863281, precision 0.9117647058823529, recall 0.8857142857142857
2019-03-18T23:10:00.679581: step 176, loss 0.333391, accuracy 0.851562, precision 0.875, recall 0.8963414634146342
2019-03-18T23:10:02.259388: step 177, loss 0.299566, accuracy 0.867188, precision 0.8901734104046243, recall 0.9112426035502958
2019-03-18T23:10:03.666628: step 178, loss 0.273827, accuracy 0.890625, precision 0.9101123595505618, recall 0.9310344827586207
2019-03-18T23:10:05.200609: step 179, loss 0.286436, accuracy 0.90625, precision 0.9464285714285714, recall 0.9137931034482759
2019-03-18T23:10:06.462750: step 180, loss 0.276683, accuracy 0.882812, precision 0.9244186046511628, recall 0.9034090909090909
2019-03-18T23:10:08.062558: step 181, loss 0.207167, accuracy 0.90625, precision 0.9491525423728814, recall 0.9180327868852459
2019-03-18T23:10:09.385024: step 182, loss 0.265752, accuracy 0.894531, precision 0.9485714285714286, recall 0.9021739130434783
2019-03-18T23:10:10.709485: step 183, loss 0.268443, accuracy 0.882812, precision 0.9404761904761905, recall 0.8876404494382022
2019-03-18T23:10:12.119811: step 184, loss 0.318288, accuracy 0.878906, precision 0.9386503067484663, recall 0.8793103448275862
2019-03-18T23:10:13.006461: step 185, loss 0.561292, accuracy 0.837838, precision 0.9583333333333334, recall 0.8214285714285714
2019-03-18T23:10:14.216251: step 186, loss 0.190716, accuracy 0.925781, precision 0.9464285714285714, recall 0.9408284023668639
2019-03-18T23:10:15.628983: step 187, loss 0.234135, accuracy 0.90625, precision 0.9382716049382716, recall 0.9156626506024096
2019-03-18T23:10:16.952471: step 188, loss 0.269651, accuracy 0.871094, precision 0.8977272727272727, recall 0.9132947976878613
2019-03-18T23:10:18.280921: step 189, loss 0.229239, accuracy 0.894531, precision 0.9101796407185628, recall 0.926829268292683
2019-03-18T23:10:19.714092: step 190, loss 0.282308, accuracy 0.867188, precision 0.8520710059171598, recall 0.9411764705882353
2019-03-18T23:10:21.146289: step 191, loss 0.246904, accuracy 0.910156, precision 0.9024390243902439, recall 0.9548387096774194
2019-03-18T23:10:22.722585: step 192, loss 0.222203, accuracy 0.898438, precision 0.901840490797546, recall 0.9363057324840764
2019-03-18T23:10:24.173707: step 193, loss 0.209745, accuracy 0.898438, precision 0.9273743016759777, recall 0.9273743016759777
2019-03-18T23:10:25.814374: step 194, loss 0.246445, accuracy 0.917969, precision 0.9506172839506173, recall 0.9221556886227545
2019-03-18T23:10:27.312397: step 195, loss 0.275262, accuracy 0.886719, precision 0.9418604651162791, recall 0.8950276243093923
2019-03-18T23:10:28.797429: step 196, loss 0.279177, accuracy 0.894531, precision 0.949685534591195, recall 0.888235294117647
2019-03-18T23:10:30.222240: step 197, loss 0.287242, accuracy 0.898438, precision 0.9344262295081968, recall 0.9243243243243243
2019-03-18T23:10:31.768122: step 198, loss 0.305887, accuracy 0.898438, precision 0.9457831325301205, recall 0.9022988505747126
2019-03-18T23:10:33.069644: step 199, loss 0.199927, accuracy 0.917969, precision 0.9415204678362573, recall 0.936046511627907
2019-03-18T23:10:34.530740: step 200, loss 0.218155, accuracy 0.902344, precision 0.9441340782122905, recall 0.9184782608695652
2019-03-18T23:10:35.988907: step 201, loss 0.242587, accuracy 0.898438, precision 0.94375, recall 0.8988095238095238
