Loading data...
10251
Max Document length: 2407
Vocabulary Size: 24319
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550682642

2019-02-20T17:11:24.674119: step 1, loss 3.27608, accuracy 0.25, precision 1.0, recall 0.07692307692307693
2019-02-20T17:11:37.692100: step 68, loss 0.01385, accuracy 1, precision nan, recall nan
2019-02-20T17:11:37.886716: step 69, loss 0.0279493, accuracy 1, precision nan, recall nan
2019-02-20T17:11:38.081726: step 70, loss 1.96425, accuracy 0.625, precision 0.0, recall 0.0
2019-02-20T17:11:38.275382: step 71, loss 0.379609, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:11:38.469800: step 72, loss 0.0125128, accuracy 1, precision 1.0, recall 1.0
2019-02-20T17:11:38.659477: step 73, loss 0.0652008, accuracy 1, precision nan, recall nan
2019-02-20T17:11:38.849883: step 74, loss 0.917358, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:39.045406: step 75, loss 0.0762431, accuracy 0.9375, precision 1.0, recall 0.5
2019-02-20T17:11:39.238746: step 76, loss 0.0427051, accuracy 1, precision 1.0, recall 1.0
2019-02-20T17:11:39.431420: step 77, loss 1.24145, accuracy 0.75, precision 0.25, recall 0.5
2019-02-20T17:11:39.623880: step 78, loss 0.800582, accuracy 0.8125, precision 0.5, recall 0.3333333333333333
2019-02-20T17:11:39.816223: step 79, loss 0.733162, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:40.010222: step 80, loss 0.444561, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:40.198779: step 81, loss 0.255486, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:11:40.395221: step 82, loss 1.38207, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:11:40.588827: step 83, loss 0.536607, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:40.783280: step 84, loss 0.0615831, accuracy 1, precision 1.0, recall 1.0
2019-02-20T17:11:40.969485: step 85, loss 0.0324023, accuracy 1, precision nan, recall nan
2019-02-20T17:11:41.160476: step 86, loss 1.22132, accuracy 0.75, precision 0.0, recall 0.0
2019-02-20T17:11:41.357365: step 87, loss 0.707026, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:41.549795: step 88, loss 0.367848, accuracy 0.875, precision 1.0, recall 0.3333333333333333
2019-02-20T17:11:41.738457: step 89, loss 0.951573, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:11:41.925779: step 90, loss 0.677194, accuracy 0.8125, precision 0.5, recall 0.3333333333333333
2019-02-20T17:11:42.118906: step 91, loss 1.22859, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:42.309441: step 92, loss 0.0552383, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:11:42.504301: step 93, loss 2.77475, accuracy 0.5, precision 0.16666666666666666, recall 0.25
2019-02-20T17:11:42.700459: step 94, loss 0.584625, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:11:42.891789: step 95, loss 0.351691, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:43.084177: step 96, loss 0.445621, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:11:43.276412: step 97, loss 0.331815, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:43.470750: step 98, loss 0.566686, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:43.662543: step 99, loss 1.18246, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:11:43.851157: step 100, loss 0.933419, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:44.041493: step 101, loss 0.185611, accuracy 0.875, precision 1.0, recall 0.3333333333333333
2019-02-20T17:11:44.239938: step 102, loss 0.841803, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:44.432264: step 103, loss 2.6045, accuracy 0.6875, precision 0.0, recall 0.0
2019-02-20T17:11:44.627625: step 104, loss 1.028, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:44.817085: step 105, loss 0.331819, accuracy 0.9375, precision 1.0, recall 0.5
2019-02-20T17:11:45.011461: step 106, loss 1.44355, accuracy 0.75, precision 0.0, recall 0.0
2019-02-20T17:11:45.204279: step 107, loss 1.62527, accuracy 0.75, precision 0.3333333333333333, recall 0.3333333333333333
2019-02-20T17:11:45.398264: step 108, loss 0.102877, accuracy 0.9375, precision 1.0, recall 0.5
2019-02-20T17:11:45.590439: step 109, loss 0.088551, accuracy 1, precision 1.0, recall 1.0
2019-02-20T17:11:45.779938: step 110, loss 1.54197, accuracy 0.625, precision 0.0, recall 0.0
2019-02-20T17:11:45.971779: step 111, loss 0.155196, accuracy 0.875, precision 1.0, recall 0.3333333333333333
2019-02-20T17:11:46.162495: step 112, loss 0.665601, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:46.356652: step 113, loss 0.7232, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:11:46.547025: step 114, loss 0.5476, accuracy 0.8125, precision 0.3333333333333333, recall 0.5
2019-02-20T17:11:46.738973: step 115, loss 0.486368, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:46.938299: step 116, loss 0.46059, accuracy 0.875, precision nan, recall 0.0
2019-02-20T17:11:47.129964: step 117, loss 0.135584, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:11:47.323394: step 118, loss 1.51784, accuracy 0.8125, precision 0.0, recall nan
2019-02-20T17:11:47.512606: step 119, loss 0.671618, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:11:47.702589: step 120, loss 0.442294, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:47.893869: step 121, loss 1.93035, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:48.088680: step 122, loss 0.724499, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:48.279576: step 123, loss 0.928791, accuracy 0.875, precision 0.3333333333333333, recall 1.0
2019-02-20T17:11:48.468422: step 124, loss 0.190036, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:11:48.660894: step 125, loss 0.030501, accuracy 1, precision nan, recall nan
2019-02-20T17:11:48.853660: step 126, loss 1.02782, accuracy 0.8125, precision 0.0, recall nan
2019-02-20T17:11:49.049422: step 127, loss 0.426132, accuracy 0.875, precision 0.5, recall 0.5
2019-02-20T17:11:49.242385: step 128, loss 0.969813, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:11:49.439241: step 129, loss 0.72512, accuracy 0.6875, precision 0.3333333333333333, recall 0.25
2019-02-20T17:11:49.631209: step 130, loss 0.204947, accuracy 0.9375, precision 1.0, recall 0.5
2019-02-20T17:11:49.826914: step 131, loss 0.938204, accuracy 0.75, precision 0.3333333333333333, recall 0.3333333333333333
2019-02-20T17:11:50.018684: step 132, loss 1.06824, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:11:50.213404: step 133, loss 1.60555, accuracy 0.75, precision 0.5, recall 0.5
2019-02-20T17:11:50.402372: step 134, loss 0.57381, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:11:50.600034: step 135, loss 1.02361, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:50.787359: step 136, loss 0.221768, accuracy 0.875, precision 1.0, recall 0.6
2019-02-20T17:11:50.980613: step 137, loss 0.139348, accuracy 0.9375, precision 0.75, recall 1.0
2019-02-20T17:11:51.169456: step 138, loss 0.997852, accuracy 0.75, precision 0.0, recall 0.0
2019-02-20T17:11:51.359062: step 139, loss 0.181556, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:11:51.554562: step 140, loss 0.502391, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:11:51.747971: step 141, loss 0.450474, accuracy 0.9375, precision 0.5, recall 1.0
2019-02-20T17:11:51.943269: step 142, loss 0.3915, accuracy 0.9375, precision 0.5, recall 1.0
2019-02-20T17:11:52.130728: step 143, loss 0.260014, accuracy 0.8125, precision 1.0, recall 0.25
2019-02-20T17:11:52.325916: step 144, loss 0.431468, accuracy 0.875, precision 0.5, recall 0.5
2019-02-20T17:11:52.523624: step 145, loss 0.706436, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:52.713885: step 146, loss 0.147398, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:11:52.907718: step 147, loss 1.14316, accuracy 0.75, precision 0.0, recall 0.0
2019-02-20T17:11:53.103617: step 148, loss 0.870319, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:11:53.293141: step 149, loss 0.449941, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:11:53.491343: step 150, loss 0.29371, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:53.680900: step 151, loss 0.282806, accuracy 0.875, precision 1.0, recall 0.3333333333333333
2019-02-20T17:11:53.878732: step 152, loss 0.663152, accuracy 0.8125, precision 1.0, recall 0.25
2019-02-20T17:11:54.073318: step 153, loss 0.947204, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:54.264334: step 154, loss 0.00972913, accuracy 1, precision 1.0, recall 1.0
2019-02-20T17:11:54.460004: step 155, loss 0.715049, accuracy 0.8125, precision 0.25, recall 1.0
2019-02-20T17:11:54.657322: step 156, loss 0.100026, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:11:54.848774: step 157, loss 0.30608, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:11:55.037542: step 158, loss 0.666212, accuracy 0.8125, precision 0.5, recall 0.3333333333333333
2019-02-20T17:11:55.233557: step 159, loss 0.448478, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:55.426622: step 160, loss 0.490749, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:55.619785: step 161, loss 0.0679142, accuracy 1, precision 1.0, recall 1.0
2019-02-20T17:11:55.810788: step 162, loss 0.0859688, accuracy 0.9375, precision 1.0, recall 0.5
2019-02-20T17:11:56.003847: step 163, loss 0.524978, accuracy 0.9375, precision 0.5, recall 1.0
2019-02-20T17:11:56.195864: step 164, loss 0.145288, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:11:56.387703: step 165, loss 1.88253, accuracy 0.6875, precision 0.0, recall 0.0
2019-02-20T17:11:56.587034: step 166, loss 0.0921219, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:11:56.773032: step 167, loss 0.12566, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:11:56.968041: step 168, loss 0.164528, accuracy 0.9375, precision 1.0, recall 0.5
2019-02-20T17:11:57.159574: step 169, loss 0.412589, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:11:57.352452: step 170, loss 0.0148117, accuracy 1, precision nan, recall nan
2019-02-20T17:11:57.546417: step 171, loss 0.155576, accuracy 0.9375, precision 1.0, recall 0.5
2019-02-20T17:11:57.744522: step 172, loss 1.27818, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:57.936004: step 173, loss 1.34961, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:58.133212: step 174, loss 1.12968, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:11:58.331274: step 175, loss 1.03706, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:58.524935: step 176, loss 1.04641, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:11:58.715776: step 177, loss 0.151807, accuracy 0.9375, precision 0.5, recall 1.0
2019-02-20T17:11:58.906131: step 178, loss 1.47374, accuracy 0.75, precision 0.25, recall 0.5
2019-02-20T17:11:59.101331: step 179, loss 0.178833, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:11:59.297455: step 180, loss 0.709347, accuracy 0.875, precision 0.5, recall 1.0
2019-02-20T17:11:59.494546: step 181, loss 1.73367, accuracy 0.6875, precision 0.0, recall 0.0
2019-02-20T17:11:59.690221: step 182, loss 0.772439, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:11:59.888096: step 183, loss 0.142248, accuracy 0.9375, precision 0.5, recall 1.0
2019-02-20T17:12:00.079027: step 184, loss 0.671898, accuracy 0.8125, precision 0.5, recall 0.6666666666666666
2019-02-20T17:12:00.272545: step 185, loss 0.765148, accuracy 0.75, precision 0.0, recall 0.0
2019-02-20T17:12:00.459625: step 186, loss 0.355899, accuracy 0.875, precision 1.0, recall 0.3333333333333333
2019-02-20T17:12:00.654134: step 187, loss 0.91696, accuracy 0.75, precision 1.0, recall 0.3333333333333333
2019-02-20T17:12:00.849863: step 188, loss 0.676077, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:12:01.046753: step 189, loss 1.85818, accuracy 0.5, precision 0.0, recall 0.0
2019-02-20T17:12:01.243927: step 190, loss 0.511759, accuracy 0.8125, precision nan, recall 0.0
2019-02-20T17:12:01.436578: step 191, loss 0.435272, accuracy 0.9375, precision 0.5, recall 1.0
2019-02-20T17:12:01.629210: step 192, loss 0.332678, accuracy 0.875, precision nan, recall 0.0
2019-02-20T17:12:01.819095: step 193, loss 1.38096, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:12:02.015986: step 194, loss 0.00796164, accuracy 1, precision nan, recall nan
2019-02-20T17:12:02.213337: step 195, loss 0.28444, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:12:02.409366: step 196, loss 0.761102, accuracy 0.9375, precision 0.5, recall 1.0
2019-02-20T17:12:02.609406: step 197, loss 0.753565, accuracy 0.8125, precision 0.0, recall nan
2019-02-20T17:12:02.801714: step 198, loss 0.398343, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:12:02.998425: step 199, loss 1.25334, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:12:03.198137: step 200, loss 1.20857, accuracy 0.875, precision 0.5, recall 1.0
2019-02-20T17:12:03.386983: step 201, loss 0.655725, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:12:03.582709: step 202, loss 0.462342, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:12:03.772298: step 203, loss 1.03307, accuracy 0.75, precision 0.0, recall nan
2019-02-20T17:12:03.969530: step 204, loss 0.605578, accuracy 0.875, precision 0.3333333333333333, recall 1.0
2019-02-20T17:12:04.158717: step 205, loss 0.0362515, accuracy 1, precision nan, recall nan
2019-02-20T17:12:04.355183: step 206, loss 0.160136, accuracy 0.875, precision 1.0, recall 0.3333333333333333
2019-02-20T17:12:04.548309: step 207, loss 0.330986, accuracy 0.875, precision nan, recall 0.0
2019-02-20T17:12:04.737552: step 208, loss 1.31592, accuracy 0.75, precision 0.0, recall 0.0
2019-02-20T17:12:04.929613: step 209, loss 0.372361, accuracy 0.8125, precision 1.0, recall 0.25
2019-02-20T17:12:05.124560: step 210, loss 0.0701091, accuracy 1, precision 1.0, recall 1.0
2019-02-20T17:12:05.320490: step 211, loss 1.04153, accuracy 0.8125, precision 0.3333333333333333, recall 0.5
2019-02-20T17:12:05.515204: step 212, loss 0.759707, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:12:05.713719: step 213, loss 1.49438, accuracy 0.75, precision 0.2, recall 1.0
2019-02-20T17:12:05.904131: step 214, loss 0.37178, accuracy 0.9375, precision 0.6666666666666666, recall 1.0
2019-02-20T17:12:06.092092: step 215, loss 0.628182, accuracy 0.8125, precision 0.3333333333333333, recall 0.5
2019-02-20T17:12:06.285527: step 216, loss 0.899943, accuracy 0.75, precision 0.5, recall 0.25
2019-02-20T17:12:06.478045: step 217, loss 0.188581, accuracy 0.875, precision 1.0, recall 0.3333333333333333
2019-02-20T17:12:06.676058: step 218, loss 0.110679, accuracy 0.875, precision nan, recall 0.0
2019-02-20T17:12:06.875598: step 219, loss 0.656823, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:12:07.071869: step 220, loss 0.291813, accuracy 0.875, precision 0.5, recall 0.5
2019-02-20T17:12:07.270508: step 221, loss 0.455846, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:12:07.468056: step 222, loss 0.524035, accuracy 0.75, precision 0.0, recall 0.0
2019-02-20T17:12:07.663379: step 223, loss 1.02341, accuracy 0.875, precision 0.5, recall 0.5
2019-02-20T17:12:07.859973: step 224, loss 0.00857604, accuracy 1, precision 1.0, recall 1.0
2019-02-20T17:12:08.054086: step 225, loss 0.440946, accuracy 0.875, precision 0.3333333333333333, recall 1.0
2019-02-20T17:12:08.250066: step 226, loss 0.822097, accuracy 0.8125, precision 0.5, recall 0.3333333333333333
2019-02-20T17:12:08.444099: step 227, loss 0.483793, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:12:08.631853: step 228, loss 0.305111, accuracy 0.9375, precision 0.5, recall 1.0
2019-02-20T17:12:08.826475: step 229, loss 0.0087558, accuracy 1, precision 1.0, recall 1.0
2019-02-20T17:12:09.024182: step 230, loss 0.768705, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:12:09.221250: step 231, loss 0.01622, accuracy 1, precision nan, recall nan
2019-02-20T17:12:09.412525: step 232, loss 0.688974, accuracy 0.875, precision 0.3333333333333333, recall 1.0
2019-02-20T17:12:09.602775: step 233, loss 0.358224, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:12:09.795650: step 234, loss 0.760008, accuracy 0.875, precision 0.0, recall 0.0
2019-02-20T17:12:09.986333: step 235, loss 0.168174, accuracy 0.875, precision nan, recall 0.0
2019-02-20T17:12:10.179834: step 236, loss 0.74651, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:12:10.375069: step 237, loss 0.119904, accuracy 0.9375, precision 1.0, recall 0.6666666666666666
2019-02-20T17:12:10.570615: step 238, loss 1.55452, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:12:10.762372: step 239, loss 0.00653752, accuracy 1, precision nan, recall nan
2019-02-20T17:12:10.960357: step 240, loss 1.46696, accuracy 0.875, precision 0.3333333333333333, recall 1.0
2019-02-20T17:12:11.154400: step 241, loss 1.16836, accuracy 0.8125, precision 0.3333333333333333, recall 0.5
2019-02-20T17:12:11.347402: step 242, loss 0.539899, accuracy 0.9375, precision 1.0, recall 0.5
2019-02-20T17:12:11.537082: step 243, loss 0.481881, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:12:11.730187: step 244, loss 0.642663, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:12:11.925518: step 245, loss 0.213975, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:12:12.123229: step 246, loss 0.771543, accuracy 0.875, precision 0.5, recall 0.5
2019-02-20T17:12:12.318057: step 247, loss 0.0659501, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:12:12.512590: step 248, loss 0.509709, accuracy 0.875, precision 0.0, recall nan
2019-02-20T17:12:12.707350: step 249, loss 0.398299, accuracy 0.9375, precision 0.5, recall 1.0
2019-02-20T17:12:12.903145: step 250, loss 1.12678, accuracy 0.75, precision 0.0, recall 0.0

Evaluation:
[[ 12  83]
 [  0 930]]
2019-02-20T17:12:17.085044: step 250, loss 0.397769, accuracy 0.919024, precision 0.12631578947368421, recall 1.0

Saved model checkpoint to /home/ubuntu/Project/runs/1550682642/checkpoints/model-250

2019-02-20T17:12:17.393530: step 251, loss 0.604065, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:12:17.584841: step 252, loss 0.946932, accuracy 0.875, precision 0.3333333333333333, recall 1.0
2019-02-20T17:12:17.780123: step 253, loss 0.147778, accuracy 0.9375, precision 0.0, recall nan
2019-02-20T17:12:17.971914: step 254, loss 0.288644, accuracy 0.8125, precision 0.0, recall 0.0
2019-02-20T17:12:18.160184: step 255, loss 0.502477, accuracy 0.875, precision 0.3333333333333333, recall 1.0
2019-02-20T17:12:18.359070: step 256, loss 0.731762, accuracy 0.875, precision 1.0, recall 0.3333333333333333
2019-02-20T17:12:18.549476: step 257, loss 0.115821, accuracy 0.9375, precision nan, recall 0.0
2019-02-20T17:12:18.746647: step 258, loss 0.0147881, accuracy 1, precision nan, recall nan
2019-02-20T17:12:18.942598: step 259, loss 0.140856, accuracy 0.9375, precision 1.0, recall 0.6666666666666666
2019-02-20T17:12:19.138201: step 260, loss 1.54156, accuracy 0.75, precision 0.3333333333333333, recall 0.3333333333333333
2019-02-20T17:12:19.333128: step 261, loss 0.00607119, accuracy 1, precision nan, recall nan
2019-02-20T17:12:19.530110: step 262, loss 1.4541, accuracy 0.8125, precision 0.0, recall nan
2019-02-20T17:12:19.721548: step 263, loss 0.041374, accuracy 1, precision nan, recall nan
2019-02-20T17:12:19.914675: step 264, loss 0.259316, accuracy 0.875, precision 1.0, recall 0.3333333333333333
2019-02-20T17:12:20.107871: step 265, loss 0.627914, accuracy 0.875, precision 0.5, recall 0.5
2019-02-20T17:12:20.305166: step 266, loss 0.00631631, accuracy 1, precision nan, recall nan
