 Tweet Text, Informativeness
#Colorado #Canada #NewMexico #Arkansas #Laredo #Strongsville #world #news #Georgia #Louisiana #Hawaii  Gossip---&gt;http://t.co/qXvuajVY,Not related
#50radio #NowPlaying 5-0 Radio app (Larimer County Fire and EMS) rr://7897 #highparkfire,Related - but not informative
According to Gov Hickenlooper One third of all fire retardant equipment in the country is here in Larimer County. #highparkfire,Related and informative
Huge forest fire here in Colorado up in the mountains,Related and informative
Colorado fire swells in size: A raging wildfire that swelled within a day to 8000 acres in northern Colorado b... http://t.co/VfjF9C59,Related and informative
@alan_arnette Moore Animal Hosptal in FC offering free small animal boarding and pick up for #highparkfire evacuees. 970-560-0452 for info.,Related and informative
#HighParkFire trying to get more of all resources.. air ground crews military assistance.. competing for fire resources due to other fires,Related and informative
Ufo Alerts: UFOs Filmed in Colorado Springs CO - June 4 2012 - YouTube: http://t.co/tkcCg3LM Strange ... http://t.co/VCiq0mmr,Not related
MT “@monikarun: #highparkfire @ Taste of Fort Collins http://t.co/InUMas5e” crazy. Kinda glad I'm not going now. But will miss Mat Kearney,Not related
#wildfire high park fire  http://t.co/OHB5nPtY,Related and informative
This is crazy #highparkfire http://t.co/TJyXcdNN,Related and informative
#IFWT Colorado Wildfires Getting Worse - http://t.co/OhpuHWbi,Related and informative
Colorado fire displaces hundreds; 1 person missing: Firefighters in Colorado and New Mexico are battling wind-fu... http://t.co/R6OQwpix,Related and informative
Hundreds evacuated as Colorado New Mexico fires spread http://t.co/wr9JREt3,Related and informative
#LarimerCounty Colorado #HighParkFire Map of fire: http://t.co/Dkm0JXmF,Related and informative
#telluride #colorado #landscape  http://t.co/YU7bQZvb,Not related
#offer @nocok9cop We can take in a couple or small family + pets at our house for evacuees of #highparkfire - #loc live in Windsor.,Related and informative
Sunset I shot last April on top of Buckhorn Mountain at #ShilohGuestRanch now under #HighParkFire.  http://t.co/vVG1oCBO,Related and informative
CNN: Homes at risk from Colorado wildfire: Hundreds of families took refuge early Monday at a northern Col... http://t.co/1whTp6PL #news,Related and informative
Homes at risk from Colorado wildfire: Hundreds of families took refuge early Monday at a northern Colorado ... http://t.co/OoYTzBfx #CNN,Related and informative
#highparkfire apparently now larger than the city of Boulder at approximately 31.25 sq miles,Related and informative
Pray for rain! RT @LarimerSheriff: #HighParkFire is now at 36930 acres.,Related and informative
@wind4me Great point. Did see a request for tankers form Canada to aid has been made. #HighParkFire,Related and informative
Follow @TaliahBeatz RT @ressiVdanor RT @HADIARE: #OPENFOLLOW Fort Collins Colorado Wildfire Spreads As New Mexico ...  Follow @JiNxBeatz,Related and informative
“Latest info: 36930 acres 18 structures damaged 1 person missing. All stories and updates here: http://t.co/K0uRXxle #HighParkFire”,Related and informative
Next #HighParkFire RESIDENT briefing: 3pm McKee bldg at The Ranch in Loveland. @DenverChannel #Denver7,Related and informative
I'm at East Library (Colorado Springs CO) http://t.co/kKcZlWYr,Not related
Great info on how to help #people and #pets http://t.co/oawrZZoK via @ColoradoStateU #HighParkFire #cofire,Related and informative
Due to Colorado wildfires the trip is cancelled. So instead we will be driving through Nevada and going to California.,Related and informative
Photos: Fire threatens man and nature: Photos: Northern Colorado fire rages on       http://t.co/GgPZl7Zf,Related and informative
MT @KyleClark: Please keep #HighParkFire firefighters in your thoughts/prayers. Difficult day looms for them.,Related - but not informative
Colorado wildfire 'moving fast' http://t.co/1VTm9QbN,Related and informative
Sending lots of positive thoughts to Larimer County Fort Collins and the people affected by the #HighParkFire,Related - but not informative
Photo of the Colorado wildfire from space (via @NASA) http://t.co/AWCRkwr2 #HighParkFire #FortCollins #Highpark #Lemay via @michaelhayes,Related and informative
Damage Assessment teams for #HighParkFire being assembled to determine what' structures have been burned damaged or untouched.,Related and informative
New Mexico Colorado fires burn out of control http://t.co/StksrcBK,Related and informative
The copter is on the way to the #HighParkFire. We'll be airing it live throughout our coverage. You can also follow @CodyCrouch for pics.,Related and informative
#boulder #colorado #hiking  @ Mount Sanitas Summit http://t.co/h26XBU70,Not related
@scottbalster @gnip @mapbiquity @imnickarmstrong any ideas on a domain name? Re #HighParkFire house matching w displaced people.,Related and informative
62 year old linda stedman killed in #highparkfire,Related and informative
The High Park fire west of Fort Collins #CO has consumed 36930 acres so far is 0% contained and continues to grow. #NWS #cowx #cofire,Related and informative
Current estimate for #HighParkFire is 41140 acres. They will know more in the morning after a night IR picture is taken.,Related and informative
Smokey sunset #highparkfire #sunset #nature  @ Fort Collins CO http://t.co/MWlr6Fju,Not related
So proud of the Colorado Springs Air Force graduating class.  You guys did it!,Not related
Forest fires in Colorado and New Mexico. :(,Related - but not informative
Colorado fire: 41140 acres burned 1 dead: Firefighters were hoping to get control Tuesday of a fast-moving wil... http://t.co/S2s77VSh,Related and informative
VIDEO: Colorado wildfire 'moving fast' http://t.co/RvRouaTA,Related and informative
Colorado fire: 41140 acres burned 1 dead: Firefighters were hoping to get control Tuesday of a fast-moving wildfire in northern Col...,Related and informative
BBC News - Hundreds forced from their homes by Colorado wildfire http://t.co/rAKBJwQJ,Related and informative
Pre-evacuation notice for part Glacier View CR74E S &amp; E of McNay Hill. Hewlett Gulch Road Deer Meadow Way Gordon Creek Lane #HighParkFire,Related and informative
@9NEWS: Incident command: NE &amp; SE corners S flank of #HighParkFire are hot. East flank which is closest to Ft Collins is calm,Related and informative
Colorado Fires Map: Colorado Fires Map A sprawling wildfire in northern Colorado grew larger than the nearby city... http://t.co/VukHl8wx,Related and informative
Woke up to the smell of smoke in Denver this morning. Thoughts are with those affected by #HighParkFire,Related - but not informative
High Park Wildfires Whip Through Colorado http://t.co/x0ARQdcY,Related and informative
@KateWilson0605 thanks! I just built it fast as I didn't have much time! God bless you! #HighParkFire,Related - but not informative
It is doingsome raining #onthefarm!!!   LORD send of this to put out the fires in Colorado.  #Thrutheflames safety!!!   #BelovedofGOD,Related - but not informative
For the latest on the massive #HighParkFire follow @CBSDenver and get the details here: http://t.co/CDODmPJr,Related and informative
So sad! 43000 acres 5% contained 500 firefighters...100 homes destroyed 1 dead. #wildfire #HighParkFire http://t.co/fpyUydUg,Related and informative
More details on Yuma Firefighter who died in rollover accident: http://t.co/2vvvcuMO via @KSWT #azfire #wildfire #fire,Not related
Colorado State University classes disrupted by High Park Fire  http://t.co/byA9WRQu,Related and informative
Is the Colorado Wildfire the Future Norm? http://t.co/yfgHINNf,Related - but not informative
#highparkfire It's a slow progress but we need to have favorable weather and we've had that the last couple of days.,Related and informative
Is support of those fighting the fire in northern Colorado we say THREE CHEERS FOR FIRE FIGHTERS! Here's a view... http://t.co/UIb2fSdj,Related and informative
Beyond the trauma of losing a home the #HighParkFire is going to take a chunk out of property tax revenue. http://t.co/l8vX6mAF,Related and informative
The fire in Colorado is still burning?,Related - but not informative
High Park Fire in Colorado http://t.co/yi1nnag1,Related - but not informative
People in Colorado shrug off a gigantic fire that one one can put out due to the unstoppable wind but they have a heart attack over rain...,Related and informative
Thx!! RT @CommUlinks: Read Charitable #Colorado ▸ today's top stories via @Summit54 @UrbanLandC @WalkingMtns  ▸ http://t.co/zZhZxxto,Not related
Colorado wild fire now 44000 acres and growing - respect for the fire fighters thoughts with the homeless,Related and informative
@glennbeck you are looking better.  Hope you come back to Colorado Springs sometime soon.,Not related
Colorado Springs hiring outlook improves - The Business Journal http://t.co/0zjG0D9l,Not related
Colorado New Mexico forest fire crews gain ground: (Reuters) - Fire crews battling flames roaring through natio... http://t.co/EH2aGeFa,Related and informative
Colorado to double wildfire crews http://t.co/Zky8ALMM,Related and informative
Colorado State University classes disrupted by High Park Fire – 9News http://t.co/MHFEQIIz,Related and informative
Colorado to double wildfire crews: Officials plan to more than double the amount of fire engines battling the ra... http://t.co/6lsEbXJY,Related and informative
Search Healthcare $ Registered Nurse (RN) at Select Specialty Hospital (Colorado Springs CO)  http://t.co/f8kzUhbr,Not related
Colorado New Mexico forest fire crews gain ground. (Reuters) Story: http://t.co/om9eCXm3,Related and informative
4 Northern Rockies T2IA Crews are mobilizing to Colorado and New Mexico to assist with wildland fire suppression efforts.,Related and informative
#HighParkFire live briefing: Bill Hahnenberg cmdr: Not the kind of fire where we fight for a couple days and head home. Here a long time.,Related - but not informative
@amitvkaushik Poncha Springs Colorado CO http://t.co/mIFtULJy,Not related
Great one here: Colorado wildfire roars to 73 square miles - Fox News  [a link in my bio],Related and informative
Colorado wildfire smoke blows into Cheyenne Wyo. - USA TODAY: USA TODAYColorado wildfire smoke blows into Cheyenne Wyo.USA TODAYLOV...,Related and informative
Colorado wildfire smoke smudges skies in Wyoming: LOVELAND Colo.     (AP) -- Smoke from a massive northern Colo... http://t.co/rl4HKdUT,Related and informative
Colorado wildfire smoke chokes Cheyenne Wyo. – http://t.co/JHBKgAAs http://t.co/3mnGdYqf,Related and informative
Other/Attorney/In House/Colorado Springs Colorado - USA-CO-Colorado Springs: License Management Analyst 3-Fin  ... http://t.co/W8w853M5,Not related
@BravoTangoTees Sara in Colorado Springs ... #BTturns1,Not related
#colorado Team USA to Compete at Pan Am Zonal Fencing Championships in ... http://t.co/hvZgtbHE,Not related
I miss my sister already. #colorado,Not related
Love sippin this @BoulderBeerCo Singletrack while on the train in Glenwood Canyon #Colorado! http://t.co/F1AN2YEf,Not related
Miss it already #Colorado http://t.co/jOT4Ul34,Not related
Airstrip in Colorado Springs.,Related - but not informative
New post: NEW POLL: High Support for Marijuana Legalization in Colorado 61% Say Regulate Like Alc http://t.co/eZPVrx9r #CO #Colorado,Not related
We're finishing up our #HighParkFire coverage for the night. @KellyCBS4 will have the very latest tomorrow AM on @CBSDenver,Related - but not informative
Can it be Sunday morning already? #Colorado #Plz #IHateTexas,Not related
Colorado I'll see you soon #colorado #heaven #sonicbloom #festyseason #mountains 💗💗💗 http://t.co/2KlguV2G,Not related
Armed robbers get away: Colorado Springs police say two black men entered the Ambassador Adult Entertainment Store... http://t.co/4oUiDEGE,Not related
|Forlan no Inter: sites na europa dizem que sim. Mas lembrem-se a fonte de todos eles é o Neto. || #Inter #Colorado|,Not applicable
#ayp #arvada #colorado (@ Personal Benefit Services Wealth Management w/ @erika1h) http://t.co/RYrXPlCQ: #ayp #a... http://t.co/XFDFP3lB,Not related
Homeowners from the Stratton Park Pine Acres/ parts of Poudre Canyon have been notified that their homes have been destroyed. #HighParkFire,Related and informative
#HighParkFire has burned about 73 square miles. Washington DC measures 68 square miles. NASA photo t.co,Related and informative
Watch live:  Colorado Wildfire Aerials http://t.co/DwR1UnqW,Related and informative
Colorado wildfire: Tankers resume fighting 52000-acre High Park fire - Denver Post: Fox 31 KDVR.comColorado wild... http://t.co/a3Uxxcps,Related and informative
More evacuated as wildfires spread in New Mexico Colorado http://t.co/9THdcRnY,Related and informative
Colorado High Park fire now 15% contained; hundreds of homes to be evacuated – InciWeb via @NBCNews http://t.co/jyhWaOg5,Related and informative
Strawberry Days social networking brings talent to more than one ...: GLENWOOD SPRINGS Colorado — Strawberry Da... http://t.co/fg1JKIRu,Not related
Colorado wildfire hops road: Firefighters Thursday made progress against a massive wildfire 15 miles west of For... http://t.co/vg18pC4v,Related and informative
CNN: Colorado wildfire hops road http://t.co/6D1BEiP3,Related and informative
Colorado wildfire hops road: Firefighters Thursday made progress against a massive wildfire 15 miles west of For... http://t.co/ZGeaE7su,Related and informative
Anything Goes opens summer season at RMRT http://t.co/m13SYv7A #colorado,Not related
Larry Austin jr headed to Colorado Springs for Fiba U17 World Championship tryouts #teamrose,Not related
#HighParkFire info on #LarimerCounty webpage. A lot of advice about prepping for a fire safety lists evacuation checklists structure maps,Related - but not informative
Selling your Colorado Springs Colorado home? http://t.co/bui6YnzJ http://t.co/N1CKh6yV,Not related
#wyzant #jobs #ColoradoSprings A student in Colorado Springs CO is looking for a tutor in elementary (k-6th): http://t.co/TFpezc8A,Not related
Back to the news: Latest perimeter map of the #HighParkFire as of late last night: http://t.co/vP3PhhKW,Related and informative
#Internship Product Management Internship: DiversityWorking - Fort Collins CO -  for an inter... http://t.co/c1IIdXq1 #Colorado #intern,Not related
Colorado wildfire: High Park Fire near Fort Collins devours 37000 acres,Related and informative
Colorado wildfire: High Park Fire near Fort Collins devours 37000 acres,Related and informative
1908 photo Colorado Midland Band Colorado Springs Colo.. Male band posed on stage.: 1908 photo Colorado Midlan... http://t.co/YOd31WMS,Not related
Looks a lot like MOMA-San Francisco; I suspect the same architect. #denver #colorado #r  @ Denver Art Museum http://t.co/HFzKRH1d,Not related
Full Time Housekeeper - Colorado Springs CO http://t.co/YHyszwaE,Not related
BetRebels Live: (USA-MLS) #Vancouver Whitecaps vs #Colorado Rapids: 1-0: Goal for Vancouver Whitecaps http://t.co/GJGwRBmq @betrebels,Not related
Most destructive ever Colorado wildfire burns 181 homes http://t.co/D7pnuBOD via @msnbc_us,Related and informative
High Park Fire 2012: Colorado Blaze Burns Record Number Of Homes: DENVER -- Additional crews were arriving Satur... http://t.co/sujgYpDy,Related and informative
This is a beautiful state #Colorado,Not related
[Denver News] Colorado wildfire ranks as most destructive in state history: DENVER (Reuters) - An 85-square-mile... http://t.co/yHGdSthP,Related and informative
“@news_com_au: THE wildfire burning just west of Fort Collins Colorado has destroyed 181 homes ... http://t.co/hOFdZrkW”,Related and informative
@thewantedmusic  I would love If you came to Colorado Springs so I don't have to only see you on YouTube,Not related
Wildfire destroys 181 homes in Colorado: Additional crews were joining the fight Saturday against a wildfire in ... http://t.co/fqUi3Wu6,Related and informative
Denver ties for nation's microbrew capital; Colorado Springs not far ...: Browse Food/Drink. Food/Drink Home Pag... http://t.co/nHU6w5C7,Not related
Colorado Sees Record Fire Damage http://t.co/8e0BxjxW,Related and informative
What a week it's been!  #highparkfire you better behave today.  http://t.co/LAn96lrY,Related - but not informative
#HighParkFire UPDATE: Re-Evacuations being announced for Hwy 14 east of Seaman Reservoir.,Related and informative
Most destructive ever Colorado wildfire burns 181 homes - U.S. News http://t.co/Gnuz2cFp #COLORADOWILDFIRES,Related and informative
Worst Colorado wildfire i... http://t.co/rFBZXtQ1,Related and informative
#highparkfire from Loveland  http://t.co/WDBh0E7G,Related and informative
High Park Fire: Kansas &amp;amp; Nebraska National Guards Support Colorado http://t.co/QRuKUrFj via @youtube [Like it? http://t.co/wHLz1XYp ],Related and informative
Unprecedented Colorado Wildfires Continue As Strong Winds and Looting Add to the Problem: (The Blaze/AP) -- Cre... http://t.co/EerKtUjo,Related and informative
Search ends for Japanese climbers on Mt. McKinley http://t.co/8ePHqLTm #sumco #colorado,Not related
3 days and its just me family and the joy of waking up to the mountains right outside my window. #Colorado #excited,Not related
...keeping a wary eye on the #SpringerFire. Sure it's a way from us now but so was Hayman before it blew up.,Related - but not informative
Biking is better than most things. #mtb #colorado #sunset #bike #nature #sky  http://t.co/2QMscFfC,Not related
Unprecedented Colorado Wildfires Continue As Strong Winds and Looting Add to the Problem http://t.co/HwKpHLBt,Related and informative
|2bd 2ba ranch townhouse in desirable Hover Ridge in #Longmont || $224900 || call Suz: 720.810.0683 #realestate #property #boulder #colorado|,Not related
Colorado High Park Fire: Potential Looters Pose New Threat - ABC News: ABC NewsColorado High Park Fire: Potentia... http://t.co/4a1hBEVB,Related and informative
Rockus - Photos: David Bazan at Fuel/Friends House Show Colorado Springs http://t.co/VngCD2sM,Not related
See if our business loans are right for you. http://t.co/BcexcR8d #construction #commercial #Colorado #Business #Economy,Not related
3 more homes may have burned in Colorado wildfire http://t.co/fHsfRvox #aspen,Related and informative
Colorado wildfire destroys 8 more homes; structure toll at 189 http://t.co/OOTX4wNu,Related and informative
Hyatt Regency 80202 Selected Colorado Airport Transportation 720-535-6030 #denver #colorado #airport #transportation #hyattregency #shuttle,Not related
Colorado fire tops 58000 acres; weather stays hot and windy: Firefighters in Colorado faced another round of ni... http://t.co/AaFS5McP,Related and informative
High Winds Hamper Efforts to Fight Historic Colorado Wildfire http://t.co/uK4y4PIl,Related and informative
Adventure Park di Glenwood Springs Colorado http://t.co/Kf2bmFbZ… tertinggi-di-dunia @VIVAnews #SIMAKnews  76,Not related
Wind and heat fuel Colorado wildfire: Forecasters are expecting warmer than normal temperatures and gusty winds ... http://t.co/4tlsHcv9,Related and informative
Colorado wildfire now 50 percent contained http://t.co/nXfvS9tF,Related and informative
Colorado wildfire now 50 percent contained http://t.co/JOhi7rMx #bay2biz,Related and informative
Thin the Trees. No beetle kill. #HighParkFire http://t.co/D5jzzJtP,Related - but not informative
Wind heat hurt Colorado wildfire fight: Forecasters are expecting warmer than normal temperatures and gusty win... http://t.co/G1DOJDk2,Related and informative
Colorado wildfire: dramatic photographs of #highparkfire. http://t.co/igwlWNsw,Related and informative
On our way to Colorado springs! Pumped to be in the mountains,Not related
These wildfires in Colorado need to stop #favoriteplace,Related - but not informative
Colorado Wildfire Now 50 Percent Contained - LEX18 Lexington KY News http://t.co/ltAB7NSp,Related and informative
#Personhood is back in #Colorado-check out this pic to get the lowdown #3xNoCharm #COPolitics http://t.co/8dAmsrkj,Not related
Thank you to all firefighters who are out at the #highparkfire protecting homes and saving lives.,Related - but not informative
What? RT @danieljchacon: At about 71 percent the city of Colorado Springs is the greatest funder of PPRTA says Bach.,Not related
I'm at WolfWind (Colorado Springs Colorado) http://t.co/Jp7DbxBy,Not related
Wind Heat Hamper Colorado Wildfire Fight: Wind Heat Hamper Colorado Wildfire Fight,Related and informative
BIG Colorado Thank You to @Good4UDrinks for sending more drinks to the frontline.  #HighParkFire http://t.co/sSH2NS2y,Related - but not informative
Wells Fargo is now looking for qualified #job applicants in Colorado Springs CO. http://t.co/8dKKj7LX #tweetmyjobs,Not related
Cameras come out when the BBoys start dancing... #bboy #breaklife #denver #colorado  http://t.co/gs1GvSuH,Not related
Went back in the ole memory banks and relived a mountain hike with my late great brother Mike. Posting about it tomorrow. #Colorado #hiking,Not related
@GMInsideNews @Holden We need that truck here! #Colorado #GMchat,Not related
#Colorado #Sky Watch RedGage - http://t.co/siWOZ5An,Not related
FULL F LOAD FROM LAS VEGAS NV TO COLORADO SPRINGS CO ON JUN 20. 813 MILES. http://t.co/xDVCqcPp,Not related
Pro Power Rooter Colorado Springs CO http://t.co/y3O8fKP2,Not related
Aftermath of a Forest Fire http://t.co/oWKjKt4H via @wordpressdotcom -- 16 #photos #wildfire #environment,Related and informative
Today's Photo - Girafe at the Denver Zoo - Denver Colorado - http://t.co/AY8jmQsc #tbex #tbexrr #colorado @VisitDenver #photography,Not related
LOVELL WINS BIG AT THE BIG HOUSE: Colorado Springs CO 6/19/12 - Brad Lovell set the pro-light class on fire thi... http://t.co/Q8LzlM8b,Not related
Colorado LGBT Military Leads Gay Pride Parade http://t.co/JHFQA8jB #colorado,Not related
Re symbols on today's map: MT @LarimerSheriff: Only relevant to firefightng effort. Will b removd 4 tomorrow to reduce confusn #HighParkFire,Related - but not informative
390 #HighParkFire evacuees  told they can return home Wednesday http://t.co/cVMgyEwm,Related and informative
The heat buster!   @ Colorado Springs CO http://t.co/B8OZsdQN,Not related
Mineral Lease District is poised for first grant awards http://t.co/ve9PH9k9 #colorado,Not related
Boulder CO; Volunteers take on work of reseeding Fourmile Fire burn area: http://t.co/u8z4SPDA,Related and informative
Colorado. Soon to feature plagues of locusts.: First the big fire came.   Then the firefighters arrived to fig... http://t.co/YK4MzHPZ,Related - but not informative
USFS forest ecologist: Not just forests out of whack. It's whole life zones out of whack. #highparkfire #haymanfire,Related and informative
@FortCollinsBrew 1900 considered the pride of #Colorado.  Do u agree?   http://t.co/vMeqLpD9,Not related
|Campus and community preparing for medical school || http://t.co/ypg51dNG || Colorado Springs || Pueblo ||: http://t.co/ZJYduzcM|,Not related
Just when we thought it was safe to go outside. #CO #Wx  &gt;&gt; Fri=97 degrees Sat=100 degrees. You know what that means. #HighParkFire,Related and informative
I'm at Target. Can someone tell me what donations are needed for #HighParkFire evacuees and firefighters?,Related - but not informative
In case you missed it --&gt; Welcome to Denver http://t.co/xWauVQXH #TBEX #Colorado,Not related
@amy_realtor Does it again Happy buyer clients!  #HUD property today!  303 W Lehow  #Englewood #Colorado sold/closed! http://t.co/wHItLepg,Not related
Medical Assistant - Orthopedics - Colorado Springs http://t.co/wvCPxVYB #cospringsmedicalassistant,Not related
Reasonable Cable Television and Internet Deal in Colorado Springs CO http://t.co/MSwRJv6K,Not related
@Real_Liam_Payne How was your day today? (: #Colorado,Not related
@Real_Liam_Payne it needs to be July 24th 2013 already! my bestie and I are so excited for our concert. I love you guys! :)xx  #Colorado,Not related
@Real_Liam_Payne I'm si excited to hear it #Colorado,Not related
Love it! RT @bargainblessing: I love visiting the Colorado Springs zoo here in #Colorado. Feeding the giraffes is the best! #SavingsNation,Not related
colorado fire: ... http://t.co/Xg78Wxtc,Related - but not informative
Stellar's Jay Perches on Evergreen Branch http://t.co/CHRlM7Yk #Colorado #RMNP http://t.co/Ox5ja5qf,Not related
Fresh fruit for #HighParkFire personnel staying on campus not needed. Plenty of fruit already! Please donate $ to @NoCORedCross instead,Related and informative
Winds today are out of the NE filling the Front Range w/smoke. Hard to see what is going on w/ #HighParkFire.,Related and informative
Are you a Statistics expert and looking for extra money as a tutor in the Colorado Springs CO area? - check this out: http://t.co/SwMDNr5t,Not related
#HighParkFire from I-25. http://t.co/2nXZFfIv,Related and informative
Me too;) RT @JKsCOGirl: @dannywood I'm very excited to walk for two Team Betty's this year in Colorado Springs and Denver! :),Not related
@rqskye I'm in Boulder so about 50 miles southwest of the fire.  I have seen numerous reports of wind.  Not good.,Related and informative
#HighParkFire live briefing: Bill Hahnenberg cmdr: The prognosis for the next day — a little better but extreme weather conditions.,Related and informative
Photographer was in Glacier View as #HighParkFire evacuations were declared. His photo gallery: http://t.co/Yr8Rcv4J,Related and informative
Just chillin with @katiearledge little sister in Colorado springs haha,Not related
We're number 5 on the ReverbNation Country charts for Colorado Springs CO. http://t.co/UCe9ORYA,Not related
Larimer County Landscape Explorer updated with latest IR boundary.  http://t.co/Jx5umIdi #highparkfire,Not related
@KyleLSaunders Well we have a report/block button for a reason. Although I did make some really low-brow #highparkfire jokes a week ago...,Related - but not informative
Today my lifelong fear of our cabin in Colorado succumbing to fire has actually become a reality.,Related - but not informative
Colorado Spring wildfire http://t.co/yKxOv7xP,Related and informative
Jesus...half this state is on fire and its 102° right now.  #summerfun colorado style,Related and informative
@ashergrey @NWSSaltLakeCity #ConnecttheDots #utheat &amp; #wildfire fueled by climate change http://t.co/WyG4Db5c,Related and informative
@TheWorldCalls we lived in #Colorado for 4 years and go back every year to ski! We used to camp near the Castle! He is an interesting man!,Not related
Wild fires in colorado serious right now,Related and informative
Currently 4th warmest June ever recorded for #Denver.  #cowx #colorado http://t.co/03pKmq6r,Not related
I'm at Pizza Time (Colorado Springs CO) http://t.co/LKnprGVY,Not related
@KingTimJames #Sunset #telluride #colorado #mountai red sky at night sailors delight. Looks like tomorrow will be a good day my man. Enjoy,Not related
11th Annual Lakewood SK8 competition: LakewoodSK8 the action sports program at First Baptis... http://t.co/wySOMhch #Colorado #News #US,Not related
There are numerous serious fires going on in Colorado and a heat wave that isn't helping. Pray for rain! People are losing their homes. :(,Related - but not informative
Sunset + High Park Fire = Intense Picture. #highparkfire #fortcollins http://t.co/DAq8TO3j,Related and informative
Thank you Firefighters .  There are so many fires going on in Colorado right now and you are doing an awesome job.,Not related
New Colorado wildfire erupts grows out of control - Yahoo! News http://t.co/kOKAVruc,Related and informative
#waldocanyon fire....Views from my parents neighborhood....they have evacuated. I did steal these photos fro http://t.co/W8xDNvLw,Related and informative
#Colorado #redneck yee-haw!! http://t.co/pF4J89tO,Not related
Headin up to Colorado Springs this morning to worship with @NewLifeColorado my future family! :),Not related
Hanhnenberg: Currently we have the resources we need and will continue to but there will be competition for resources. #HighParkFire,Related and informative
Colorado town evacuated as wildfire nears http://t.co/0W8M2PbK,Related and informative
Dear #highparkfire Im sick. Of you. Be gone. I want this whole mess cleared up by friday.,Related - but not informative
#HighParkFire #OwlsNestProject Displaced families need basic household items. https://t.co/oDiyp3yJ @TMHRealEstate Please join our efforts,Related and informative
CURRENT TEMP in Colorado Springs is 95 degrees. #WaldoCanyonFire,Related and informative
Be praying this is very close to where my parents and sister live...WALDO CANYON FIRE - Colorado Springs Gazette CO http://t.co/9mQ2VNrm,Related - but not informative
Thousands evacuated as Colorado wildfire nears http://t.co/1jtGu6Bb,Related and informative
A nice view camping this weekend. #colorado #jeep http://t.co/ewUgtHTW,Not related
Colorado Springs POLICE are closing PALMER PARK as a PRECAUTION ONLY!!!!! #WaldoCanyonFire,Related and informative
I do not agree that it feels like 96 #COFire #Denver #summertime http://t.co/BWGZlEfd,Not related
Fires spread to Colorado tourist centers: Wildfires moved in on some of Colorado's most popular summer tourist d... http://t.co/N3Gwx0j0,Related and informative
This fire is for sure growing. #waldofire   @ Altimira http://t.co/9TQzWup8,Related and informative
Ouvir a torcida do meu #Inter cantando na Ilha do Retiro me faz lembrar o grande torcedor do #COLORADO Neco tio do @ToniMissel q mora em PE.,Not applicable
