 Tweet Text, Informativeness
i wonder if queensland is going to have another one of those times where it floods for a whole week before school starts,Related - but not informative
Twenty rescued as floods sweep northeast Australia http://t.co/ClwzTf52,Related and informative
Wow! So much water on the roads #bigwet,Related - but not informative
VIDEO: Tropical storm strikes Queensland: Tropical Storm Oswald's heavy rains have caused record amounts of flooding to Queensland.,Related and informative
VIDEO: Tropical storm strikes Queensland: Tropical Storm Oswald's heavy rains have caused record amounts of flooding to Queensland.,Related and informative
can we please just have one nice Australia Day. Past two years were floods and now cyclone warning yay -.-,Related - but not informative
BANANA SHIRE - CALLIDE CREEK - Get to higher ground now http://t.co/MESU3ZVy #bigwet #qldfloods #qld,Related and informative
Left it too late to build an Ark. #Bigwet,Related - but not informative
Hey @optus no service in Boyne/Tannum Qld... Too wet and windy ?? #bigwet #flatmatestelstrabroadbandworking #howtocontactwifey??,Related and informative
No Evey. Australia is being 'attacked' by floods not slugs.,Not related
Record floods in #Queensland #Australia #bigwet “@QldFire: A flooding EMERGENCY ALERT has been issued for Gladstone.  http://t.co/LaADffQO”,Related and informative
Live coverage: SE Qld on flood alert - ABC Online: http://t.co/KzizYnK4.auLive coverage: SE Qld on flood alertABC... http://t.co/ISCcbNw9,Related and informative
BOM update: 26/07:59 EST Flood Warning - Fitzroy River (QLD) http://t.co/eTrDwncv,Related and informative
QPS Facebook page has changed URL since two years ago.  Good resource for #bigwet #qldfloods information.  New page: http://t.co/RiCfeTa6,Related and informative
HAPPY AUSTRALIA DAY! My favourite holiday of the Year! Even with the Bush fires cyclones heat waves and floods;... http://t.co/7AJVtAgL,Not related
Fires / floods / cyclones - Happy 'Australia Day' Aussies.,Related - but not informative
Update. We have two road crashes Peachester Road QFRS responding Horsecamp Road Swiftwater incident #bigwet,Related and informative
#australiaday #flag #aussie #australia #aussiepride #iphone5 #hdr2 #water #rain #bigwet http://t.co/jxX4ZyRH,Not applicable
#leimo http://t.co/6AQgXb47 Qld residents prepare for storm tides: EMERGENCY flood alerts ha... http://t.co/IxyvDzD8 @Leimo @crowealexand,Related and informative
FLOOD WARNING FOR THE CONNORS ISAAC DON DAWSON AND FITZROY RIVERS #bigwet http://t.co/ywY0omEf Issued at 12:29... http://t.co/byTXn2uu,Related and informative
Reports of Road Traffic Crash ▶ Possible Entrapment ▶ Canando St &amp; Daguilar Hwy Woodford http://t.co/tCt8ViF8 #bigwet,Related and informative
Reports of Road Traffic Crash ▶ Nr Keefton Rd Bruce Hwy Gympie http://t.co/M7tmbxka #bigwet http://t.co/AZkjE1Zs,Related and informative
Homes spared from flooding for now - Sydney Morning Herald http://t.co/M4rcPw0Y #qld,Related and informative
Yeaa buddy #straya #sausagerolls #triplej #hottest100 #brisbane #bigwet #bbq  #australiaday #nofilter http://t.co/TWrVSIfp,Not related
BREAKING: @theqldpremier Premier says Situation has deteriorated in Central Qld. Gladstone has been Disaster Declared #bigwet,Related and informative
Premier Newman: weather situation has deteriorated. #bigwet,Related and informative
Newman says Bundaberg has been hit by a tornado. Buildings damaged power lines down. Disaster declared. #bigwet,Related and informative
Disaster declared in #bundaberg region after damage from #minitornado #bigwet,Related and informative
@ABCFarNorth why do the ABC presenters continually refer to rain fall using inches? How long has Aust. been metric? Catch up time!#bigwet,Related - but not informative
BURNETT HEADS - REMAIN INDOORS - Tornadoes / Waterspouts in your region NOW #qld #qldfloods #bigwet,Related and informative
Sheer genius satire on the flood of patriotic nonsense put out for Australia Day.  Watch and laugh! http://t.co/XbhZLpd8,Not related
Of wtf Queensland your call centre doesn't help us the fuck out why are we getting slammed with YOUR flood calls!?,Related and informative
Tonight in 7 News: Bundaberg a disaster zone as a string of tornadoes rip through the area  #bigwet,Related and informative
Severe Weather Warning issued for #Scenicrim #bigwet http://t.co/S3OVXd0D,Related and informative
Amazed &amp; shocked at flood images from home on SM. v relieved @jeanieparadise seems to have been spared tornadoes at her place too.#qldflood,Related - but not informative
@LisaGaglione72 lol we are getting 300mm plus even more tomorrow in some parts of qld there has been tornados flooding its crazy,Related and informative
Police: Fast stream rises are continuing across the Baffle Creek catchment. Major flooding is rising at Mim... http://t.co/DlWcSq0c #qld,Related and informative
Come on ex tc Oswald show us what you've got. Strange on/off winds through the house with the windows all shut! #bigwet #tornado,Related - but not informative
The Banana Regional Council urging people in the low-lying areas of Biloela in C Qld to evacuate to higher ground @abcnews #bigwet,Related and informative
@robkiddaus the upside to an all nighter is no 4am alarm clock! #bigwet #zinccq #Gladstone #allnightlong,Not related
Wet wet wet and getting wetter!  10 Day Rain &amp; Wind Forecast Models https://t.co/LPp3NRp8 #BIGWet #SEQLD #GoldCOast http://t.co/Su37kMdm,Related and informative
#QLDfloods: Authorities are warning of tornadoes for #SunshineCoast &amp; #Brisbane. We are live to #Brisbane next http://t.co/XirK70Fe,Related and informative
Where is flooded today? #bigwet,Related - but not informative
A shout-out to our emergency services for their amazing efforts so far. QLD loves you! @QPSmedia @QldFire @QldAmbulance @QldSES #bigwet #qld,Related - but not informative
Cars completely covered at work yard on Walla Street. #bigwet #bundaberg http://t.co/uNYyuoqJ,Related and informative
Can we not just have some sun now.  #bigwet,Not related
Love the Campmaster portable stove here it is pumping out espressos despite no power #bigwet #finallymustinstallgas http://t.co/BdaHeSKm,Related and informative
More wet-weather pics. #bigwet #HerveyBay http://t.co/m3OYUj0m,Related - but not informative
With heavy rainfall basement car parks can be flooded. If you live in a high rise with such a car park please be aware. #bigwet,Related and informative
Hope our fellow country folk in Queensland are keeping safe after those terrible tornados &amp; flooding. Extreme weather in Aus - go figure.,Related - but not informative
Just saw a bird fall out of the sky #bigwet,Not related
Commissioner Stewart says it's absolute lunacy to be driving through flooded creeks. Speaking with @7NewsBrisbane now #bigwet,Related and informative
@ednaqonz are you still snowing? because meanwhile in Australia we are having tornadoes and a lot of flooding,Related - but not informative
Swollen drain at Nundah #bigwet http://t.co/3YZz6WDl,Not related
#bigwet . Sex aint any better than love,Not related
Army on standby amid #Qld flood crisis http://t.co/8nd3E1Xy #tornados #Brisbane,Related and informative
Stay away from fallen powerlines warn others and call Triple Zero (000) or 13 16 70 to report them #bigwet,Related and informative
Made the right decision to leave. Heaps of fallen trees and a downed powerline made for the worst driving conditions I've been in #qldfloods,Related - but not informative
follow me on tumblr http://t.co/bciDTSds #tumblr #satan #allah #bigfun #sex #blah #bigwet #australia please RT. #retweet,Not related
During severe weather you may need to provide first aid while waiting on emergency services - have a first aid kit handy #1staid4 #bigwet,Related and informative
Laughing my butt away from http://t.co/xkam57SB  #bigwet,Not related
And @BakedRelief is live. Pls let them know where they can help. #bakedrelief #bigwet,Related - but not informative
Haha!! - this really is soooo insane!  #bigwet http://t.co/j3Dzfqkg,Not related
Did You Check This Out Yet? Jessica screaming about old fight again!!! http://t.co/UHRQlrXL  #bigwet,Not related
First fire then flood... http://t.co/bqK2FKMi What next? #bigwet,Not related
I do not know why however I do...and I learn anyone love me too.  #bigwet http://t.co/gy2G3o0I,Not related
Big tree down on Boundary St. Please avoid it. #brisbane #bigwet,Related and informative
Manchester City : Roberto Mancini I love Mario Balotelli  #bigwet http://t.co/ws1y5MTh,Not related
Murphy’s Bridge going in #Helidon from the Spa Water side. #bigwet #tooowoomba http://t.co/E9dyh6rP,Related and informative
Tune into @NewsTalk4BC 1116 AM or stream online http://t.co/xysjcglx  for rolling coverage on the worsening weather conditions #bigwet,Related and informative
@noosa @noosa_news @noosa_today @the_daily #bigwet #noosariver #noosa http://t.co/oShHKrBc,Not related
#BIGWET BREAKING #BRISBANE Mayor Quirk: IF YOU ARE ON #BRISBANE ROADS .... WHY? .... GET OFF THEM ..... CLEAR THEM FOR EMERGENCY VEHICLES,Related and informative
Moffat Beach #sunshinecoast #bigwet http://t.co/cMUQxsHu,Related - but not informative
Just found out my mum is trapped at home no water no power  tree's down across roads out of her property near glasshouse mtns. #bigwet,Related and informative
Redcliffe CBD's Humpybong Creek is high but doing the job of getting the storm water to the bay. #Bigwet http://t.co/PEseDZSE,Related and informative
This is some serious shit!! :-/ #BigWet http://t.co/zufdLGUa,Not applicable
thank you here is your own personal linkup http://t.co/XUkPNALs  #bigwet,Not related
There is still the potential for #tornado activity across SEQ. #bigwet,Related - but not informative
This was on FB Gold Coast &amp; Tweed is currently on Tornado Watch!! #Crap #bigwet http://t.co/eqIzWsBp,Related and informative
@AusNewsNetwork Your mom's breaking #NEWMAN re #BIGWET #OSWALD I've visited homes TORN apart today There is a trail of distruction along…,Related and informative
There's dihydrogen monixide everywhere! #bnestorm #bigwet,Related - but not informative
A shot of the tree on our roof taken from the neighbour's garden. #bigwet #bnestorm http://t.co/udtnqO9w,Related - but not informative
Video of Mayor Tom Tate holding media conference at 1.30pm to update on severe weather https://t.co/buyllod8 #bigwet #qldflood #qldfloods,Related and informative
@HarveyNormanAU Can it make the #bigwet go away up here?,Related - but not informative
#india #latest news Major floods hammer northern Australia http://t.co/9AvIdwAw,Related and informative
@gympie_times: Oswald hits Gympie - photos: http://t.co/sLaFsmnP #bigwet hope my family is ok...,Related and informative
Omfg : God I love that when this occurs http://t.co/6HGzQS0q  #bigwet,Not related
#bigwet is Fehlberg Park in Fairfield going under this time?,Related and informative
Hmm #bigwet is trending.. 'QC: Do you like my #BigWet Pipe im sorry... I just had to #RuneScape,Not related
Keperra Golf Course NW Brisbane @abcnews  #bigwet pic by Jay Larkins @Wika1115 http://t.co/O4CtoHZG,Related - but not informative
Queensland records first flood death as statewide catastrophe declared - Brisbane Times: Sydney Morning HeraldQ... http://t.co/QRqGTaX6,Related and informative
Jeez peeps. It's just some heavy rain and a bit of wind. The apocalypse it ain't. #oldschoolweather #bigwet,Related - but not informative
http://t.co/D6MlMuWC Bed not the culprit this particular done?  #TheCollectiveOnSNOL #bigwet,Not related
Now that #bigwet is trending topic spammers are using hash tag be careful on the links you click with #bigwet hashtag.,Not related
165mm in the 24 hrs to 3pm at #mountcrosby with more to come. Gusts feel less powerful and less frequent #bigwet @612brisbane,Related and informative
Queensland braces for flooding: The Australian state of Queensland is on alert for flooding and more tornadoes i... http://t.co/HeaqG3dN,Related and informative
Queensland braces for flooding: The Australian state of Queensland is on alert for flooding and more tornadoes i... http://t.co/gTyaNPd7,Related and informative
http://t.co/Dn7AsApw OMG this made me laugh really loudly while everyone else in my house is trying  #bigwet,Not related
Who dubbed this storm #bigwet they need to be awarded with the OBVIOUS medallion.,Related - but not informative
View from Mater hospital across to the city #bigwet http://t.co/N0R7GjrX,Related and informative
Rain coming under closed front door now.  #bigwet #brisbane,Related and informative
#RainbowEagle is sick of the #bigwet. Sunshine and light showers please http://t.co/x1o6YCEp,Related - but not informative
#leimo http://t.co/6AQgXb47 Major floods hammer northern Australia: People look at a boat th... http://t.co/vZ6r5NCC @Leimo @crowealexand,Related and informative
http://t.co/DmDgLZRs Australian state of Queensland braces for flooding The #nbc #news #free #architecture #startup #stocks #ebay #mktg,Related - but not informative
#bigwet http://t.co/b9ydCeb9 oh lord I laughed so hard when I read this!,Not related
#bigwet http://t.co/2jZTy41G These kinds of assholes! : Almost all I want can be a good man,Not related
#bigwet May somebody help me fix This particular http://t.co/hCCjR8fq,Not related
Story Bridge has been reopened. #bigwet,Related and informative
@shellys28scoop Nice one for ducks #bigwet,Not related
Guys this picture of a tornado has absolutely nothing to do with today’s weather in QLD. #bnestorm #bigwet #tornado http://t.co/nk9vin6y,Related - but not informative
Stay safe...and preferably indoors. #bigwet,Related - but not informative
YIKES!! Tree + Powerlines!! #Toowoomba #bigwet http://t.co/df7OQ7dG,Related and informative
#oomf #bigwet #follow http://t.co/FLTZe8Yo Now this is sooooo amazing,Not related
Hang in there shade sail! #bigwet #crazyweather http://t.co/pZCBqIho,Related - but not informative
Australia has floods/bushfires; we've had lots of snow and now flooding. Jesus said 'Love one another'. Plse look out 4 *all* #love,Not related
ahahah my partner and i cant breathing!!!!  #bigwet http://t.co/MLgDbTP0,Not related
This is rugged stuff. I'm feeling ever growing respect for those folk up north who brave through cyclones.  #bigwet,Related - but not informative
@theqldpremier to give another update at 5pm. #bigwet,Related - but not informative
http://t.co/t8rAJXo5  #bigwet Rondo I laughed so hard I think I got abs,Not related
Apparently Wollongong is going to cop this Qld rain and floods about midnight Monday? Anyone know anything more?,Related - but not informative
As Queensland's big wet intensifies NINE NEWS has a special one hour bulletin NOW for Queensland viewers. #QLDFloods http://t.co/7c9gfxVH,Related and informative
This kind of assholes! -- All I would like can be a nice man  #bigwet http://t.co/E3Edopwt,Not related
Now this  is really f'n ridiculous! http://t.co/eEfLEMFi  #bigwet,Not related
The windows are shaking at home the wind is crazy!! And it's getting worse - #GoldCoast #bigwet,Related - but not informative
#qldfloods We laughed so difficult I used to be banging http://t.co/L4pUjaAI,Not related
Fine now i am jealous!  #qldfloods http://t.co/SbgYKUKw,Not related
250 businesses will be impacted in Brisbane #bigwet #qldfloods #qld #QldFlooding,Related and informative
Only when it buckets down. Bardon backyard creek appears #bigwet http://t.co/5FMrtrTT,Related and informative
#qldfloods Hahhahaha Wow -- This is the best shit i`ve seen,Not related
Hahhhhaha da hell! This this this made me laugh! (':  #bigwet http://t.co/oDrGzEmi,Not related
#bigwet silly girl didn't tag me ;) but this made me cry i love and miss you SO MUCH33 http://t.co/RhFSb16K,Not related
Though pics have shown the banks have been breached slightly already #bigwet,Related and informative
😳😱😔 RT @jonoperry: The big surf has destroyed Noosa Beach #bigwet http://t.co/qbqpqi4t”,Related and informative
Anybody learn how to resolve this particular? http://t.co/jBjpWxEV  #bigwet,Not related
Brisbane and Bremmer rivers to flood but 'nothing like 2011' say Newman and Quirk http://t.co/yToMKZ1e #bigwet,Related and informative
Massive flooding ahead for Queensland &amp; parts of The UK.,Related - but not informative
27/17:22 EST Flood Warning - Burrum River (QLD) http://t.co/1hTPllK5,Related and informative
Gotta love having a relapse of the stomach flu.. I cannot believe this week. I'm done.  #qldfloods http://t.co/rbgohhQO,Not related
#qldfloods http://t.co/Us06tjFT HAHAHAHA last time I heard that joke I laughed so hard that I dropped my game boy advance -___-,Not related
Photo: My view right now. #QLDFloods http://t.co/z9fGoJ0z,Related and informative
We have officially lost power in #palmwoods #bigwet,Related and informative
#BIGWET WAIT We KNOW DAM CAPACITY IS 225% #NEWMAN SPEAKS OF 88% FIGURE? Is He saying  #wivenhoe Dam is at 12% from FULL #BNEFLOOD CAPACITY?,Related and informative
More #LockyerValley evacs. Houses flooded in 2011 in Glenore Grove and Kensington Grove asked to evac to Gatton Shire Hall #bigwet,Related and informative
No crossing enoggera creek on that side road The Gap #bigwet #brisbane #flood http://t.co/GIr3wHOm,Related and informative
http://t.co/OlHAZOO2  #bigwet This made me cry with laughter,Not related
#qldfloods This made me laugh hahah! MY FIVE HUSBANDS :') http://t.co/CA3ADLbQ,Not related
Level 3 outside smoking area at BNE international now closed. No smoking option past customs/security. #bigwet,Not related
@7NewsBrisbane @billmcdonald1 @SharynGhidella can we please have an update for Caboolture/Morayfield region please? #bigwet #7NewsBrisbane,Related and informative
http://t.co/ImxveOTZ My partner and i laughed so desperately...  #bigwet,Not related
#bigwet http://t.co/vHJjYZwc hahaha this made me laugh,Not related
#bigwet http://t.co/3y1xOzXF OMG SKIP I LOVE YOU SO MUCH FOR THIS Finally home with my baby,Not related
This is what's been happening at home RT @the_daily: Latest Sunshine Coast wild weather photos: http://t.co/98efeGKF #bigwet,Related and informative
The almighty this really is sexy!  #bigwet http://t.co/auI4OFxH,Not related
@612brisbane fisher &amp; camberwell streets east brisbane. #bigwet  http://t.co/9CANa7p9,Related and informative
#qldfloods http://t.co/lQ5ut3Xx I CANNOT BELIEVE THIS HOMOPHOBIC POLITICIAN IS A FUCKED UP PERVERT,Not related
http://t.co/agcVoY1H Lol - He published every thing  #qldfloods,Not related
http://t.co/HFZqDcW1  #qldfloods Hahah! Thus amusing!,Not applicable
#qldfloods http://t.co/0eY91S9P Offers any person employed this particular?,Not related
#ausopen fans #climatechange does not 'ADVANTAGE YOU' just ask those soaked by the #qldfloods. @ANZ_AU are #OUTOFORDER for funding #coal,Related and informative
Bundaberg store owner affected by flooding: Thank God for insurance. Wouldn't be too sure about that. #readthefineprint #bigwet,Related and informative
meanwhile Ipswich CC has nothing. RT @7NewsBrisbane: Flood Flag Maps from the Brisbane City Council. #bigwet #bnestorm http://t.co/lUx3kSgs,Related and informative
I know my sister told me to say it and I laughed so hard! http://t.co/pAlign6U  #bigwet,Not related
Latest casualty of the #bigwet is Channel 7 News' deplorable Flashback segment. Life is not fair. Nothing is fair.,Related and informative
Haha : He published every thing http://t.co/WJ1wI1QU  #bigwet,Not related
History repeating itself? Source: Wikipedia the flood occurred on Sunday 27 January 1974 during the Australia Day weekend. #TheBigWet,Related and informative
Lend someone a helping hand this #australiaday #bigwet weekend via Baked Relief @bakedrelief http://t.co/h775IFDF,Related and informative
Oh god everyone's holes are leaking!! #bigwet,Not related
Absolutely no way.  She draws this again!!! http://t.co/0KCfStTN  #qldfloods,Not related
“@snoozen: Bet mine isn't only child hoping for a #bigwet delay school resumptions” No we want beautiful day to remember Preppies first day!,Related - but not informative
http://t.co/LtgimLLM Gotta see this - produced my day!  #qldfloods #ImSoSickOf,Not related
#qldfloods lmao. Whoever put those things were clever as fuck. Lol. I laughed so hard all over again. http://t.co/LQC0G2Ug,Not related
@karlstefanovic  @QPSmedia say PLEASE don't dial 000 for road updates. Comms staff need lines free 4 emergencies. 131940 road info. #bigwet,Related and informative
@noosa @noosa_today #noosa #mainbeach #bigwet #excycloneoswald,Not applicable
Just lost power for a bit there but back online (could be famous last words...better not jinx it...). #qldfloods #bigwet #exoswald,Related and informative
#bigwet #qldfloods Constantly wanted this... http://t.co/nAKx5P1I,Not related
This made me cry a little because it's sadly true.. http://t.co/TjX8s6Si  #qldfloods,Not related
“@Noosaville: Boats along Gympie Terrace #Noosa river foreshore #bigwet http://t.co/bBTIZ1nQ” Geez mate it's rough!,Related and informative
http://t.co/Sxq4VK66 Haha... : This is Funny  #bigwet,Not related
#bigwet http://t.co/d8nh0OBy THIS MADE ME LAUGH SO HARD OKAY,Not related
Stay safe everyone one on the Gold Coast #qldfloods,Related - but not informative
Devastating floods strike Queensland disaster declared:  Floods have wreaked havoc in Bundaberg on Australian’s... http://t.co/RN33jlVH,Related and informative
Love.it! «Who likes my avi or alternatively must I change it??»  #bigwet http://t.co/wdOzXFZR,Not related
#qldfloods this made me laugh out loud. Haha! http://t.co/AUgo0kDc,Not related
#qldfloods http://t.co/wwzHTSmb real tho!,Not related
http://t.co/JwR0QIrv  #bigwet Now this takes me back in time,Not related
http://t.co/wtqJf8ku Lol.  How f'n humorous..!  #bigwet,Not applicable
http://t.co/RyUoDwHm  #bigwet We definitely not perfect yet he love my flaws I except his and in addition. It made us stronger,Not applicable
Palmwoods police just called to say they can't reach my dad by road tonight. It's like an ocean out here. #bigwet,Related and informative
http://t.co/ssF7ACDH  Djokovic vs Murray #qldfloods Haha.  Caught in the act!,Not related
http://t.co/UsZ9UIho  #qldfloods I KNOW RIGHT OMFG HIS EXPRESSION IS SO WEIRD THOUGH I LAUGHED SO HARD AT THAT OMG,Not applicable
Djokovic vs Murray #qldfloods http://t.co/eIEnviJ5 Only if sex has been as good as this,Not related
Swift water rescue underway at Gilston #bigwet,Related and informative
Now this is really damn cute  #qldfloods http://t.co/uI8Zu3FN,Not related
Fraser: Sporting clubs suffer as floods strike again http://t.co/mM3RpXr0 #qld,Related and informative
Just come in and explore what I make :) http://t.co/RRLWhiad  #qldfloods,Not related
THIS MADE ME LAUGH SO HARD OKAY http://t.co/bZ4Cb3lk  #bigwet,Not related
http://t.co/3jSolYmo  #bigwet ok this made me cry my belly hurts now loooooooool,Not related
Howling wind outside howling kids inside! Can't win! #bigwet #qldweather,Related - but not informative
#qldfloods Offers anybody tried this kind of? http://t.co/EbKKMLsr,Not related
Australia: dramatic rescues amidst storms and flooding: Emergency services make some dramatic rescues and more t... http://t.co/7n8Q7bfS,Related and informative
@craiglowndes888  So you're missing out on the QLD weather hey.  Perfect one day Pissing down rain and flooding the next.. :)  Have fun,Related - but not informative
ALERT @Telstra on #fb: cable washout in #kingaroy area impacting landline broadband &amp; mobile services across CQ &amp; NQ @cbemergency #bigwet,Related and informative
#bigwet http://t.co/prj3is5Y Wow! : My partner and i love this kind of,Not related
have no words. I cannot believe this. My heart is broken. RIP Mitch Lucker.  #bigwet http://t.co/ozu7hJdI,Not related
http://t.co/ytABCQ4w I dispise the woman's so much with this.  #bigwet #WLeagueGF,Not related
#qldfloods You just need love. http://t.co/rUvGT4Jb,Not related
That is why I love may have a great. http://t.co/2J2ovf4f  #bigwet,Not related
Ashgrove Flooding Australia Day Weekend 2013.wmv: http://t.co/aTh6znAO via @YouTube,Related and informative
HAHAHAHA last time I heard that joke I laughed so hard that I dropped my game boy advance -___-  #bigwet http://t.co/4TaJwGXk,Not related
Provides anybody employed this? http://t.co/69YmvU9S  #qldfloods,Not related
This wind is fucking scary #bigwet,Not related
http://t.co/e5mD22Nb  #qldfloods hahaha i know. i laughed so hard when i read about it.,Not related
http://t.co/9IaeXgw4 oh lord I laughed so hard when I read this!  #qldfloods,Not related
Wow! - I hate this  #bigwet http://t.co/ULZ6mhOz,Not related
A person have to see this.  Can't cease laughing. http://t.co/12K5LKnj  #qldfloods,Not related
http://t.co/uwJfTLgB Launch me personally from your pain. lol. How insane  #bigwet,Not related
http://t.co/9EHD7aFN  #qldfloods wow. I visited that you watch it also,Related - but not informative
#bigwet #Djokovic http://t.co/MKlUmgiA Wtf!!! -- We love this kind of,Not applicable
#qldfloods I cannot believe this bahahahaha http://t.co/dAZAJWnI,Not related
hahaha i know. i laughed so hard when i read about it. http://t.co/SyvpQFLh  #qldfloods,Not related
According to the automatic gauge in #Bundaberg the Burnett River has passed the Dec 2010 level of 7.92m.  Now at 8.1m and rising #bigwet,Related and informative
#BIGWET UPDATE #BUNDABERG Many areas inundated. MAYOR: Burnett River at 8.2m rising 10cm/hr. Currently 350 ppl @ evacuation ctr's #qldfloods,Related and informative
Overheard: yesterday in australia: fuck we are burning to the ground today in australia: cool flooding and... http://t.co/sY3hZYdb,Related and informative
#qldfloods International love ? http://t.co/9CfxynMN,Not related
love you so much for this pizza is my life  #bigwet http://t.co/6cNJag8Z,Not related
#bigwet This made me cry... while driving http://t.co/Y3FWeXi1,Not related
http://t.co/xNSX95xL  #bigwet #WLeagueGF Now this is really darn sexy,Not related
#bigwet http://t.co/1nzP7TWa I'm another over here. Solution to use it?,Not related
Start to worry when my backyard start to flash flooded but won't take long before its gone. Thanks GOD! #bigwet,Related and informative
So sad. #bouncebackbundy #bigwet http://t.co/zpm3NFpQ,Not related
Everything is going to be ok Karl Stefanovic will be reporting on the floods from Brisbane #bigwet #calminginfluence #logie,Related - but not informative
BOM UPDATE: Mary River at Gympie set to peak at 21m on Monday morning. A peak of 10m during monday in to Tuesday for Maryborough #qldfloods,Related and informative
#bigwet http://t.co/UDDllVrD Wow So this made me cry. Justin gained my respect. And a lot of it Raps,Not related
http://t.co/NDshel6e Im about too show you precisely what you've been missing  #bigwet,Not related
Latest news: Qld cities brace for floods - again - Herald Sun http://t.co/3i9LzBCG,Related and informative
Got to love a good flood and tornado this time of year #Queensland #Brisbane,Related - but not informative
MT @Journo_Ash: #wind_gusts Outside sounds like it is going to shatter my bedroom windows any sec now #bigwet #qld The Reporter NP #brisbane,Not related
#bigwet Wont head over to this hyperlink ! http://t.co/JFq4b1fF,Not related
#qldfloods http://t.co/SSEY9g7E why didnt u say wassup? ...anyways hello,Not related
#bigwet http://t.co/TR5yJ6tC an anybody help me out? xx,Not related
#qldfloods http://t.co/P1fQmG1Y She tried this about her about digital camera,Not related
Girl I love how you do me do me do me do me DO MEEEEEEE http://t.co/xIutCj3C  #qldfloods,Not related
Provides anyone utilized this? http://t.co/pH3DNZYT  #Djokovic #bigwet,Not related
#bigwet Wow Did you see that? FINE.! http://t.co/dK5jcNQq,Not related
Lmfao! - This is Cute  #bigwet http://t.co/ZWSKahF9,Not related
#bigwet I cannot believe this... but I might change my username now http://t.co/hUgqtGLF,Not related
http://t.co/Oqw8t4qk  #bigwet Can this be for real,Not related
http://t.co/3f1L4L9u Offers anyone attempted this particular?  #bigwet Nole,Not related
#bigwet awwe! This made me cry! Love you and thankful for you! http://t.co/46tgJgFC,Not related
27/23:14 EST Flood Warning - Fitzroy River (QLD) http://t.co/Pcu4VnvJ,Related and informative
http://t.co/ROJv6csQ  #bigwet Just what tune is that this?,Not related
BBC News - Australian state of Queensland braces for flooding http://t.co/1d4tmPxo,Related and informative
Creates this change actually can be found? http://t.co/W7nPfWPO  #bigwet,Not related
#bigwet http://t.co/UzjZ4WfM Can you believe this?,Not related
#bigwet I love attention given that I never actually got it http://t.co/9ngfBYwR,Not related
http://t.co/3xrc4PMd i didnt imply it when i said i didnt love you  #bigwet,Not related
@jordyemmaxx yep there pretty close.  I need web ones at the moment in qld.  Waits for the floods.,Related and informative
http://t.co/ZcG5oAZs LMFAOOOOO SOOO FUCKIN FUNNY  #bigwet,Not related
Must see this -- made my personal day!  #bigwet http://t.co/p2fHlzHE,Not related
ahahah i cannot breathing!!!!  #Djokovic #bigwet http://t.co/1qnzrLeP,Not related
