 Tweet Text, Informativeness
Sardinia Storm Leaves 14 Dead: The death toll from torrential flash floods that whipped the Mediterranean isla... http://t.co/VZt0F7FgPl,Related and informative
Ponte crollato statale 129 tra Nuoro e Orosei -  SS 131 Nuoro-Olbia è CHIUSA dal km 66 (bivio Orune-Lula/Dorgali) #allertameteo #Sardegna,Related and informative
Il mancato rispetto per ambiente e territorio fanno di un fenomeno naturale una tragedia annunciata. #sardegna #ecosostenibilità,Related - but not informative
quelli dei romani sì che erano ponti non quelli dell'Anas. #sardegna,Related and informative
#Sardegna Vi sono vicino col cuore...,Related - but not informative
i morti causati dall'alluvione in sardegna aumentano: son almeno 15 dice l'ufficio regionale della protezione civile http://t.co/YXWQ1VRyqC,Related and informative
#Sardegna: crolla ponte nel Nuorese muore #poliziotto che scortava ambulanza: http://t.co/2BslW2zhMm @Agenzia_Italia,Related and informative
Meglio tacere che dire banalità #Sardegna,Not related
Toll from flash floods in Italys Sardinia rises to 14,Related and informative
Deadly cyclone strikes Sardinia #REACT #flooding #flooddamage http://t.co/f1nwcunbIf,Related and informative
'Apocalyptic' storm floods Sardinia 14 dead - http://t.co/nXw8UNe8on http://t.co/drtLRThsmj,Related and informative
il ministro #Mauro si recherà in #Sardegna confermata anche la visita del premier #Letta (#allertameteoSAR),Related - but not informative
Numeri Utili Emergenza Alluvione Sardegna http://t.co/I2JhfhB7FN,Related and informative
BBC News - Sardinia hit by deadly cyclone and flooding http://t.co/baEpP5j4Gc,Related and informative
@andreavianel  Le mani che aiutano sono più sante delle labbra che pregano. Robert Green Ingersoll. Forza #Sardegna,Related - but not informative
Tifone nelle Fillippineripetuti tornado negli Usaalluvione in Sardegna. Forse i grandi della terra dovrebbero tornare a parlare del clima.,Not related
Quando senti che recuperano il corpo di un bambino cazzo... Ti senti morire anche tu #Sardegna,Related - but not informative
Mi chiedo quante edizioni straordinarie dei tg ci sarebbero se Olbia fosse in Lombardia. #Sardegna,Related - but not informative
|Alluvione in Sardegna: 18 morti. Frane allagamenti paesi isolati. E il maltempo continua || Attualità: http://t.co/N013qHVnFn|,Related and informative
Piove a Dirotto. Non sapevo che in #Sardegna ci fosse un paese chiamato così.,Related - but not informative
#cronaca #firenze Alluvione in Sardegna: la Toscana pronta ad aiutare l’isola flagellata: Il p... http://t.co/qEALgWCtrO #notiziefirenze,Related and informative
#Sardegna in ginocchio per il ciclone - Photostory Primopiano - ANSA.it http://t.co/peyT1Eslof via @ansa_topnews,Related and informative
Ci state distruggendo la #Sardegna! Basta cemento ovunque! La natura è più forte di noi! #AllertameteoSAR,Related - but not informative
Aggiornamento ore 745 da #Anas su strade in #Sardegna http://t.co/5m4lODo4fb #allertameteoSAR,Related and informative
#MEDIATOR Floods kill 16 in Sardinia http://t.co/Zjq1H1wCZj,Related and informative
Alluvione #Sardegna a Olbia 15 morti: è stato d'emergenza. Gli aggiornamenti in tempo reale http://t.co/3lY1Z3jdGw via @exciteitalia,Related and informative
#Maltempo Francesco Sanna (PD):Governo riferisca alle Camere #opencamera http://t.co/5rY1yFtnbH #Sardegna #emergenza,Related - but not informative
Lutto per la mia terra un paradiso devastato da questa assurda #alluvione #Sardegna http://t.co/yODfNILGaz,Related - but not informative
Disastro in #Sardegna per il ciclone: 17 #morti I corpi di un'intera... http://t.co/IfjZgtiyHZ via @ilmessaggeroit,Related and informative
Avanti terra mia fatti forte! #Sardegna #ForzaSardegna #sardegnaciclone #ALLARMEmeteoSAR #cleopatra,Related - but not informative
Medicina centrata sul paziente:le nuove sfide del medico che opera in... http://t.co/dAOLL4ra7Q #Tutteleprofessioni #Cagliari #Sardegna,Not related
Sono in ansia per la mia famiglia in #Sardegna anche se al momento stanno bene. Dolore per le famiglie meno fortunate #Sardegnanonseisola,Related - but not informative
16 die as floods ravage Sardinia: Emergency crews were working to reach remote parts of flood-ravaged Sardinia... http://t.co/cLm6PAn8CF,Related and informative
16 die as floods ravage Sardinia: Emergency crews were working to reach remote parts of flood-ravaged Sardinia... http://t.co/4RDyT3WjDD,Related and informative
Tutta la nostra vicinanza alle popolazioni colpite dall'alluvione in #Sardegna #forzasardegna @LCiocchetti @UnioneSarda @lanuovasardegna,Related - but not informative
#disastroSardegna Mi rivolgo al popolo di #twitter. Se amate davvero la #Sardegna indignatevi!,Related - but not informative
Alluvione in Sardegna..finora 18 morti accertati http://t.co/rGSMXI0i05,Related and informative
|Alluvione in Sardegna17 morti||Video «In 24 ore la pioggia di sei mesi»||Foto http://t.co/k17QDNi4YC http://t.co/x9CIQkmv42|,Related and informative
http://t.co/BFkljy2ROw - 'Apocalyptic' storm floods Sardinia 16 dead http://t.co/khisAn5T1a,Related and informative
La tragedia in #Sardegna. La natura di ricorda che il mondo ci è dato solo in prestito e che invece abbiamo perso ogni senso del limite.,Related - but not informative
@orgasmicgomez 'Apocalyptic' storm floods Sardinia 16 dead: ROME (AP) ? Emergency crews worked to reach remote parts ...  @orgasmicgomez,Related and informative
@CoronaMauro Noi del Vajont sappiamo che vuol dire tutto il nostro abbraccio ai fratelli sardi col cuore #Sardegna  http://t.co/lMipD9VI8x,Related - but not informative
.@orgasmicgomez 'Apocalyptic' storm floods Sardinia 16 dead: ROME (AP) ? Emergency crews worked to reach remote part...  @onedirslaytion,Related and informative
.@orgasmicgomez 'Apocalyptic' storm floods Sardinia 16 dead: ROME (AP) ? Emergency crews worked to reach remote part...  @onedirslaytion,Related and informative
#Sardegna @giannicuperlo: le classi dirigenti del nostro #paese avrebbero dovuto prevenire. Abbiamo bisogno di #prevenzione #idrogeologica,Related - but not informative
Sardinia hit by deadly cyclone and flooding - BBC News: BBC NewsSardinia hit by deadly cyclone and flo... http://t.co/APFkdohkQf #Kabari,Related and informative
In #Sardegna siamo abituati a non piangerci addosso e a rimboccarci le maniche - #DogniaCosaPassat,Related - but not informative
VIDEO - Alluvione Sardegna: il crollo del ponte di Norgheri http://t.co/COvxaNjcUi,Related and informative
Il mio cuore è in #Sardegna!!!! Il mio cuore è con i #Sardi! #allarmemeteoSAR,Related - but not informative
Che senso ha vantarsi di aver dato un nome ad un ciclone killer? #Sardegna #allertameteoSAR #maltempo http://t.co/FLgplhKeau,Related - but not informative
Sardegna.Cordoglio e vicinanza alle vittime e ai loro familiari colpiti da una tremenda alluvione,Related - but not informative
Alluvione Sardegna: Renzi in Italia c’è un problema di fondi per la difesa del suolo http://t.co/f9H8cagGyA #o3news,Related and informative
Alluvione Sardegna: molte strade chiuse - Cronaca http://t.co/8pjR3aQIay,Related and informative
BBC News - Sardinia hit by deadly cyclone and flooding http://t.co/aX9zsh2yoM,Related and informative
#googlenews Sardinia hit by deadly cyclone and flooding - BBC News http://t.co/pwRNZ8CTID,Related and informative
'Apocalyptic' storm floods Sardinia 16 dead http://t.co/WFs2lDroAm via ThePhilStar,Related and informative
'Apocalyptic' Storm Floods Sardinia 17 Dead: 'Apocalyptic' storm floods parts of Sardinia downing bridges an... http://t.co/ImxCXlQR1a,Related and informative
Sardinia floods kill at least 16 as Italy declares state of emergency on island http://t.co/ESRN04LgtV,Related and informative
Solidarietà. #Sardegna #ForzaSardegna #allertameteoSAR #cagliari #olbia https://t.co/Y1iFx554og http://t.co/0pIs7diePZ,Related and informative
#Alluvione in #Sardegna un #dramma #previsto e #prevedibile.  http://t.co/GUWLfvkbbp via @focus_it  #Lecosenonsuccedono!,Related - but not informative
Sono saliti a 18 i morti #Sardegna,Related and informative
Un saluto da Savona agli amici della #Sardegna. Piazzetta della Maddalena. Edicola della Madonna della Misericordia http://t.co/tMXAeOu4Jf,Not related
Tutti uniti x la #Sardegna @vighicarlo @civati  @fabriziobarca @fannicanelles @PatriziaAngeloz  @gadlernertweet @GassmanGassmann,Related - but not informative
#Sardegna #maltempo #strage: 17 #morti #dispersi centinaia di #sfollati. Dichiarato lo #statodiemergenza  - http://t.co/14nM6lbtqh,Related and informative
Gabrielliè stata una piena millenaria Ma diamoci un taglio a queste eresie suvvia si pensi ad aiutare la popolazione piuttosto #sardegna,Not related
Sardegna devastata dall'alluvione dichiarato stato di emergenza - Conquiste del lavoro: Sardegna devastata da... http://t.co/wktxUX1NWs,Related and informative
@orgasmicgomez Storm Brings Flooding and Destruction to Sardinia: The Italian government declared a state of emergenc...  @onedirslaytion,Related and informative
Vicini a cittadini e Comuni colpiti dalla drammatica alluvione in #Sardegna. Pronti a portare aiuto con Protezione civile e Polizia Locale,Related - but not informative
@onedirslaytion Storm Brings Flooding and Destruction to Sardinia: The Italian government declared a state of emergenc...  @orgasmicgomez,Related and informative
E poi giunse Briatore che come un deus ex machina salvò tutte le famiglie colpite dall'alluvione in #Sardegna in 14 dei suoi alloggi,Related and informative
@orgasmicgomez Storm Brings Flooding and Destruction to Sardinia: The Italian government declared a state of emergency...  @orgasmicgomez,Related and informative
.@orgasmicgomez Storm Brings Flooding and Destruction to Sardinia: The Italian government declared a state of emergen...  @onedirslaytion,Related and informative
.@onedirslaytion Storm Brings Flooding and Destruction to Sardinia: The Italian government declared a state of emergen...  @orgasmicgomez,Related and informative
@orgasmicgomez Storm Brings Flooding and Destruction to Sardinia: The Italian government declared a state of emergenc...  @onedirslaytion,Related and informative
.@orgasmicgomez Storm Brings Flooding and Destruction to Sardinia: The Italian government declared a state of emergen...  @onedirslaytion,Related and informative
@orgasmicgomez Storm Brings Flooding and Destruction to Sardinia: The Italian government declared a state of emergenc...  @onedirslaytion,Related and informative
@Bourdain My thoughts to you your wife &amp; family after the flooding disaster in Sardinia. Your shows always make me care more about an area.,Related - but not informative
@Andrea_Iacomini: Dolore immenso per i 4 bambini morti nell'alluvione in #Sardegna. Domani dedichiamo a loro... http://t.co/tsfvg32Osg,Related - but not informative
#Sardegna @BriatoreFlavio mette il Billionaire a disposizione degli alluvionati http://t.co/BpU9U81esy #allertameteoSAR #ForzaSardegna,Related and informative
Storm Brings Flooding and Destruction to Sardinia: The Italian government declared a state of emergency on the... http://t.co/RmUW9LNmbB,Related and informative
#Alluvione in #Sardegna: ringraziamenti avvisi riflessione http://t.co/i2ZCdmdOzz,Related and informative
La mia #Sardegna: mi si spezza il cuore... «Un aiuto subito» con il Corriere della Sera  e La7  http://t.co/8wWnobg3zV,Related - but not informative
Sei meravigliosa perchè sei la Mamma di un popolo stupendo che quanto ad umiltà generosità e forza di volontà non ha eguali.  #Sardegna.,Related - but not informative
'Apocalyptic' #storm floods #Sardinia 17 dead (from @AP) http://t.co/7AI9YHhOgo,Related and informative
Alluvione Sardegna 2013 video. Oggi ancora piogge: a Bonorva scuole chiuse http://t.co/oyoFWGinvy #ForzaSardegna #allertameteoSAR #maltempo,Related and informative
BBC News - Sardinia hit by deadly cyclone and flooding http://t.co/5oHNXmSdhP,Related and informative
'Apocalyptic' storm floods Sardinia 17 dead: ROME (AP) — The Mediterranean island of Sardinia prized by the ... http://t.co/7LaGn8g2Ut,Related and informative
Latest news: Storm Brings Flooding and Destruction to Sardinia - New York Times http://t.co/F92ybOjdbm,Related and informative
RateTake: 'Apocalyptic' storm floods Sardinia 17 dead http://t.co/jwfAjKGeku,Related and informative
Floods &amp; cyclone in Sardinia. :(  Hope my friends are ok. http://t.co/FFgyh8wBUN,Related - but not informative
Queste alcune informazioni per quanto riguarda il disastro in #Sardegna. Per favore fate girare! #allertameteoSAR http://t.co/TTQT1mK12E,Related and informative
Alluvione Sardegna: tutti i numeri per segnalare le emergenze #allertameteoSAR http://t.co/SGPDIwVloT,Related and informative
#Olbia farmacia LUPACCIOLU aperta sala comunale allestita per emergenze. #sardegna,Related and informative
Hit Chart è vicina alle popolazioni della Sardegna colpite dall'alluvione.  Vi ricordiamo alcuni numeri utili.  -... http://t.co/H0A0YelKF8,Related and informative
@laterza_vito speriamo che non succeda come in #Sardegna ma già in #Calabria è un casino !!!!,Related - but not informative
#Sardegna pochi sanno della tragedia che si sta compiendo noi siamo sommersi dall'acqua e il diluvio non si ferma con vittime e sfollatix9,Related and informative
I Giovani Democratici di Trepuzzi si uniscono alla tragedia dell'alluvione in Sardegna. Tematiche da trattare... http://t.co/lkjeVXqQZV,Related - but not informative
#floods Italy declares state of emergency in Sardinia after deadly cyclone: By James Mackenzie At least 17 peo... http://t.co/DLG6LH6Xjh,Related and informative
|@monicadaolio: #Alluvione in #Sardegna perché la #ProtezioneCivile non usa i #socialnetwork? || http://t.co/fsPJZ2eDSr|,Related - but not informative
|Alluvione in Sardegna perché la Protezione Civile non usa i social network? || Sei gradi: http://t.co/LhyEBJ0hTY|,Related - but not informative
@glfloris: Avviso allerta per rischio idrogeologico appena diramata. Condividete. #allertameteoSAR #sardegna http://t.co/fXYbZCCFLD,Related and informative
‘Apocalyptic’ #Storm Slams #Sardinia 17 Dead: ROME—The Mediterranean island of Sardinia prized by the jet-set... http://t.co/9FDmP0uD44,Related and informative
Fondi manifestazione giovani #pdl: abbiamo chiesto vengano devoluti alla #Sardegna per l'emergenza. @SardignaNovas http://t.co/0wdLoBjSnt,Related and informative
A #map with all the places hit by deadly floods in #Sardinia. http://t.co/tggFUpLpw5 http://t.co/fATZWsufrd #climatechange #hydrogeological,Related and informative
Si dovrebbe riflettere sulla tragedia ma i prof se ne fregano pur di portare avanti il programma. Come se niente fosse. Bravi. #Sardegna,Related - but not informative
La #solidarietà ha un nome solo: #ForzaSardegna! #Olbia attivato CC per aiuti IBAN IT72U0101584980000070361388  #Sardegna #AllertameteoSAR,Related and informative
BBC's @mthprijs on a bridge destroyed by floods near Oliena in Sardinia #sardegna http://t.co/wjq6yYPrWM,Related and informative
Cyclone Cleopatra claims 18 lives in Sardinia http://t.co/q5duOOc1zF,Related and informative
Dr. Masters says Midwest Cleans up 2013's BIggest #Severe Weather Outbreak; Floods Kill 17 in Sardinia http://t.co/mdm9YBku60,Related and informative
Cyclone Cleopatra sweeps Italy's Sardinia killing at least 17: ROME -- At least 17 people were killed by floo... http://t.co/0cUYLIIsMY,Related and informative
Non dividiamoci in polemiche sterili. L'alluvione in Sardegna ha a che fare con il cambio del clima questo e' il punto,Related and informative
Italian emergency workers search for victims as Sardinia floods leave 17 dead http://t.co/VAkiGi9eYk,Related and informative
In fondo @Giusva82 nonostante tutti i problemi che posso avere sono acqua fresca in confronto a cosa accaduto in #Sardegna che dolore quello,Related - but not informative
@BriatoreFlavio Complimenti per gesto d'umiltà nei confronti della #Sardegna. Si può fare di più #allertameteoSAR tutti prendano esempio.,Related and informative
'Apocalyptic' storm floods Sardinia 17 dead http://t.co/3Y8CjSqI2s,Related and informative
AMIGOS!!!:@Papryka5: #Amici della #Sardegna noi ci siamo #sapevatelo http://t.co/SPlGYUQkch,Related - but not informative
#Alluvione in #Sardegna: stanziati 25 milioni per l'#emergenza - continua il #maltempo #meteo #cleopatra #ciclone... http://t.co/qJ1nHQDkPd,Related and informative
Di cuore siamo vicini alla #Sardegna,Related - but not informative
#Urano in #Ceto #Uranus #Cetus #Sardegna #alluvione #cyclone #ciclone #Sardinia #Typhoon #inondazione http://t.co/dOJo1Gsu4u Self-Publish...,Related and informative
Alluvione in Sardegna: le vittime http://t.co/IbqSXBRk7D,Related and informative
[video] @EnricoLetta: alluvione #Sardegna dichiarato lo stato d’emergenza http://t.co/ORXSiXkCHj … #allertameteoSAR #ForzaSardegna #Olbia,Related and informative
#Alluvione in #Sardegna dall'#Umbria uomini e mezzi http://t.co/hqEx3XeTpF http://t.co/CyZaLuV089,Related and informative
L'#ambiente piegato alle logiche del profitto con il placet della #politica che si straccia le vesti a farne le spese la gente #Sardegna,Related - but not informative
Alluvione in Sardegna: Rai censura le parole del direttore dell'Unione sarda poi il dietrofront: Il Tg2 inter... http://t.co/SBVy2sauOY,Related and informative
Wie komisch vor zwei Monaten war ich noch auf den Sardinien ... #Sardinia #sardinien #unglück #wasser,Related - but not informative
Storm Brings Flooding and Destruction to Sardinia - New York Times: Vancouver SunStorm Brings Flooding and Des... http://t.co/NK2GKQHQIo,Related and informative
+++Segui la diretta. Alluvione in Sardegna: 17 morti. Un disperso ritrovato+++ Una strage 17 vittime. Letta... http://t.co/DzK0XMMtih,Related and informative
Il dissesto idrogeologico è il frutto di politiche ambientali insufficienti prive di quel sostegno economico che necessiterebbero.#Sardegna,Related and informative
Alluvione Sardegna Letta: «Lo Stato c'è e sta facendo il massimo»  http://t.co/GBhOEF4RGH #gzagato http://t.co/9iVyNpryFJ,Related and informative
Sardinia hit by cyclone and flooding! Year 12... Take note! http://t.co/HsULAdCXQl,Related and informative
Una preghiera e un pensiero per tutti gli amici che vivono nella bella e amata #Sardegna in questo momento... http://t.co/VU6wHiv9ph,Related - but not informative
@mitchLAURENZANA Grazie...il mal tempo non ci da' tregua...continua a piovere #Sardegna #allertameteoSAR :(,Related - but not informative
#Nubifragio in #Sardegna anche i #carabinieri sottacqua http://t.co/aJhjx4DRsf via @GrNet_Italia,Related and informative
Dovremmo essere un paese unitoe invecementre la mia terra è in ginocchiole persone scherzano sulla morte di poveri innocenti. #Sardegna,Related - but not informative
#Sardegna Ma #Briatore è la notizia più importante della giornata? @repubblicait @Corriereit @fattoquotidiano @Il_Cicalino,Not related
: Alluvione in Sardegna il ministro Orlando: Protezione civile avvisò che vittime erano possibili http://t.co/dqswv9g1cW,Related and informative
#Sardegna #ForzaSardegna #maledettociclone #terramagnifica #vicininquestomomento http://t.co/2gZkJBJHWn,Related - but not informative
Veramente piena solidarietà alla #Sardegna tutta ai suoi dispersi e alluvionati per la tragedia che sta vivendo in queste ore @pbersani,Related - but not informative
#Yahoo_Astronomy Search for victims as Sardinia floods leave 18 dead http://t.co/U0jz3ADBYy,Related and informative
#sardegna contattare Biancamarialuce Stramieri http://t.co/CHrkW6otdE,Related and informative
'A drama of incredible proportions' Italy Prime Minister Letta on the flash floods in Sardinia - photos on WSJ. http://t.co/NEbm6n73Hb,Related and informative
#Sardegna fra una settimana nessuno parlerà più di te! #loschifo #tisonovicina,Related - but not informative
#Pakistan Cyclone Cleopatra: Italy declares state of emergency after 18 killed in Sardinia - ABC Online: Irish... http://t.co/IFjlEWnhj3,Related and informative
condividete... #Sardegna ...offrono alloggio a Olbia... http://t.co/UKzqTWsrx8,Related and informative
#floods Flash floods kill 17 in Italy’s Sardinia: ROME: Italy declared a state of emergency yesterday after fl... http://t.co/dfEFz0YWZ5,Related and informative
http://t.co/m5IY4B95Es #SARDEGNA ECCO I NUMERI X DONARE RT @BenedictaBoccol @benedettaparodi @gerrygreco @Gerry_Scotti @RudyZerbi,Related and informative
In tantissimi tutti insieme x te #Sardegna... presto esce il sole!!  #ForzaSardegna #AlTuoFianco...,Related - but not informative
É una vergogna non proclamare #luttonazionale per la #Sardegna...#lettamente #ForzaSardegna,Related - but not informative
#Sardegna #Olbia &gt; Martina la giovane tedesca salva l?anziana e il suo cane http://t.co/NuVAcEUpQJ,Related and informative
[Sirboni Records] Sull'alluvione in Sardegna http://t.co/KGwMfWIL58,Related and informative
@MariucciaSerra @farinella2550 @AlteaFerrari @RizzoGigirz58 @CarmenJara9 @RecchiaEnrico @bradipo57 @CarloVeniani forza #Sardegna #coraggio,Related - but not informative
Alluvione in Sardegna le solite lacrime di coccodrillo sullo Stato che frana http://t.co/MEqVT2fCre,Related - but not informative
What's going on OKC? 'Apocalyptic' storm floods Sardinia 16 dead - KTUL http://t.co/HIp4idWCba,Related and informative
@nellina99 seeeee quella sta a penzà (pensare) alla rivoluzione liberale da 20 anni... #sardegna in lista di attesa!#lorenzin #BALLARO,Not related
Forza Sardegna! Ce la puoi fare! ♥♥♥ #ForzaSardegna #AllertameteoSAR #Sardegna #PrayForSardinia… http://t.co/PER2rU2IV0,Related - but not informative
@GBiamino  Si il nostro pensiero è per la #Sardegna .Buonanotte.,Related - but not informative
Thinking about my loved ones in Sardinia. Be strong my friends. If we stick together we can overcome everything #Sardinia,Related - but not informative
@vranku: Alluvione in Sardegna lo sfogo di Renato Soru: Colpa di ingordi e speculatori http://t.co/gCqH5rEz17 via @repubblicait,Related - but not informative
Alluvione in Sardegna le idrovore dell'Esercito (La Repubblica)  http://t.co/l3IaHAaYfQ,Related and informative
Please pray for the italian region of #Sardegna massive floodings yesterday 16 dead many missing #sardegnaciclone,Related and informative
lutto nazionale per la morte degli immigrati e quando si parla di #sardegna c'è la pausa per lo speciale di Renzi vincitore #tristerealtà,Not related
To hear about the state of Sardinia where I spent the majority of my summers is extremely saddening. Hope they can get through it.#sardinia,Related - but not informative
Alluvione Sardegna Olbia http://t.co/awlC4qCWsd,Related - but not informative
#googlenews PM Update: Clear cold into Wednesday; killer cyclone Cleopatra in Sardinia - Washington Post (blog) http://t.co/H0Pf6yBFzk,Related and informative
