 Tweet Text, Informativeness
#BREAKING: @CUBoulderPolice say Approx. 400-500 #CUBoulder Family Housing residents evacuated.  #boulderflood #9NewsMornings,Related and informative
BREAKING NEWS: US 36 is now open from Sheridan to McCaslin #9wx #cotraf #boulderflood,Related and informative
One person killed and homes destroyed after flash floods wreak havoc in Colorado http://t.co/mLSFP2d6GM,Related and informative
GET NEW F O L L O WERS? Visit http://t.co/gyDr3CksAf  #boulderflood#BestRapper#initialsofsomeonespecial#cowx#musi http://t.co/B0NUdMDayP,Not related
|#DEVELOPING || 1 Dead as Flash Flooding Hits Parts of Colorado http://t.co/RDMF3TkiQH [via @AP]|,Related and informative
Everyone stay safe in the #BoulderFlood! Especially those having to be evacuated. It's getting dangerous.,Related and informative
GO=&gt;http://t.co/Xvxx1KW39m #boulderflood#BestRapper#initialsofsomeonespecial#cowx#music http://t.co/FHOoVObeFy,Not related
One person #killed and homes #destroyed after flash floods wreak havoc in #Colorado - Sep 12 @ 7:44 AM ET http://t.co/V3o4BAZiFI,Related and informative
Visit=&gt;http://t.co/CbecmqI2y4  AND★RT★IF★YOU★WANT★FOLLOWERS★#boulderflood#BestRapper#initialsofsomeonespecial#cowx http://t.co/iLZ0Tr5P8G,Not applicable
Student captures flash flooding on University of Colorado campus http://t.co/VMQc9BBU43,Related and informative
#Colorado flooding kills two. @ryanparkerdp  http://t.co/Pqi3EpjGj3 …,Related and informative
I GET 8036 REALL FOLLOWERS! http://t.co/cn38YSxOWS  ✈#boulderflood#BestRapper#initialsofsomeonespecial#cowx#music http://t.co/1tgnsWiOXm,Not related
JUST IN: A second person has died in Colorado's flash flooding officials say. http://t.co/RjJiXKrbuS #cowx,Related and informative
GO=&gt;http://t.co/t4wnarC1fo #boulderflood#BestRapper#initialsofsomeonespecial#cowx#music http://t.co/XPpsCjZdvM,Not related
I GET 9524 REALL FOLLOWERS! http://t.co/gCqVdKlSSK  ✈#boulderflood#BestRapper#initialsofsomeonespecial#cowx#music http://t.co/cK3Ubq0KFx,Not related
#Preachit #lightbulb #patrickstar #patrick #meme  #rain #colorado #boulderflood #itsbad http://t.co/yOtcXNNxB3,Not applicable
@_fl0ss: Boulder Colorado feels God's wrath! Rejoice for the rapture cometh. Let all #atheist sodomites drown! #boulderflood #cowx Harsh,Related - but not informative
GO=&gt;http://t.co/RYysuBUj6Y ★RT★FOLLOWME★IFOLLOWYOU✔#boulderflood#BestRapper#initialsofsomeonespecial#cowx#musicT http://t.co/DI8TqUvTTk,Not applicable
VISIT=&gt;http://t.co/92jE0nMU6S  ☀RT☀FOR☀NEW☀FOLLOWERS☀✔#boulderflood#BestRapper#initialsofsomeonespecial#cowx#musi http://t.co/w0rD7CWawk,Not related
“@MelissaBuntcake: This is 287 and Dillon Rd... Cars submerged after road gives way http://t.co/V2yIGBxfzt #BoulderFlood”. Awful!,Related and informative
@Ericccxminaj 1 Dead as Flash Flooding Hits Parts of Colo.: Flash flooding in Colorado's Boulder County has left one person...  @MJJPEACE,Related and informative
I'll show the doppler radar from Boulder Colorado in just a minute...major flooding...and bridge washed away.  Amazing live pictures.,Related - but not informative
GO=&gt;http://t.co/iHVoTGrXSl ★RT★FOLLOWME★IFOLLOWYOU✔#boulderflood#BestRapper#initialsofsomeonespecial#cowx#musicT http://t.co/th7lJCSjKF,Not related
So Stupid! RT @TwitchyTeam 'Not smart': Life-threatening #BoulderFlood? Boulder college students go tubing [video] http://t.co/erUR8X0M0i,Related and informative
VISIT=&gt;http://t.co/yicTFXHkpO  ☀RT☀FOR☀NEW☀FOLLOWERS☀✔#boulderflood#BestRapper#initialsofsomeonespecial#cowx#musi http://t.co/DesHtugB7b,Not related
Two dead several structures destroyed in Colo. flooding: Hundreds of University of Colorado-Boulder students ... http://t.co/q9lLbHkzuV,Related and informative
Colorado flash floods kill two http://t.co/2h5uyh5arY #news,Related and informative
GO=&gt;http://t.co/3lahYesOET … #boulderflood#BestRapper#initialsofsomeonespecial#cowx#music pic.twitter.com/s9CtGiMxdK@weHeartRANZ,Not related
Jamie's fine. Class canceled today at #CUBoulder. RT Flash floods kill at least 2 in Colorado http://t.co/i62gtcNMK2 via @USATODAY,Related and informative
Severe flash flooding in the Boulder #Colorado area last night. One person died (KUSA). #cowx #flashflood http://t.co/53qZmj8dxZ,Related and informative
Yousa punk bitch if you don't know about Boulder. This flood don't know what it's dealin' wit! #boulderflood,Related - but not informative
GET NEW FOLLOWERS&gt;http://t.co/GS8vfflf9S #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/avkuMM5UVE,Not related
GO=&gt;http://t.co/X6hQoSlfVx #boulderflood#BestRapper#initialsofsomeonespecial#cowx#music http://t.co/UEiWm3iHip,Not related
The folks in #Jamestown were told to evacuate but the road is washed out and they can't: http://t.co/btyqXlgwyE #boulderflood,Related and informative
@MattMakens247Wx @skywarn #coflood #weather #colorado #aurora crazy flooding http://t.co/5Kajmr3Rne,Related - but not informative
LasVegasSun: 2 dead as flash flooding hits parts of Colorado http://t.co/l9vwyxd5VY #lasvegas,Related and informative
Sheriff Pelle: We are trying desperately to get help to people but we're continually frustrated. #COFlood,Related and informative
‘Massive Flooding’ In Colorado’s Boulder County http://t.co/ePL5YuoU9M,Related and informative
“@denvertowns: Boulder Flooding: Deadly High Waters In Northern Colorado Force Evacuations Cause Mudslides: http://t.co/CZNUqfk5z2”. Crazy!,Related and informative
Two Dead Hundreds Evacuated Cars Stranded in Colorado Flooding http://t.co/cYOO3LeqnH,Related and informative
NEW  F O L L O W E R S=&gt;http://t.co/GbtiS7o6HN   ✔#BestRapper#boulderflood#initialsofsomeonespecial#pitmad#tbtJK http://t.co/w9XC1XF8f9,Not related
Stay safe everyone! #boulderflood,Related - but not informative
GET NEW FOLLOWERS&gt;http://t.co/uwnMBnYbnd #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/GpPY6acl7F,Not related
i get 2772 new followers=&gt;&gt;http://t.co/v6oZDe3Rgv  ✔#BestRapper#boulderflood#initialsofsomeonespecial#PitMad#TomQ http://t.co/yoHi1EYdfD,Not related
NEW  F O L L O W E R S=&gt;http://t.co/JEFMRsMqFR   ✔#BestRapper#boulderflood#initialsofsomeonespecial#PitMad#TomQan http://t.co/Rtvku5IM7H,Not related
“@babylon_cat: 'Not smart': Life-threatening #BoulderFlood? Boulder college students go tubing [video] http://t.co/7MhHlJPFIx” #toosmart,Related and informative
Bike path #boulderflood http://t.co/hNtvLZf4wO,Not related
WHAT? Boulder :( be safe everyone!  RT @chicagotribune: Update: 2 dead hundreds evacuated in Colorado flooding http://t.co/XfpiNCXGJl,Related and informative
GO=&gt;http://t.co/pFDkyfriYe #BestRapper#boulderflood#sharewhatsgood#TomQandA#initialsofso http://t.co/YzK1f8vPE2,Not related
GET NEW FOLLOWERS&gt;http://t.co/v5aiR3eFoj #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/HCD4RhGGcO,Not related
GET NEW FOLLOWERS&gt;http://t.co/ddbPaKKcDG #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/hAkTJuJdkZ,Not related
NEW  F O L L O W E R S=&gt;http://t.co/Lo5hkJmYAk   ✔#sharewhatsgood#BestRapper#boulderflood#TomQandA#initialsofsome http://t.co/FLRo8BQJND,Not related
GET NEW F O L L O WERS? Visit http://t.co/AwSRQmFypt  #sharewhatsgood#BestRapper#boulderflood#TomQandA#initialsof http://t.co/ksF72alGf9,Not related
#boulder I hope you're okay. #boulderflood,Related - but not informative
Know what's going on in your country. #disasters #nature #destruction 3 dead hundreds evacuated in Colorado flooding http://t.co/y1qmqT1XMT,Related and informative
I hope no weed plants were damaged. #boulderflood,Related - but not informative
10.30am is fatter too early for Woo Girls. No matter how magical North Boulder Lake is. #boulderflood #getbackinsideyouidiots,Not related
#BoulderFlood is what Puddle of Mudd should've been named,Related - but not informative
bfp Live Interactive Coverage: Flooding in Colorado: Stay on top of the latest videos and social media coverag... http://t.co/jIHIa3LYBi,Related and informative
GET NEW FOLLOWERS&gt;http://t.co/K0eY9fgAYb #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/DAZyXwJ5bs,Not related
Sheriff: 3rd person killed in Colorado flooding http://t.co/IBdDzS4348,Related and informative
Colorado flooding leaves 3 people dead http://t.co/HC9lJcWsFT,Related and informative
Video: St. Vrain River bow hitting the bottom of the bridge on Hover #longmont   http://t.co/L3aabcD2S1,Related and informative
Stay informed stay safe! #COFlood twitter list via @COEmergency: https://t.co/3ht69SK9wO #CCCF #BoulderFlood #waldoflood #COWX,Related and informative
GET NEW FOLLOWERS&gt;http://t.co/FZ5pQM7L5o #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/PhQQ3yHAdm,Not related
GET NEW FOLLOWERS&gt;http://t.co/7eFIEn54SY #BestRapper #initialsofsomeonespecial #throwbackthursday #BB15 #boulderflood http://t.co/8ROHNxWH75,Not applicable
I GET 1570 REALL FOLLOWERS! http://t.co/7oWDV0bz78  ✈#HarvestFun#EveryLittleStep#BestRapper#boulderflood#sharewha http://t.co/7XZb4BD0lf,Not related
VISIT=&gt;http://t.co/CKAAr3l9iT  ☀RT☀FOR☀NEW☀FOLLOWERS☀✔#HarvestFun#EveryLittleStep#BestRapper#boulderflood#sharewh http://t.co/S9YVQpgQqj,Not related
@cityoflongmont ordering mandatory evacuations in the Southmoor Park neighborhood. #COFlood,Related and informative
CU ALERT: Wall of water coming down Boulder Canyon. STAY AWAY FROM BOULDER CREEK. Seek higher ground immediately. #boulderflood,Related and informative
Everyone be careful http://t.co/05OiHA3bLF #boulderflood,Related - but not informative
City of #Boulder Emergency Declaration: http://t.co/EVesFaAPHF #BoulderFlood -@CNNEditorChuck,Related and informative
Updated: Top social media videos of the #Boulderflood http://t.co/CcVtkXxEf0 via @aimeemay,Related and informative
Evacuation center for Boulderites YMCA of Boulder Valley 2850 Mapleton Ave Boulder CO 80301 #boulderflood,Related and informative
Leaving Boulder on Hwy 128. 72 is closed. Coal Creek Canyon closed. #boulderflood http://t.co/7Q76jkQkWT,Related and informative
Colorado flooding leaves 3 people dead  http://t.co/gunc5TlaQd,Related and informative
GO TO http://t.co/MANiHxt0ln  AND★RT★FOR★NEW★FOLLOWERS★✔#BestRapper#boulderflood#GoT1Million#EveryLittleStep#Harv http://t.co/63wq7W5zJz,Not related
My neighborhood off north 26th st in North Boulder is completely flooded except for my st + 1 other. #boulderflood,Related and informative
At least 4 killd 500 unaccountd 4 as floodwatr inundates Colorado http://t.co/Lax0e1rAOa #flooding #neighbors #park #thinking,Related and informative
Colorado floods: More than 500 still unaccounted for as 'devastating' rain looms - CNN International: NPRColor... http://t.co/smCMEtY5fM,Related and informative
Colorado Flooding Forces Evacuations -  Email Newsletters and Alerts The latest #news and analysis delivered to... http://t.co/1tZcK9kkBZ,Related and informative
Prayers going out to everyone who's getting affected by the Colorado flooding. I have a friend who is VERY close to the flooding.,Related - but not informative
Everybody Keep @DJWhizlam &amp;The Residents Of Colorado In Your Prayers! The Weather There Is Crazy &amp; It has Me VERY Concerned! #ColoradoFlood,Related - but not informative
#Tgictweeps Colorado floods: More than 500 still unaccounted for as 'devastating' rain looms… http://t.co/SotswFOrYn,Related and informative
1750 people evacuated so far by National Guard due to #coflood  http://t.co/UTjrCm3NGc,Related and informative
Pray for the certain parts in Colorado that are affected by the #coflood,Related - but not informative
#Latest #News Colorado floods: Over 500 unaccounted for as 'devastating' rain looms - CNN: NPRColorado ... http://t.co/1d6lHv15vK #BNews,Related and informative
Hundreds of people are unaccounted for across the US state of Colorado as heavy flooding inundates mountain... http://t.co/41149VW5NI,Related and informative
Deadly 1000-year floods strike Colorado http://t.co/VozxRqmfto,Related and informative
Looks like the more severe rain projected for CO's Front Range was diverted to southern NE tonight. #COflood http://t.co/YLDw74njJ0,Related and informative
New post: Colorado floods: Rescues but more rain arrives http://t.co/NMHV3BBXOk,Related and informative
Wow Ms Bennett just claimed Colorado flooding down to climate change #Murnaghan,Related - but not informative
@IFreakSelena Colorado Floods Victims Urged 'Get Out Now': Rescuers will not return for families who refuse to evacuate...  @Ericccxminaj,Related and informative
Four dead and hundreds missing as floods devastate US state of Colorado Pic 1-4 http://t.co/vgjq8YIQ5F,Related and informative
Northeast Colorado residents are struggling with intense flooding as more rain is forecast for the region.,Related and informative
Thoughts and prayers with my #boulderflood affected friends and family. Please stay safe!,Related and informative
Colorado floods: Over 500 unaccounted for http://t.co/yZJm3imq30,Related and informative
#coloradoflood -Colorado floods: Over 500 unaccounted for http://t.co/N9dDJVm7pw,Related and informative
Colorado Floods 2013: Rescuers Warn Some Against Remaining In Towns Isolated By Flooding,Related and informative
Waiting to hear from some of my family who live outside of #Boulder #BoulderFlood  in Gol Hill,Related - but not informative
#Colorado braces for more heavy rain devastating floods http://t.co/vy2io8d86Y,Related and informative
Colorado floods threaten more homes as another feared dead - video http://t.co/5RfRgJjXSn,Related and informative
My heart &amp; prayers go out to all the people in #Colorado &amp; to any1 who has friends or family affected by the #coloradoflood,Related - but not informative
@mitchell2906 You too!!! I'm stuck home in the #coloradoflood  Truck got stuck last night and roads flooded.  #funsunday lol,Related and informative
Flash floods in Colorado http://t.co/ayUDL0tUcB via @YahooNews,Related and informative
Let's not add to this anymore:  Stay out of moving water: 4 dead 218 unaccounted for in Colorado flooding,Related and informative
At least 4 dead 200 missing in Colorado flooding; ‘Leave now or be prepared to stay for weeks’... http://t.co/zDnATBT1aE,Related and informative
Hundreds still unaccounted for in deadly Colorado #floods - http://t.co/ZFhBFFZTfF,Related and informative
Pouring ☔-Put on comfy stuff stay inside and let those saving our communities do their jobs unobstructed. #coflood http://t.co/tCjXKRkiI9,Related and informative
Here we go again with the rain. #boulderflood http://t.co/TInMWSAnku,Related - but not informative
charles onwuemene's blog: Hundreds missing in Colorado floods http://t.co/T3hEIsHemw,Related and informative
I have no food and no way to get food #boulderflood,Related - but not informative
http://t.co/8V69nbgEce Hundreds unaccounted for in Colorado floods,Related and informative
Colorado flooding doesn't stop Postal Service http://t.co/na58Mmy3an,Related and informative
#COflood Releases from Olympus Dam have increased to 1100 cfs. We have seen rain at Estes. Rain inflows to Lake... http://t.co/aoKTSgyyQn,Related and informative
Just talked with folks at @CUBoulder. Chancellor's decision about whether to close campus Monday is coming soon. #boulderflood,Related and informative
General Contractor Serving #COFlood #Evergreen #Jeffco,Not related
Boulder CO has received app. 20 in of rain this year so far. That's 20% of what our rainforests get every year. #COflood,Related and informative
Flooding by #UCCS has moved traffic cones into middle of traffic on Austin Bluffs by Union stay safe out there!  #coflood,Related and informative
Fires cause flooding and death in Colorado http://t.co/hvTtjc1vW9,Related and informative
#lyons #boulderflood Here is what is left of Shelly's Cabins off of 36 West of Lyons. http://t.co/wwvGLAt75C,Related and informative
Floods Transform Colorado's 'Gore-Tex Vortex',Not related
Floods Transform Colorado's 'Gore-Tex Vortex': Residents return to find Colorado's 'Gore-Tex Vortex' transform... http://t.co/iPBhMMWYfq,Related and informative
“@denverpost: UPDATE: Federal aid begins to flow to flood ravaged Colorado http://t.co/7W2MnfSsVY #coflood”,Related and informative
@cyclist_lawyer 100$ raised so far and just four hours in! #coflood,Related and informative
Help #coloradoflood http://t.co/tTRZoDCaJL,Related and informative
Colorado flooding: Evacuations broken oil pipeline in Weld County #fraccident  http://t.co/d1FMyLx1qg,Related and informative
Another woman missing and feared dead in Colorado floods http://t.co/HiEejveFjF,Related and informative
A #fracking disaster? http://t.co/jmD69KAwN4 #coflood,Related and informative
Another #CoFlood today #ugh #omg I wish this #weather get nice tomorrow,Related - but not informative
Floods transform Colorado's 'Gore-Tex Vortex' http://t.co/KEVwIbJfBT,Related and informative
On the bright side though the apartment has never been cleaner #boulderflood,Related - but not informative
this has been an emotionally exhausting last 4 days #boulderflood,Related - but not informative
Floods destroy or damage more than 50 bridges in Colorado: WELD COUNTY — Thirty bridges have been reported... http://t.co/Mk4PlK5lXw,Related and informative
@JZ_Blue Thanks for the Love Bro. I'll be fine however many are not and our best wishes and prayers go out to them all. #COFlood,Related - but not informative
The University of Northern Colorado will be closed Monday due to flooding in the area - @9NEWS http://t.co/wXaLVfubmQ,Related and informative
The Colorado Office of Emergency Management estimates nearly 19000 homes are damaged or destroyed. #coloradoflood,Related and informative
Someone needs to tell NBC they don't need to be camped in front of my.apartment still as they.have been for 3 days #boulderflood #headsup,Related - but not informative
#COFlood coverage continues on CH20 and live stream: http://t.co/bbpTYjr77F,Related and informative
Flooding Brings Tales of Rescues Improvisation: Flooding in Colorado Rockies brings tales of rescues improvi... http://t.co/MmggUh5W59,Related and informative
Flooding Brings Tales of Rescues Improvisation: Flooding in Colorado Rockies brings tales of rescues improvi... http://t.co/lxTmoXcI3u,Related and informative
.RT @CUBoulderPolice: #BREAKING: Raw sewage flowing from pipe north of Space Sciences (East CU Campus) near footpaths. Avoid area. #COflood,Related and informative
Amen. #boulderflood #hope #love http://t.co/qhfG21EXXT,Related - but not informative
Concerned family and friends use social media to spread word about #BoulderFlood unaccounted for: There are re... http://t.co/0o8YmosQ2Z,Related - but not informative
@TheStalwart @PIMCO I live in Boulder Colorado.  This is trivia compared to what we're dealing with here.  #BoulderFlood,Related - but not informative
Interesting holiday experience: buying bottled water in Colorado because maybe the tap water is contaminated by the enormous floods.,Related - but not informative
#climate Colorado floods: rescuers rush to evacuate stranded communities: AP http://t.co/s89lZOd0L2 *death VIDEO: http://t.co/zYLDxRiafn,Related and informative
Flooding at Cactus Jacks in #Evergreen #COFlood #cowx photo by @crossroads2007 http://t.co/K7K8g67utf,Related and informative
Colorado flooding turns deadly http://t.co/90EKnRAsgM,Related and informative
New look at the St Vrain in #Longmont via @Dougherty7NEWS Look how high river is flowing at Hover/3rd. http://t.co/xYbdNxy5Hl,Related and informative
Rain is still pouring down in #Colorado. 500 unaccounted for by the #floods hopefully rescue efforts are successful.,Related and informative
Sunday rain leads to multiple water rescues across Colorado Springs: http://t.co/ZIa0gNxuzm #COflood,Related and informative
@IdilioMon: #coloradoflood ==&gt; Street view from my home this afternoon. Rain rain go away... http://t.co/H3FdI3A1NQ,Related and informative
Floods Transform Colorado's 'Gore-Tex Vortex',Related - but not informative
PRAY FOR COLORADO: -DAMGES ESTIMATED $150 MILLION -35 BRIDGES DAMAGED  -ABOUT 100 MILES OF ROADS DAMAGED -NO FLUSH ORDER FOR EVANS #COFLOOD,Related and informative
#Colorado Floods Leave #Hundreds Unaccounted For http://t.co/LcRtx5HIYt,Related and informative
Good night all keeping #boulderflood victims in my prayers. Going to help send supplies there and suggest if you're able to do the same.,Related - but not informative
#PrayForColorado #ColoradoFlood http://t.co/Vgar2yLngm,Related - but not informative
MT @MVFireRescue Water distribution to start at 8am tomorrow. 3561 Stagecoach Rd #Longmont (MVFR's new admin bldg). #Longmontflood #coflood,Related and informative
John Maynard Keynes would argue the #coloradoflood is stimulating the economy. #EconomicsFail,Related and informative
I'll just keep putting off my homework and they'll keep canceling school right? #procrastination #COflood,Not related
Welcome to Boulderlandia. Climb to safety. #boulderflood http://t.co/0PHYmDPSUX,Related and informative
Flooding shuts down popular Colorado tourist destinations http://t.co/gO618b199A,Related and informative
Floods transform Colorado's 'Gore-Tex Vortex': LYONS Colo. — The cars that normally clog… http://t.co/77iytR0rI6,Related and informative
MT @BoulderOEM: RTD will have regular routes tomorrow except for the Y YL &amp; N. The DASH is detoured around S. Boulder. #boulderflood,Related and informative
@WebProNews: #web Colorado Road Closures Present Dangers: The devastating floods have l... http://t.co/IsOgXmHfUE http://t.co/AWFI7OcN1j,Related and informative
“@danielpetty: Major air rescue for Boulder County foothills planned for Monday http://t.co/175GGwjkSZ #COflood” #cowx,Related and informative
Colorado Floods: Rescuers Seek Survivors &amp; Signs of Hope http://t.co/0eBCt1QoSD,Related and informative
Rain slows rescue efforts amid deadly Colorado floods  http://t.co/ugZRNu3tQf,Related and informative
@GardenGuyKenn To Whom It May Concern: Kenn will be absent today due to...uh..the major flooding in Colorado. Sincerely the #earlyrisers.,Related and informative
Another Death Reported in Colorado Floods; 1200 Still Unaccounted For: Continuing rainfall hampered Colorado ... http://t.co/wQsBEjmmZs,Related and informative
That flooding in Colorado &lt;&lt;&lt;&lt; #prayforcolorado and wherever that specific spot is w/ the flood...,Related - but not informative
#RT Anon Is there a media blackout happening regarding #fracking spills in Colorado Floods? http://t.co/gNHikUmzK8 #COflood #Boulderflood,Related and informative
DTN USA: Colorado floods: Hundreds awaiting rescue.: Hundreds await rescue as copters grounded by rain.       http://t.co/wtXo5RESSb,Related and informative
Massive flooding wrecks havoc in portions of Colorado. http://t.co/sz562Rfdqs http://t.co/sdQBtX9QGa,Related and informative
Over 1200 people unaccounted for after huge Colorado flooding. Pray for them,Related and informative
Getting reports of light rain in #Gunbarrel this morning! It's so light it's not showing up on radar! #9wx #COFlood http://t.co/hTQqgJVSQF,Not related
@WakeupKoglin @LaPort006 there's flooding in Colorado? Hmmm...... You pulling my chain? #cowx,Related - but not informative
The #COFlood: apparently the only story that the world wants to cover right now,Related - but not informative
All of us here at Rolling Hills Asylum send our love and support to the people of the Boulder Colorado floods as... http://t.co/rkdCyuMCVE,Related - but not informative
Now: The horrific Colorado floods that have occurred over the weekend. Towns and areas have been evacuated. http://t.co/Rq0aYcWyl5,Related and informative
#BlameObama for Colorado floods.  He should have provided more reservoirs dams and above-ground pools.,Not related
INFOGRAPHIC: Colorado Flooding Impact Map @firechiefmag #firechief #wildfire http://t.co/uETLlBCvwU,Related and informative
#COFlood look at that sun trying to peak it's way through the clouds!  Help CO Flood victims &amp; their families @AmericanRedCross,Related - but not informative
Useless &amp; deadly federal bureaucracy .@hackernewsrss UAV Provides Colorado Flooding Assistance Until FEMA Freaks Out http://t.co/wrCNjo2c51,Related and informative
#coloradoflood : Stories of grief generosity http://t.co/MNwzbuoZKA,Related and informative
It's BS that the government is happy to use drones for military/police work but not disaster relief. http://t.co/N9wUfvuZRP #boulderflood,Related and informative
The Marcellus Effect: Colorado Floods Break Pipeline and Engulf Gas Wells http://t.co/TsqWSDUU9Y,Related and informative
Ey... America. 19K Homes Damaged or Destroyed in Colorado Flooding 5 Dead http://t.co/tNu87z7v0I,Related and informative
AHA Red Star rescue team mobilizes to help animal victims of Colorado floods http://t.co/tg199gplGr via @BunnyJeanCook,Related and informative
#AWWA offers support and resources to flooded communities in Colorado. http://t.co/1cHErygsvN #coflood,Related and informative
My heart goes out to my fellow Coloradans who have lost so much in the #BoulderFlood.  Praying for you all!,Related - but not informative
Colorado towns slowly reopen after floods cut residents off from homes: Officials gave early estimates of dama... http://t.co/sbeR2QVRPD,Related and informative
Go Bandit! RT @mitchellbyars: Bandit the live-rescue dog is trained to find live people under rubble http://t.co/7BsAKSZlha #boulderflood,Related and informative
At least 350 people still missing in Colorado flooding; five dead - http://t.co/pKPp4vEfcl,Related and informative
Brad Hirschfield: Colorado floods of ‘biblical proportions’ http://t.co/bh0hlgVx9N,Related and informative
Flood Damage - Who Pays?  #NPR #ColoradoFlood  http://t.co/nxkzl4c9vw,Related and informative
#COflood: Colorado National Guard has evacuated 2200 people and 500 pets so far,Related and informative
|Today's Takeaway - Justice Ginsburg Speaks || U.S. &amp; Russia Strike Deal on Syria's Chemical Weapons || Colorado Floods Continue|,Related - but not informative
Our prayers go out for the people in the Colorado flooding and the shooting in DC Navy Yard.,Related and informative
Rescue helicopters resume flights - so great to see evacuees landing at the airport in @bouldercolorado! #COflood,Related and informative
My favorite lunch/picnic spot along the #Boulder Creek ... Is now a raging river :( #COFlood @ Central… http://t.co/AX7kI7FGjP,Related - but not informative
Has that moron Pat Robertson blamed the Colorado floods on Potheads yet?  #700club #LegalizeIt,Related - but not informative
