"C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\python.exe" "C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py"
Using TensorFlow backend.
GloVe model loaded
Pretrained Embedding: GloVe
Italian: False
Loading data...
11566
WARNING:tensorflow:From C:/Users/aless/Documents/University of Illinois at Chicago/Spring 2019/Project/train.py:88: VocabularyProcessor.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.text) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
Max Document length: 36
WARNING:tensorflow:From C:\Program Files (x86)\Microsoft Visual Studio\Shared\Python36_64\lib\site-packages\tensorflow\contrib\learn\python\learn\preprocessing\text.py:154: CategoricalVocabulary.__init__ (from tensorflow.contrib.learn.python.learn.preprocessing.categorical_vocabulary) is deprecated and will be removed in a future version.
Instructions for updating:
Please use tensorflow/transform or tf.data.
Dimension of the training set:  30
Vocabulary Size: 1
Train/Unlabeled/Dev split: 3000/7500/750
2019-04-03 11:28:03.686661: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2
WARNING:tensorflow:From C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\main_pre_trained_embeddings.py:511: softmax_cross_entropy_with_logits (from tensorflow.python.ops.nn_ops) is deprecated and will be removed in a future version.
Instructions for updating:

Future major versions of TensorFlow will allow gradients to flow
into the labels input on backprop by default.

See `tf.nn.softmax_cross_entropy_with_logits_v2`.

Writing to C:\Users\aless\Documents\University of Illinois at Chicago\Spring 2019\Project\runs\1554308886

2019-04-03T11:28:09.666959: step 1, loss 2.03892, accuracy 0.433333, precision 0.631578947368421, recall 0.5454545454545454
2019-04-03T11:28:14.868557: step 17, loss 0.00263342, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:15.264342: step 18, loss 0.0306974, accuracy 0.966667, precision 1.0, recall 0.95
2019-04-03T11:28:15.592004: step 19, loss 0.0065252, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:15.866272: step 20, loss 0.00544434, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:16.242284: step 21, loss 0.00319188, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:16.543384: step 22, loss 0.00175117, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:16.822150: step 23, loss 0.00571385, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:17.190186: step 24, loss 0.000578236, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:17.600089: step 25, loss 0.0146614, accuracy 1, precision 1.0, recall 1.0

Evaluation:
[[492  29]
 [151  78]]
2019-04-03T11:28:18.061433: step 25, loss 0.741696, accuracy 0.76, precision 0.944337811900192, recall 0.7651632970451011

2019-04-03T11:28:18.302620: step 26, loss 0.00168957, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:18.605840: step 27, loss 0.000566585, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:19.068604: step 28, loss 0.00178377, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:19.474518: step 29, loss 0.00155675, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:19.949756: step 30, loss 0.000564399, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:20.343703: step 31, loss 0.000718116, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:20.858326: step 32, loss 0.00125426, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:21.362976: step 33, loss 0.0115102, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:21.897060: step 34, loss 0.00134165, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:22.469529: step 35, loss 0.000522615, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:22.985150: step 36, loss 0.00101965, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:23.405027: step 37, loss 0.000487736, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:23.834878: step 38, loss 0.00200012, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:24.256749: step 39, loss 0.000673569, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:24.724498: step 40, loss 0.0607608, accuracy 0.966667, precision 1.0, recall 0.95
2019-04-03T11:28:25.108472: step 41, loss 2.97439e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:25.509399: step 42, loss 0.00106174, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:26.054940: step 43, loss 0.0008401, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:26.473820: step 44, loss 0.00013488, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:26.955534: step 45, loss 0.000144906, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:27.476162: step 46, loss 0.000468525, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:27.918987: step 47, loss 0.000280536, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:28.345346: step 48, loss 0.000279333, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:28.755250: step 49, loss 0.00630843, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:29.165154: step 50, loss 0.000696903, accuracy 1, precision 1.0, recall 1.0

Evaluation:
[[490  31]
 [150  79]]
2019-04-03T11:28:29.656352: step 50, loss 0.756466, accuracy 0.758667, precision 0.9404990403071017, recall 0.765625

2019-04-03T11:28:30.047305: step 51, loss 1.98235e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:30.496141: step 52, loss 5.75008e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:31.008768: step 53, loss 0.000260534, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:31.638085: step 54, loss 0.000172516, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:31.951248: step 55, loss 0.000123661, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:32.240474: step 56, loss 0.0717918, accuracy 0.966667, precision 0.9473684210526315, recall 1.0
2019-04-03T11:28:32.686281: step 57, loss 0.00132626, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:33.174487: step 58, loss 0.000174729, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:33.581399: step 59, loss 0.000194598, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:34.008256: step 60, loss 0.000259188, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:34.393228: step 61, loss 0.000999148, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:34.777201: step 62, loss 0.000543112, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:35.185109: step 63, loss 0.00470112, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:35.633694: step 64, loss 0.00104057, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:35.947854: step 65, loss 0.000277534, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:36.401640: step 66, loss 0.000533178, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:36.774642: step 67, loss 0.000320983, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:37.120717: step 68, loss 0.000213344, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:37.530627: step 69, loss 0.00103648, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:37.908611: step 70, loss 0.000311543, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:38.365914: step 71, loss 0.000349193, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:38.748398: step 72, loss 8.93553e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:39.200186: step 73, loss 0.00400786, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:39.707827: step 74, loss 0.000875154, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:40.383023: step 75, loss 8.60889e-05, accuracy 1, precision 1.0, recall 1.0

Evaluation:
[[508  13]
 [177  52]]
2019-04-03T11:28:40.773977: step 75, loss 0.962875, accuracy 0.746667, precision 0.9750479846449136, recall 0.7416058394160584

2019-04-03T11:28:41.090640: step 76, loss 0.00150151, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:41.539439: step 77, loss 0.00120301, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:41.972281: step 78, loss 0.000390695, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:42.357251: step 79, loss 0.000714405, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:42.773140: step 80, loss 0.000668556, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:43.193017: step 81, loss 0.00115994, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:43.641816: step 82, loss 0.000251256, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:44.040750: step 83, loss 5.91569e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:44.449656: step 84, loss 0.00322612, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:44.905946: step 85, loss 0.000105061, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:45.296902: step 86, loss 0.000189053, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:45.752683: step 87, loss 6.05474e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:46.245365: step 88, loss 6.09424e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:46.693171: step 89, loss 0.000247092, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:47.117033: step 90, loss 0.000726882, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:47.567828: step 91, loss 0.000163977, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:47.980723: step 92, loss 0.000753554, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:48.443485: step 93, loss 0.000256412, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:49.001067: step 94, loss 0.000215958, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:49.528642: step 95, loss 0.00483211, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:49.833338: step 96, loss 0.000140069, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:50.177955: step 97, loss 7.59372e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:50.594839: step 98, loss 5.14294e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:51.085527: step 99, loss 5.80244e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:51.539317: step 100, loss 0.000255545, accuracy 1, precision 1.0, recall 1.0

Evaluation:
[[508  13]
 [170  59]]
2019-04-03T11:28:52.113777: step 100, loss 0.933569, accuracy 0.756, precision 0.9750479846449136, recall 0.7492625368731564

2019-04-03T11:28:52.539638: step 101, loss 0.000124782, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:53.015366: step 102, loss 8.44459e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:53.437238: step 103, loss 2.07784e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:53.918952: step 104, loss 0.000265699, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:54.315398: step 105, loss 0.000131453, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:54.716327: step 106, loss 7.04646e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:55.167122: step 107, loss 0.000225984, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:55.609938: step 108, loss 0.000514839, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:56.024827: step 109, loss 0.000262216, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:56.425756: step 110, loss 0.000102486, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:56.823691: step 111, loss 5.02822e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:57.249555: step 112, loss 0.0041676, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:57.674416: step 113, loss 3.49571e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:58.220955: step 114, loss 7.24785e-06, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:58.850538: step 115, loss 0.00145237, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:59.146744: step 116, loss 0.000579545, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:59.506002: step 117, loss 0.000112944, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:28:59.950812: step 118, loss 3.05083e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:00.367704: step 119, loss 0.000211184, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:00.808519: step 120, loss 0.000254165, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:01.226910: step 121, loss 0.000100086, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:01.681694: step 122, loss 0.000214948, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:02.121518: step 123, loss 0.000376004, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:02.529427: step 124, loss 0.000128615, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:03.003669: step 125, loss 8.9178e-05, accuracy 1, precision 1.0, recall 1.0

Evaluation:
[[502  19]
 [162  67]]
2019-04-03T11:29:03.574140: step 125, loss 0.887618, accuracy 0.758667, precision 0.963531669865643, recall 0.7560240963855421

2019-04-03T11:29:04.147607: step 126, loss 0.00111928, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:04.653255: step 127, loss 7.98679e-06, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:05.120007: step 128, loss 0.000681095, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:05.530908: step 129, loss 7.39486e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:05.974755: step 130, loss 7.1261e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:06.433529: step 131, loss 0.000159609, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:06.865375: step 132, loss 6.23018e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:07.345092: step 133, loss 0.000105188, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:07.856724: step 134, loss 0.000160443, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:08.279547: step 135, loss 3.54852e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:08.528411: step 136, loss 6.00265e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:08.892437: step 137, loss 0.000195787, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:09.428004: step 138, loss 0.000196973, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:09.940634: step 139, loss 0.00110126, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:10.439812: step 140, loss 0.000733226, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:10.923518: step 141, loss 0.000223847, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:11.379299: step 142, loss 7.99088e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:11.888588: step 143, loss 7.90731e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:12.372293: step 144, loss 5.46617e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:12.818875: step 145, loss 6.82839e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:13.267186: step 146, loss 1.06929e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:13.713992: step 147, loss 0.000335032, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:14.136860: step 148, loss 1.01881e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:14.602616: step 149, loss 0.000162726, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:15.078343: step 150, loss 0.000156326, accuracy 1, precision 1.0, recall 1.0

Evaluation:
[[505  16]
 [165  64]]
2019-04-03T11:29:15.585985: step 150, loss 0.905108, accuracy 0.758667, precision 0.9692898272552783, recall 0.753731343283582

2019-04-03T11:29:16.065703: step 151, loss 0.000117088, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:16.481590: step 152, loss 2.09434e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:16.892519: step 153, loss 3.46402e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:17.360268: step 154, loss 0.000122585, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:17.974144: step 155, loss 0.000174524, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:18.258894: step 156, loss 0.000162317, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:18.654834: step 157, loss 0.000293107, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:19.299112: step 158, loss 5.20433e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:19.816727: step 159, loss 0.000131707, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:20.280486: step 160, loss 0.000332191, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:20.707346: step 161, loss 7.56363e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:21.338657: step 162, loss 5.26371e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:21.876219: step 163, loss 0.018502, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:22.292108: step 164, loss 0.000234942, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:22.702011: step 165, loss 9.84086e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:23.049083: step 166, loss 3.6342e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:23.538774: step 167, loss 9.52371e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:24.227931: step 168, loss 7.91268e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:24.849269: step 169, loss 0.000235798, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:25.356911: step 170, loss 7.35012e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:25.804716: step 171, loss 1.9001e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:26.306372: step 172, loss 0.0022055, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:26.822991: step 173, loss 0.000561887, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:27.417400: step 174, loss 0.00101061, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:27.742532: step 175, loss 0.000185321, accuracy 1, precision 1.0, recall 1.0

Evaluation:
[[510  11]
 [183  46]]
2019-04-03T11:29:28.042728: step 175, loss 1.03583, accuracy 0.741333, precision 0.9788867562380038, recall 0.7359307359307359

2019-04-03T11:29:28.446648: step 176, loss 0.000111756, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:28.849569: step 177, loss 0.000165211, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:29.212599: step 178, loss 5.77624e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:29.628487: step 179, loss 0.00019834, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:30.008471: step 180, loss 7.02566e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:30.397431: step 181, loss 8.25232e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:30.791378: step 182, loss 0.000498312, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:31.193303: step 183, loss 1.62467e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:31.654071: step 184, loss 0.000220031, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:32.134784: step 185, loss 0.000338442, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:32.643425: step 186, loss 0.00012463, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:33.015430: step 187, loss 0.000341679, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:33.393419: step 188, loss 8.21519e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:33.763429: step 189, loss 0.000754831, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:34.146405: step 190, loss 0.00154408, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:34.538358: step 191, loss 0.000214748, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:34.885430: step 192, loss 0.000242459, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:35.381103: step 193, loss 7.69976e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:36.311615: step 194, loss 0.00108974, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:36.682622: step 195, loss 2.58455e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:37.022712: step 196, loss 7.33099e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:37.393721: step 197, loss 3.89946e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:37.805618: step 198, loss 0.000158523, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:38.174632: step 199, loss 3.31365e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:38.592514: step 200, loss 6.48864e-05, accuracy 1, precision 1.0, recall 1.0

Evaluation:
[[509  12]
 [181  48]]
2019-04-03T11:29:39.057271: step 200, loss 1.01256, accuracy 0.742667, precision 0.9769673704414588, recall 0.7376811594202899

2019-04-03T11:29:39.463186: step 201, loss 0.003239, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:39.899021: step 202, loss 0.000398671, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:40.343837: step 203, loss 5.50736e-06, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:40.725810: step 204, loss 8.51517e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:41.166630: step 205, loss 5.54303e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:41.568556: step 206, loss 0.000600795, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:41.962502: step 207, loss 3.65858e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:42.345478: step 208, loss 1.74195e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:42.755381: step 209, loss 0.000115297, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:43.141349: step 210, loss 0.00045849, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:43.541280: step 211, loss 4.67185e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:43.918271: step 212, loss 1.65536e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:44.385024: step 213, loss 0.000463315, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:44.990404: step 214, loss 0.0001802, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:45.264670: step 215, loss 0.000113301, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:45.582819: step 216, loss 0.000116561, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:46.029625: step 217, loss 6.76625e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:46.492387: step 218, loss 0.000185223, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:46.906280: step 219, loss 5.51697e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:47.340120: step 220, loss 0.000248364, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:47.766979: step 221, loss 4.07588e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:48.181868: step 222, loss 3.58345e-05, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:48.594765: step 223, loss 0.000423929, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:49.062515: step 224, loss 0.000156821, accuracy 1, precision 1.0, recall 1.0
2019-04-03T11:29:49.593096: step 225, loss 1.38512e-05, accuracy 1, precision 1.0, recall 1.0

Evaluation:
[[507  14]
 [174  55]]
2019-04-03T11:29:50.098742: step 225, loss 0.945879, accuracy 0.749333, precision 0.9731285988483686, recall 0.7444933920704846

2019-04-03T11:29:50.518619: step 226, loss 2.51691e-05, accuracy 1, precision 1.0, recall 1.0
